sample_id,pose_detected,movement_score,lstm_behavior,behavior_confidence,Inactive_probability,Low_Movement_probability,Normal_Movement_probability,Restless_Movement_probability,Sudden_Movement_probability
1,0,0,No_Pose,0,0,0,0,0,0
2,0,0,No_Pose,0,0,0,0,0,0
3,0,0,No_Pose,0,0,0,0,0,0
4,1,0,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
5,1,0.177791961,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
6,1,0.095767622,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
7,1,0.173387033,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
8,1,0.187849833,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
9,0,0,No_Pose,0,0,0,0,0,0
10,1,0,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
11,1,0.122669323,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
12,1,0.032723638,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
13,1,0.048406633,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
14,1,0.039479205,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
15,1,0.064658078,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
16,1,0.028374133,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
17,1,0.037269961,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
18,1,0.049580029,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
19,1,0.049442206,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
20,1,0.063072631,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
21,1,0.03481376,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
22,1,0.043890219,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
23,1,0.020397002,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
24,1,0.065968064,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
25,1,0.020191643,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
26,1,0.035778394,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
27,1,0.052884874,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
28,1,0.059605139,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
29,1,0.014028271,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
30,1,0.02841103,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
31,1,0.031628228,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
32,1,0.023492124,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
33,1,0.030715764,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
34,1,0.024404847,Inactive,0.62460798,0.62460798,0.033899002,0.315126002,0.007308,0.019060001
35,1,0.074932064,Inactive,0.610228002,0.610228002,0.034908,0.320903987,0.00972,0.02424
36,1,0.1823921,Inactive,0.577706993,0.577706993,0.036015,0.341401011,0.012985,0.031893
37,1,0.083362951,Inactive,0.575001001,0.575001001,0.036995001,0.34039101,0.013772,0.033840999
38,1,0.080688216,Inactive,0.566883981,0.566883981,0.037427999,0.344927996,0.014514,0.036246002
39,1,0.11475049,Inactive,0.576738,0.576738,0.037345,0.337758988,0.013834,0.034322999
40,1,0.125713434,Inactive,0.580846012,0.580846012,0.037202001,0.335334986,0.013488,0.033130001
41,1,0.039006529,Inactive,0.587246001,0.587246001,0.037152998,0.331117988,0.012977,0.031505998
42,1,0.024355051,Inactive,0.593774974,0.593774974,0.036543999,0.327977002,0.012254,0.029449999
43,1,0.008375596,Inactive,0.603798985,0.603798985,0.036035001,0.32159099,0.011385,0.027189
44,1,0.026694311,Inactive,0.608138025,0.608138025,0.035475001,0.319606006,0.010844,0.025938001
45,1,0.259140215,Inactive,0.575998008,0.575998008,0.034038998,0.345950991,0.01297,0.031042
46,1,0.161909696,Inactive,0.578324974,0.578324974,0.034169,0.344054997,0.012691,0.030761
47,1,0.024083735,Inactive,0.584402025,0.584402025,0.035052001,0.339094013,0.01202,0.029432001
48,1,0.079964052,Inactive,0.574331999,0.574331999,0.035372,0.347490996,0.012114,0.030689999
49,1,0.043462509,Inactive,0.577033997,0.577033997,0.03593,0.344882011,0.011689,0.030464999
50,1,0.032292268,Inactive,0.580775976,0.580775976,0.036582001,0.34128201,0.011291,0.030068999
51,1,0.037882806,Inactive,0.585813999,0.585813999,0.037211999,0.33662799,0.010787,0.029557999
52,1,0.065747468,Inactive,0.588576972,0.588576972,0.037179001,0.335227013,0.01021,0.028806999
53,1,0.038424012,Inactive,0.594384015,0.594384015,0.036935002,0.333157003,0.009044,0.026481001
54,1,0.023481345,Inactive,0.599849999,0.599849999,0.036759999,0.330339998,0.008279,0.024770999
55,1,0.011463119,Inactive,0.608328998,0.608328998,0.036125999,0.326000005,0.007218,0.022327
56,1,0.027788008,Inactive,0.613125026,0.613125026,0.035982002,0.322214007,0.006946,0.021733001
57,1,0.03087099,Inactive,0.617384017,0.617384017,0.036201999,0.317772001,0.006942,0.021701001
58,1,0.010456093,Inactive,0.62559098,0.62559098,0.036699999,0.310193002,0.006672,0.020843999
59,1,0.019081007,Inactive,0.628736019,0.628736019,0.036904,0.307224005,0.006567,0.020570001
60,1,0.037315869,Inactive,0.631177008,0.631177008,0.037246,0.30468899,0.006485,0.020403
61,1,0.025403377,Inactive,0.635131001,0.635131001,0.037624002,0.301028013,0.006318,0.0199
62,1,0.041424372,Inactive,0.635819972,0.635819972,0.037744001,0.300312996,0.006259,0.019863
63,1,0.007862178,Inactive,0.64052701,0.64052701,0.037735999,0.296916991,0.005959,0.018860999
64,1,0.033953935,Inactive,0.640055001,0.640055001,0.037958,0.297542006,0.005865,0.018580001
65,1,0.026305257,Inactive,0.63547802,0.63547802,0.038617998,0.300752997,0.006058,0.019092999
66,1,0.024798949,Inactive,0.627254009,0.627254009,0.039937999,0.305142999,0.006742,0.020923
67,1,0.018846472,Inactive,0.624473989,0.624473989,0.040406998,0.306766987,0.006929,0.021423001
68,1,0.037001041,Inactive,0.622892976,0.622892976,0.0403,0.308046013,0.006989,0.021772999
69,1,0.02947152,Inactive,0.620059013,0.620059013,0.040835999,0.308925986,0.007381,0.022799
70,1,0.071531908,Inactive,0.625221014,0.625221014,0.040160999,0.302753001,0.007822,0.024044
71,1,0.039056544,Inactive,0.643875003,0.643875003,0.039473999,0.287001014,0.007452,0.022198999
72,1,0.008950446,Inactive,0.653496027,0.653496027,0.039818998,0.279805988,0.006825,0.020053999
73,1,0.043652597,Inactive,0.660580993,0.660580993,0.040731002,0.275799006,0.005839,0.01705
74,1,0.015482102,Inactive,0.676216006,0.676216006,0.040624999,0.264281005,0.004803,0.014075
75,1,0.046978274,Inactive,0.76275897,0.76275897,0.035980999,0.189052999,0.003564,0.008642
76,1,0.053054356,Inactive,0.784115016,0.784115016,0.033872001,0.172463,0.002916,0.006634
77,1,0.014543554,Inactive,0.795955002,0.795955002,0.033654001,0.161945,0.002572,0.005875
78,1,0.017527065,Inactive,0.80757302,0.80757302,0.032972999,0.152143002,0.002247,0.005064
79,1,0.033300592,Inactive,0.817185998,0.817185998,0.032584999,0.143776,0.001981,0.004472
80,1,0.038179232,Inactive,0.820039988,0.820039988,0.032235999,0.141558006,0.001871,0.004294
81,1,0.014999057,Inactive,0.821586013,0.821586013,0.032258999,0.140077993,0.001821,0.004255
82,1,0.069908463,Inactive,0.823257029,0.823257029,0.032386001,0.138502002,0.001731,0.004124
83,1,0.017302721,Inactive,0.824878991,0.824878991,0.032467,0.136829004,0.001695,0.00413
84,1,0.041627628,Inactive,0.82296598,0.82296598,0.032136001,0.138969004,0.001715,0.004213
85,1,0.016556104,Inactive,0.824687004,0.824687004,0.032150999,0.137342006,0.001678,0.004142
86,1,0.016533577,Inactive,0.832506001,0.832506001,0.031498998,0.130747005,0.001527,0.00372
87,1,0.017741171,Inactive,0.841795981,0.841795981,0.030823,0.122754,0.001363,0.003265
88,1,0.021268232,Inactive,0.848641992,0.848641992,0.030231999,0.116949998,0.001245,0.00293
89,1,0.014552695,Inactive,0.85157001,0.85157001,0.029641001,0.114803001,0.0012,0.002787
90,1,0.014957721,Inactive,0.859848022,0.859848022,0.028387001,0.108280003,0.001067,0.002418
91,1,0.020755502,Inactive,0.841569006,0.841569006,0.029355001,0.124539003,0.001364,0.003173
92,1,0.011031225,Inactive,0.783384025,0.783384025,0.032218002,0.175826997,0.002392,0.006179
93,1,0.014559851,Inactive,0.720779002,0.720779002,0.035813998,0.229277,0.003715,0.010416
94,1,0.023889701,Inactive,0.71826601,0.71826601,0.035884999,0.231312007,0.003831,0.010706
95,1,0.021774873,Inactive,0.709981024,0.709981024,0.03633,0.238172993,0.004084,0.011433
96,1,0.030667549,Inactive,0.705621004,0.705621004,0.036575999,0.241694003,0.004224,0.011884
97,1,0.014276728,Inactive,0.703945994,0.703945994,0.036681999,0.243340999,0.004196,0.011834
98,1,0.008423902,Inactive,0.701810002,0.701810002,0.036766,0.245381996,0.004197,0.011845
99,1,0.033131139,Inactive,0.700913012,0.700913012,0.036936,0.246112004,0.004193,0.011847
100,1,0.008051921,Inactive,0.705089986,0.705089986,0.036874998,0.242394999,0.004108,0.011531
101,1,0.011642901,Inactive,0.709034979,0.709034979,0.036899999,0.239148006,0.003933,0.010984
102,1,0.015501086,Inactive,0.713541985,0.713541985,0.037046,0.235453993,0.003692,0.010265
103,1,0.014309747,Inactive,0.719159007,0.719159007,0.036924999,0.230884999,0.003484,0.009547
104,1,0.006458193,Inactive,0.723874986,0.723874986,0.036733001,0.227234006,0.00328,0.008878
105,1,0.012068113,Inactive,0.726598978,0.726598978,0.036685001,0.224858999,0.003216,0.008641
106,1,0.03297715,Inactive,0.730521023,0.730521023,0.036784001,0.221292004,0.003111,0.008292
107,1,0.054952897,Inactive,0.732046008,0.732046008,0.036982998,0.219678998,0.003066,0.008225
108,1,0.031284368,Inactive,0.732822001,0.732822001,0.036954001,0.219228998,0.002976,0.00802
109,1,0.01176489,Inactive,0.731679976,0.731679976,0.036896002,0.220376998,0.002978,0.008068
110,1,0.011821727,Inactive,0.734568,0.734568,0.036717001,0.217986003,0.002895,0.007833
111,1,0.009795679,Inactive,0.735686004,0.735686004,0.036697999,0.217132002,0.002825,0.007659
112,1,0.030386271,Inactive,0.742402971,0.742402971,0.036311999,0.211169004,0.002751,0.007365
113,1,0.008412866,Inactive,0.741280973,0.741280973,0.036270998,0.212285995,0.002764,0.007398
114,1,0.002452026,Inactive,0.796468019,0.796468019,0.032359999,0.164648995,0.001907,0.004617
115,1,0.016687985,Inactive,0.842319012,0.842319012,0.029688001,0.12393,0.001236,0.002827
116,1,0.069762482,Inactive,0.870249987,0.870249987,0.027672,0.099395998,0.00085,0.001831
117,1,0.176643403,Inactive,0.884800971,0.884800971,0.025726,0.087546997,0.000614,0.001312
118,1,0.173932037,Inactive,0.869049013,0.869049013,0.028484,0.099730998,0.000855,0.00188
119,1,0.048547555,Inactive,0.803927004,0.803927004,0.033610001,0.1558,0.001896,0.004768
120,1,0.032834325,Inactive,0.75305301,0.75305301,0.035464,0.200850993,0.002875,0.007756
121,1,0.08433498,Inactive,0.754301012,0.754301012,0.035075001,0.199766994,0.002965,0.007892
122,1,0.04039592,Inactive,0.721294999,0.721294999,0.037090998,0.227548003,0.00372,0.010346
123,1,0.062780743,Inactive,0.703889012,0.703889012,0.038212001,0.241895005,0.004156,0.011847
124,1,0.036601694,Inactive,0.706614017,0.706614017,0.038151,0.239583999,0.004086,0.011566
125,1,0.017966171,Inactive,0.696932018,0.696932018,0.039021999,0.247335002,0.004335,0.012378
126,1,0.052882285,Inactive,0.69670397,0.69670397,0.039471999,0.246718004,0.004461,0.012646
127,1,0.051391239,Inactive,0.692912996,0.692912996,0.040197998,0.248969004,0.004653,0.013268
128,1,0.020359362,Inactive,0.689505994,0.689505994,0.040695999,0.251473993,0.004763,0.013562
129,1,0.007843905,Inactive,0.689348996,0.689348996,0.040805001,0.251114011,0.004884,0.013849
130,1,0.019849556,Inactive,0.683941007,0.683941007,0.041524,0.25473401,0.005154,0.014647
131,1,0.015426901,Inactive,0.681518018,0.681518018,0.041657999,0.256518006,0.00529,0.015017
132,1,0.02266063,Inactive,0.681885004,0.681885004,0.041760001,0.255917013,0.005335,0.015102
133,1,0.013016963,Inactive,0.681276977,0.681276977,0.041859999,0.25641799,0.005346,0.015098
134,1,0.031976886,Inactive,0.683297992,0.683297992,0.041824002,0.254943997,0.005223,0.014711
135,1,0.061282136,Inactive,0.678873003,0.678873003,0.041588001,0.259236008,0.005315,0.014988
136,1,0.028798311,Inactive,0.681147993,0.681147993,0.041170999,0.257845014,0.005179,0.014658
137,1,0.011367323,Inactive,0.68274498,0.68274498,0.040863,0.256864011,0.005091,0.014436
138,1,0.037915427,Inactive,0.680240989,0.680240989,0.040401001,0.259701997,0.005069,0.014587
139,1,0.036159735,Inactive,0.68403399,0.68403399,0.040006001,0.257463008,0.004736,0.013759
140,1,0.024163513,Inactive,0.686315,0.686315,0.039928,0.256051987,0.004493,0.013211
141,1,0.319325813,Inactive,0.665979028,0.665979028,0.039545,0.273387015,0.005207,0.015882
142,1,0.285871386,Inactive,0.646733999,0.646733999,0.042447999,0.285584986,0.005865,0.019368
143,1,0.163736512,Inactive,0.624935985,0.624935985,0.043591,0.300823987,0.006856,0.023793001
144,1,0.194577654,Inactive,0.623318017,0.623318017,0.044273999,0.299360007,0.007199,0.025847999
145,1,0.034821957,Inactive,0.637086987,0.637086987,0.045421999,0.285768986,0.007016,0.024706
146,1,0.046344722,Inactive,0.650959015,0.650959015,0.045173001,0.275750995,0.006473,0.021644
147,1,0.025422449,Inactive,0.664315999,0.664315999,0.044085,0.267434001,0.005806,0.018359
148,1,0.153800867,Inactive,0.659735024,0.659735024,0.042906001,0.272893012,0.005893,0.018572999
149,1,0.113525619,Inactive,0.655773997,0.655773997,0.042853002,0.27640301,0.005959,0.019011
150,1,0.233913699,Inactive,0.656597972,0.656597972,0.042761002,0.275866002,0.005782,0.018991999
151,1,0.115291615,Inactive,0.66070497,0.66070497,0.042231999,0.273038,0.005655,0.018371001
152,1,0.073066579,Inactive,0.661948979,0.661948979,0.041933998,0.272451013,0.005611,0.018056
153,1,0.094320114,Inactive,0.666507006,0.666507006,0.040824,0.270476997,0.005391,0.016801
154,1,0.234750608,Inactive,0.649114013,0.649114013,0.039728999,0.285604,0.006259,0.019293999
155,1,0.052357501,Inactive,0.644771993,0.644771993,0.040587999,0.288210988,0.006506,0.019923
156,0,0,No_Pose,0,0,0,0,0,0
157,1,0,Inactive,0.627125978,0.627125978,0.040840998,0.302453995,0.007179,0.022399999
158,0,0,No_Pose,0,0,0,0,0,0
159,0,0,No_Pose,0,0,0,0,0,0
160,0,0,No_Pose,0,0,0,0,0,0
161,1,0,Inactive,0.603272974,0.603272974,0.039466999,0.32486701,0.008064,0.024328999
162,1,0.385857039,Inactive,0.55607599,0.55607599,0.041529998,0.352979004,0.012565,0.036850002
163,1,0.118276731,Inactive,0.571437001,0.571437001,0.04501,0.330489993,0.012899,0.040164001
164,1,0.035262543,Inactive,0.602409005,0.602409005,0.046241,0.303862989,0.011106,0.036380999
165,1,0.042537372,Inactive,0.637535989,0.637535989,0.045267999,0.280766994,0.008468,0.027961999
166,1,0.071663725,Inactive,0.653820992,0.653820992,0.043685999,0.272724003,0.00682,0.022949001
167,1,0.04702343,Inactive,0.670448005,0.670448005,0.04095,0.264955997,0.005322,0.018324999
168,1,0.037571573,Inactive,0.676926017,0.676926017,0.039671,0.262311012,0.004679,0.016414
169,1,0.052161743,Inactive,0.679090977,0.679090977,0.039655,0.261070013,0.004401,0.015783001
170,1,0.029293203,Inactive,0.680610001,0.680610001,0.040284,0.25989899,0.004089,0.015119
171,1,0.144294435,Inactive,0.670615017,0.670615017,0.040458001,0.268489003,0.004243,0.016194999
172,1,0.110860633,Inactive,0.670140028,0.670140028,0.040178001,0.269656986,0.004141,0.015884001
173,1,0.030436328,Inactive,0.695317984,0.695317984,0.039646,0.246332005,0.003994,0.01471
174,1,0.087901562,Inactive,0.689257026,0.689257026,0.040686,0.245563,0.005454,0.01904
175,1,0.055145525,Inactive,0.712027013,0.712027013,0.040440999,0.230307996,0.003669,0.013555
176,1,0.146708445,Inactive,0.697537005,0.697537005,0.041249,0.242125005,0.003887,0.015202
177,1,0.072472671,Inactive,0.691055,0.691055,0.044753999,0.244394004,0.003994,0.015803
178,1,0.11778842,Inactive,0.701654971,0.701654971,0.046836,0.232527003,0.003781,0.015202
179,0,0,No_Pose,0,0,0,0,0,0
180,0,0,No_Pose,0,0,0,0,0,0
181,0,0,No_Pose,0,0,0,0,0,0
182,0,0,No_Pose,0,0,0,0,0,0
183,0,0,No_Pose,0,0,0,0,0,0
184,0,0,No_Pose,0,0,0,0,0,0
185,0,0,No_Pose,0,0,0,0,0,0
186,1,0,Inactive,0.63400501,0.63400501,0.041311,0.293484986,0.006519,0.02468
187,0,0,No_Pose,0,0,0,0,0,0
188,0,0,No_Pose,0,0,0,0,0,0
189,1,0,Inactive,0.67138797,0.67138797,0.046392001,0.249261007,0.007368,0.025591001
190,0,0,No_Pose,0,0,0,0,0,0
191,1,0,Inactive,0.593970001,0.593970001,0.054037001,0.282523006,0.01922,0.050250001
192,1,0.180856756,Inactive,0.595668972,0.595668972,0.051479999,0.285717994,0.018415,0.048718002
193,1,0.094014815,Inactive,0.541890979,0.541890979,0.063302003,0.309933007,0.020643,0.064231999
194,0,0,No_Pose,0,0,0,0,0,0
195,1,0,Inactive,0.485614985,0.485614985,0.084307998,0.310905993,0.027667999,0.091503002
196,1,0.063953942,Inactive,0.410331011,0.410331011,0.094816998,0.31547901,0.039519999,0.139853999
197,1,0.021780701,Inactive,0.363797009,0.363797009,0.083196998,0.327742994,0.05768,0.167582005
198,0,0,No_Pose,0,0,0,0,0,0
199,0,0,No_Pose,0,0,0,0,0,0
200,0,0,No_Pose,0,0,0,0,0,0
201,0,0,No_Pose,0,0,0,0,0,0
202,0,0,No_Pose,0,0,0,0,0,0
203,0,0,No_Pose,0,0,0,0,0,0
204,0,0,No_Pose,0,0,0,0,0,0
205,0,0,No_Pose,0,0,0,0,0,0
206,0,0,No_Pose,0,0,0,0,0,0
207,0,0,No_Pose,0,0,0,0,0,0
208,0,0,No_Pose,0,0,0,0,0,0
209,0,0,No_Pose,0,0,0,0,0,0
210,1,0,Inactive,0.390837014,0.390837014,0.075597003,0.340315014,0.056515001,0.136735007
211,0,0,No_Pose,0,0,0,0,0,0
212,0,0,No_Pose,0,0,0,0,0,0
213,1,0,Inactive,0.451463997,0.451463997,0.083632998,0.322627008,0.04126,0.101016998
214,0,0,No_Pose,0,0,0,0,0,0
215,0,0,No_Pose,0,0,0,0,0,0
216,0,0,No_Pose,0,0,0,0,0,0
217,0,0,No_Pose,0,0,0,0,0,0
218,0,0,No_Pose,0,0,0,0,0,0
219,0,0,No_Pose,0,0,0,0,0,0
220,0,0,No_Pose,0,0,0,0,0,0
221,1,0,Inactive,0.416471004,0.416471004,0.107681997,0.324517995,0.042174999,0.109154001
222,0,0,No_Pose,0,0,0,0,0,0
223,0,0,No_Pose,0,0,0,0,0,0
224,0,0,No_Pose,0,0,0,0,0,0
225,0,0,No_Pose,0,0,0,0,0,0
226,0,0,No_Pose,0,0,0,0,0,0
227,0,0,No_Pose,0,0,0,0,0,0
228,0,0,No_Pose,0,0,0,0,0,0
229,0,0,No_Pose,0,0,0,0,0,0
230,0,0,No_Pose,0,0,0,0,0,0
231,1,0,Inactive,0.46351099,0.46351099,0.092569001,0.364587009,0.02163,0.057703
232,1,0.25630449,Inactive,0.426656008,0.426656008,0.079919003,0.408654004,0.022670999,0.062100001
233,1,0.127134051,Inactive,0.529884994,0.529884994,0.074073002,0.345564991,0.013233,0.037243001
234,1,0.215913308,Inactive,0.554858983,0.554858983,0.064461999,0.338088006,0.010906,0.031686001
235,1,0.101156498,Inactive,0.560615003,0.560615003,0.062316999,0.341720015,0.008902,0.026446
236,1,0.07833952,Inactive,0.520449996,0.520449996,0.064801998,0.382876992,0.00782,0.024050999
237,1,0.187974405,Normal_Movement,0.45370701,0.443558007,0.069660999,0.45370701,0.008131,0.024943
238,1,0.209552668,Normal_Movement,0.561353981,0.324862987,0.077748001,0.561353981,0.008942,0.027093001
239,1,0.166642774,Normal_Movement,0.637372017,0.245943993,0.076474003,0.637372017,0.010499,0.029712001
240,1,0.090837603,Normal_Movement,0.703272998,0.183294997,0.066528,0.703272998,0.013901,0.033002
241,1,0.046471999,Normal_Movement,0.758054972,0.139023006,0.054136999,0.758054972,0.015911,0.032873001
242,1,0.125972077,Normal_Movement,0.756560028,0.144106001,0.052499998,0.756560028,0.016005,0.030828999
243,1,0.136329002,Normal_Movement,0.78044802,0.127893999,0.044775002,0.78044802,0.016972,0.029912001
244,1,0.09842498,Normal_Movement,0.833187997,0.089235,0.032775,0.833187997,0.016956,0.027845001
245,1,0.076213104,Normal_Movement,0.872292995,0.063557997,0.024301,0.872292995,0.0155,0.024347
246,1,0.055597081,Normal_Movement,0.896144986,0.047283001,0.019182,0.896144986,0.01502,0.022368999
247,1,0.061105386,Normal_Movement,0.903698027,0.043839,0.017054001,0.903698027,0.014199,0.02121
248,1,0.063929169,Normal_Movement,0.907566011,0.040633,0.015881,0.907566011,0.014456,0.021465
249,1,0.056667749,Normal_Movement,0.923247993,0.029997,0.012999,0.923247993,0.013767,0.019989001
250,1,0.031667314,Normal_Movement,0.939787984,0.017457999,0.010204,0.939787984,0.014083,0.018466
251,1,0.063735088,Normal_Movement,0.961080015,0.004828,0.005893,0.961080015,0.016841,0.011358
252,1,0.096045992,Normal_Movement,0.957302988,0.005409,0.006417,0.957302988,0.018385001,0.012486
253,1,0.052167727,Normal_Movement,0.942396998,0.00811,0.008857,0.942396998,0.023406001,0.01723
254,1,0.066426979,Normal_Movement,0.927725017,0.013484,0.012423,0.927725017,0.024944,0.021423001
255,1,0.059632532,Normal_Movement,0.918074012,0.017859999,0.015218,0.918074012,0.025459999,0.023388
256,1,0.049759903,Normal_Movement,0.872497976,0.046712998,0.022124,0.872497976,0.025392,0.033273
257,1,0.039898256,Normal_Movement,0.872299016,0.041003,0.024339,0.872299016,0.027689001,0.034669999
258,1,0.06061125,Normal_Movement,0.812952995,0.095861003,0.032147001,0.812952995,0.021543,0.037494998
259,1,0.116885193,Normal_Movement,0.881456971,0.036835,0.024278,0.881456971,0.026853001,0.030576
260,1,0.134625295,Normal_Movement,0.881808996,0.033039,0.024036,0.881808996,0.026691999,0.034423001
261,1,0.106569803,Normal_Movement,0.88726902,0.031968001,0.02304,0.88726902,0.024782,0.032940999
262,1,0.100189057,Normal_Movement,0.901098013,0.028352,0.020492001,0.901098013,0.020605,0.029453
263,1,0.164136667,Normal_Movement,0.913720012,0.024924999,0.01826,0.913720012,0.017883001,0.025211999
264,1,0.072989424,Normal_Movement,0.917868018,0.023429001,0.017255999,0.917868018,0.017054001,0.024393
265,1,0.124338039,Normal_Movement,0.915431023,0.024320999,0.017407,0.915431023,0.01709,0.025752001
266,1,0.390642508,Normal_Movement,0.917016029,0.023562999,0.016791999,0.917016029,0.016773,0.025855999
267,1,0.101715744,Normal_Movement,0.91445601,0.023042999,0.016965,0.91445601,0.017978,0.027558001
268,1,0.076658999,Normal_Movement,0.894779027,0.040151,0.019269999,0.894779027,0.013996,0.031805001
269,1,0.136748066,Normal_Movement,0.896409988,0.040844001,0.018638,0.896409988,0.013428,0.030680001
270,1,0.09464135,Normal_Movement,0.899564028,0.038795002,0.017990001,0.899564028,0.013266,0.030386001
271,1,0.341919962,Normal_Movement,0.899393022,0.036804002,0.017619001,0.899393022,0.014383,0.031801
272,1,0.38930639,Normal_Movement,0.912513971,0.031307001,0.015811,0.912513971,0.012986,0.027381999
273,1,0.105652128,Normal_Movement,0.916127026,0.027845999,0.015736001,0.916127026,0.013111,0.027179999
274,1,0.181585721,Normal_Movement,0.926200986,0.019353,0.013001,0.926200986,0.013991,0.027455
275,1,0.195258947,Normal_Movement,0.926213026,0.013315,0.01039,0.926213026,0.018990999,0.031090001
276,1,0.099144088,Normal_Movement,0.942054987,0.005713,0.00664,0.942054987,0.02328,0.022312
277,1,0.117363963,Normal_Movement,0.950209975,0.004486,0.005736,0.950209975,0.021416999,0.018152
278,1,0.069469894,Normal_Movement,0.956444025,0.003877,0.005208,0.956444025,0.019308001,0.015163
279,1,0.045057847,Normal_Movement,0.962047994,0.003365,0.004737,0.962047994,0.017088,0.012762
280,1,0.104945508,Normal_Movement,0.965722024,0.002921,0.004409,0.965722024,0.015635001,0.011312
281,1,0.199546525,Normal_Movement,0.965987027,0.002771,0.004178,0.965987027,0.01559,0.011474
282,1,0.106791714,Normal_Movement,0.962646008,0.002864,0.004436,0.962646008,0.017144,0.01291
283,1,0.048347014,Normal_Movement,0.960129976,0.002833,0.004594,0.960129976,0.018485,0.013958
284,1,0.095645585,Normal_Movement,0.956008971,0.002802,0.004794,0.956008971,0.020505,0.015889
285,1,0.064161385,Normal_Movement,0.949497998,0.00291,0.005034,0.949497998,0.0233,0.019258
286,1,0.084871891,Normal_Movement,0.940011978,0.002952,0.005305,0.940011978,0.027962999,0.023769001
287,1,0.050683386,Normal_Movement,0.925032973,0.003002,0.005748,0.925032973,0.035865001,0.030352
288,1,0.391357478,Normal_Movement,0.885663986,0.003727,0.006767,0.885663986,0.054595001,0.049245998
289,1,0.127926026,Normal_Movement,0.855863988,0.004093,0.00709,0.855863988,0.070882998,0.062070001
290,1,0.217966765,Normal_Movement,0.826160014,0.004454,0.007404,0.826160014,0.08901,0.072972
291,1,0.099597782,Normal_Movement,0.810684025,0.004276,0.007499,0.810684025,0.104663,0.072878003
292,1,0.084202033,Normal_Movement,0.814127028,0.003752,0.007517,0.814127028,0.112887003,0.061717
293,1,0.077238888,Normal_Movement,0.830466986,0.003129,0.007405,0.830466986,0.112162001,0.046836
294,1,0.05618129,Normal_Movement,0.839370012,0.00254,0.007115,0.839370012,0.114534996,0.03644
295,1,0.069217635,Normal_Movement,0.845847011,0.002131,0.006747,0.845847011,0.115319997,0.029953999
296,1,0.051087573,Normal_Movement,0.846378028,0.001901,0.006477,0.846378028,0.118620999,0.026622999
297,1,0.084443535,Normal_Movement,0.838580012,0.001813,0.006441,0.838580012,0.128148004,0.025017999
298,1,0.051645874,Normal_Movement,0.834873974,0.001782,0.006579,0.834873974,0.133513004,0.023251999
299,1,0.036486263,Normal_Movement,0.839042008,0.001778,0.00678,0.839042008,0.131061003,0.021338001
300,1,0.084603688,Normal_Movement,0.84552002,0.001835,0.007175,0.84552002,0.125692993,0.019777
301,1,0.057716897,Normal_Movement,0.841784,0.002093,0.008039,0.841784,0.128220007,0.019864
302,1,0.123372832,Normal_Movement,0.84385699,0.002117,0.008126,0.84385699,0.126720995,0.019179
303,1,0.079251626,Normal_Movement,0.841642022,0.002214,0.008367,0.841642022,0.128444999,0.019332999
304,1,0.068629333,Normal_Movement,0.838329017,0.002354,0.008613,0.838329017,0.131087005,0.019617001
305,1,0.061453831,Normal_Movement,0.835839987,0.002542,0.008883,0.835839987,0.132421002,0.020313
