sample_id,detected_class,baby_detected,empty_seat_detected,baby_count,confidence,bbox_width,bbox_height,bbox_area
76,baby,1,0,1,0.8782,174.28,229.36,39971.21
77,baby,1,0,1,0.873,176.26,224.14,39505.26
78,baby,1,0,1,0.8807,174.45,224.34,39136.28
79,baby,1,0,1,0.861,172.3,227.95,39277.28
80,baby,1,0,1,0.8673,173.61,227.85,39556.32
81,baby,1,0,1,0.8622,172.1,224.19,38582.3
82,baby,1,0,1,0.8559,178.18,226.52,40360.23
83,baby,1,0,1,0.8423,171.99,228.12,39233.18
84,baby,1,0,1,0.8629,176.89,228.92,40493.39
85,baby,1,0,1,0.861,174.06,223.38,38883.11
86,baby,1,0,1,0.8556,177.09,227.81,40341.59
87,baby,1,0,1,0.853,175.53,226.86,39820.65
88,baby,1,0,1,0.8496,174.75,229.62,40127.11
89,baby,1,0,1,0.8556,174.42,226.23,39460.18
90,baby,1,0,1,0.8581,175.78,229.12,40275.11
91,baby,1,0,1,0.8516,175.62,225.91,39675.56
92,baby,1,0,1,0.8619,174.64,226.15,39495.64
93,baby,1,0,1,0.8619,174.11,226.01,39349.17
94,baby,1,0,1,0.8816,175.85,227.48,40001.84
95,baby,1,0,1,0.8722,175.42,224.39,39361.86
96,baby,1,0,1,0.8712,172.47,223.22,38498.4
97,baby,1,0,1,0.8762,175.03,225.24,39424.12
98,baby,1,0,1,0.8217,176.53,240.67,42485.34
99,baby,1,0,1,0.853,182.05,241.6,43982.99
100,baby,1,0,1,0.8574,179.59,231.45,41566.73
101,baby,1,0,1,0.8232,178.49,233.61,41698.97
102,baby,1,0,1,0.8473,181.25,236.47,42859.65
103,baby,1,0,1,0.846,181.34,229.37,41592.43
104,baby,1,0,1,0.8424,179.37,231.89,41594.23
105,baby,1,0,1,0.8623,185.27,239.74,44416.82
106,baby,1,0,1,0.8573,180.02,239.71,43151.44
107,baby,1,0,1,0.8637,183.56,239.74,44007.51
108,baby,1,0,1,0.8646,182.74,240.91,44022.71
109,baby,1,0,1,0.8502,184.97,236.61,43765.78
110,baby,1,0,1,0.8497,176.81,243.88,43121.65
111,baby,1,0,1,0.8478,177.9,244.52,43500.07
112,baby,1,0,1,0.8488,176.7,243.18,42970.25
113,baby,1,0,1,0.8438,178.33,243.05,43342.11
114,baby,1,0,1,0.8445,174.83,241.85,42283.58
115,baby,1,0,1,0.855,180.35,242.77,43783.82
116,baby,1,0,1,0.8509,179.12,243.87,43681.49
117,baby,1,0,1,0.8486,176.75,243.88,43105.61
118,baby,1,0,1,0.8555,177.97,242.32,43124.71
119,baby,1,0,1,0.8556,176.74,244.01,43127.71
120,baby,1,0,1,0.8456,178.57,246.08,43942.56
121,baby,1,0,1,0.8448,180.3,243.29,43865.72
122,baby,1,0,1,0.8527,176.89,245.35,43400.24
123,baby,1,0,1,0.8488,181.65,237.93,43218.8
124,baby,1,0,1,0.8489,178,242.6,43182.57
125,baby,1,0,1,0.8486,179.4,242.48,43502.41
126,baby,1,0,1,0.8494,181.24,246.79,44728.94
127,baby,1,0,1,0.8534,177.92,243.21,43272.16
128,baby,1,0,1,0.8419,178.91,243.02,43479.17
129,baby,1,0,1,0.8401,179.74,244.74,43990.37
130,baby,1,0,1,0.8534,178.19,245.4,43727.57
131,baby,1,0,1,0.8435,177.56,240.54,42709.57
132,baby,1,0,1,0.8438,179.74,243.48,43762.95
133,baby,1,0,1,0.8409,176.02,242.78,42733.78
134,baby,1,0,1,0.8556,179.41,246.2,44171.72
135,baby,1,0,1,0.8724,178.77,245.13,43821.67
136,baby,1,0,1,0.8664,191.16,242.56,46368.02
137,baby,1,0,1,0.8644,189.01,242.51,45837.38
138,baby,1,0,1,0.8616,185.73,243.05,45140.9
139,baby,1,0,1,0.8518,179.32,245.83,44082.09
140,baby,1,0,1,0.8653,185.73,238.63,44321.28
141,baby,1,0,1,0.8603,186.05,242.63,45139.81
142,baby,1,0,1,0.8614,187.57,244.62,45883.38
143,baby,1,0,1,0.8538,177.57,243.37,43215.93
144,baby,1,0,1,0.8446,179.12,241.81,43314.03
145,baby,1,0,1,0.8497,179.16,244.27,43762.9
146,baby,1,0,1,0.842,179.48,245.05,43981.2
147,baby,1,0,1,0.8543,176.54,244.99,43251.32
148,baby,1,0,2,0.8988,228.96,451.95,103476.77
149,baby,1,0,3,0.8966,336.03,456.9,153531.84
150,baby,1,0,2,0.9253,242.8,493.66,119862.08
151,baby,1,0,1,0.8001,175.32,258.8,45373.08
152,baby,1,0,1,0.8205,200.54,258.02,51743.47
153,baby,1,0,1,0.8516,188.78,235.61,44479.14
154,baby,1,0,1,0.8653,193.7,227.29,44025.59
155,baby,1,0,1,0.8629,197.5,241.45,47685.88
156,baby,1,0,1,0.8445,185.79,239.1,44420.99
157,baby,1,0,1,0.859,191.99,233.37,44805.38
158,baby,1,0,2,0.8434,188.78,242.15,45713.32
159,baby,1,0,2,0.8808,160.97,172.67,27794.18
