sample_id,detected_class,baby_detected,empty_seat_detected,baby_count,confidence,bbox_width,bbox_height,bbox_area
1289,empty_seat,0,1,0,0.8004,338.35,311.24,105309.7
1290,empty_seat,0,1,0,0.801,338.8,313.75,106298.59
1291,empty_seat,0,1,0,0.7693,339.3,310.53,105360.61
1292,empty_seat,0,1,0,0.7875,338.19,310.42,104980.51
1293,empty_seat,0,1,0,0.7882,341.6,311.83,106521.24
1294,empty_seat,0,1,0,0.7815,336.95,311.21,104862.83
1295,empty_seat,0,1,0,0.7928,338.71,313.75,106268.98
1296,empty_seat,0,1,0,0.7719,341.04,310.18,105784.71
1297,empty_seat,0,1,0,0.7923,337.89,309.64,104625.26
1298,empty_seat,0,1,0,0.7755,339,308.76,104670.36
1299,empty_seat,0,1,0,0.7867,339.38,310.36,105328.35
1300,empty_seat,0,1,0,0.797,340.03,310.62,105622.41
1301,empty_seat,0,1,0,0.7839,337.92,307.56,103931.07
1302,empty_seat,0,1,0,0.7756,339.49,310.21,105312.43
1303,empty_seat,0,1,0,0.804,340.66,310.45,105758.18
1304,empty_seat,0,1,0,0.809,342.28,314.61,107683.41
1305,empty_seat,0,1,0,0.7928,341.37,311.67,106394.67
1306,empty_seat,0,1,0,0.7866,339.15,308.37,104581.5
1307,empty_seat,0,1,0,0.7857,339.48,310.34,105352.29
1308,empty_seat,0,1,0,0.7808,340.01,312.5,106253.34
1309,empty_seat,0,1,0,0.779,340.75,308.66,105173.71
1310,empty_seat,0,1,0,0.7828,343.32,311.51,106949.61
1311,empty_seat,0,1,0,0.7854,336.39,307.56,103462.06
1312,empty_seat,0,1,0,0.771,340.66,311.18,106006.9
1313,empty_seat,0,1,0,0.7949,341.29,309.28,105553.56
1314,empty_seat,0,1,0,0.7911,338.52,309.47,104762.58
1315,empty_seat,0,1,0,0.7629,340.89,310.46,105834.15
1316,empty_seat,0,1,0,0.7762,341.9,309.6,105852.18
1317,empty_seat,0,1,0,0.7816,341.21,308.72,105339.79
1318,empty_seat,0,1,0,0.7808,336.84,312.25,105176.34
1319,empty_seat,0,1,0,0.7969,340.24,312.88,106452.82
1320,empty_seat,0,1,0,0.8066,341.26,313.27,106905.17
1321,empty_seat,0,1,0,0.8023,340.2,310.64,105679.29
1322,empty_seat,0,1,0,0.7913,340.59,312.03,106274.35
1323,empty_seat,0,1,0,0.7937,343.61,310.79,106791.51
1324,empty_seat,0,1,0,0.7949,338.79,310.95,105347.84
1325,empty_seat,0,1,0,0.794,339.26,312.45,106002.6
1326,empty_seat,0,1,0,0.7929,341.25,311.3,106231.06
1327,empty_seat,0,1,0,0.791,342.18,311.35,106540.52
1328,empty_seat,0,1,0,0.7797,339.87,309.54,105203.36
1329,empty_seat,0,1,0,0.7735,335.7,311.56,104589.2
1330,empty_seat,0,1,0,0.7813,339.35,308.67,104749.37
1331,empty_seat,0,1,0,0.7967,339.57,311.57,105798.45
1332,empty_seat,0,1,0,0.7895,343.22,312.75,107344.79
1333,empty_seat,0,1,0,0.7768,337.58,310.52,104824.97
1334,empty_seat,0,1,0,0.7907,340.54,312.13,106293.8
1335,empty_seat,0,1,0,0.7727,340.31,309.76,105413.55
1336,empty_seat,0,1,0,0.7968,339.05,311.11,105483.27
1337,empty_seat,0,1,0,0.8203,343.29,313.83,107734.51
1338,empty_seat,0,1,0,0.796,340.29,310.1,105523.96
1339,empty_seat,0,1,0,0.798,341.15,309.99,105750.72
1340,empty_seat,0,1,0,0.7879,340.29,310.8,105761.85
1341,empty_seat,0,1,0,0.7898,342.76,310.13,106300.73
1342,empty_seat,0,1,0,0.7824,338.1,308.71,104373.43
1343,empty_seat,0,1,0,0.7869,340.26,312.32,106271.65
1344,empty_seat,0,1,0,0.793,338.58,310.6,105164.76
1345,empty_seat,0,1,0,0.7681,340.58,310.76,105839.31
1346,empty_seat,0,1,0,0.7941,339.07,310.63,105327.37
1347,empty_seat,0,1,0,0.7866,341.11,310.75,106001.07
1348,empty_seat,0,1,0,0.7887,341.1,309.19,105463.31
1349,empty_seat,0,1,0,0.7793,339.95,309.36,105167.1
1350,empty_seat,0,1,0,0.7953,342.11,313.63,107293.68
1351,empty_seat,0,1,0,0.7853,338.2,310.61,105050.64
1352,empty_seat,0,1,0,0.7944,338.74,312.49,105852.77
1353,empty_seat,0,1,0,0.7748,337.83,311.77,105322.82
1354,empty_seat,0,1,0,0.8024,337.38,310.92,104900.53
1355,empty_seat,0,1,0,0.8158,341.07,312.83,106696.99
1356,empty_seat,0,1,0,0.7836,341.11,310.78,106010.7
1357,empty_seat,0,1,0,0.8048,340.14,314.64,107023.23
1358,empty_seat,0,1,0,0.763,338.88,309.52,104889.46
1359,empty_seat,0,1,0,0.775,344.82,308.85,106498.05
1360,empty_seat,0,1,0,0.7909,342.71,312.79,107197.18
1361,empty_seat,0,1,0,0.7889,341.8,308.78,105543
1362,empty_seat,0,1,0,0.7733,342.34,312.66,107034.43
1363,empty_seat,0,1,0,0.7771,338.79,309.64,104902.85
1364,empty_seat,0,1,0,0.781,342.37,309.42,105935.69
1365,empty_seat,0,1,0,0.8034,342.92,310.21,106379.54
1366,empty_seat,0,1,0,0.7896,336.8,311.46,104899.39
1367,empty_seat,0,1,0,0.7933,339.14,310.72,105377.87
1368,empty_seat,0,1,0,0.7742,340.88,310.96,105999.1
1369,empty_seat,0,1,0,0.7545,342.25,309.78,106021.75
1370,empty_seat,0,1,0,0.7855,339.59,309.51,105107.2
1371,empty_seat,0,1,0,0.7858,340.42,311.35,105990.12
1372,empty_seat,0,1,0,0.7954,337.54,312.95,105631.97
1373,empty_seat,0,1,0,0.7821,339.91,309.39,105162.95
1374,empty_seat,0,1,0,0.7685,341.31,310.38,105934.6
1375,empty_seat,0,1,0,0.7827,340.97,309.91,105669.62
1376,empty_seat,0,1,0,0.8061,341.86,312.91,106969.31
1377,empty_seat,0,1,0,0.8063,338.66,311.45,105474.55
1378,empty_seat,0,1,0,0.7882,341.96,310.21,106080.37
1379,empty_seat,0,1,0,0.7774,337.88,310.49,104908.87
1380,empty_seat,0,1,0,0.7691,342.23,310.58,106290.64
1381,empty_seat,0,1,0,0.7697,336.79,308.7,103966.22
1382,empty_seat,0,1,0,0.8131,339.11,313.33,106255.62
1383,empty_seat,0,1,0,0.7736,338.97,310.16,105135.13
1384,empty_seat,0,1,0,0.7951,338.13,311.2,105223.48
1385,empty_seat,0,1,0,0.7705,338.42,310.85,105198
1386,empty_seat,0,1,0,0.7836,339.13,306.62,103984.87
1387,empty_seat,0,1,0,0.8012,342.5,311.94,106839.51
1388,empty_seat,0,1,0,0.7792,339.54,308.52,104755.8
1389,empty_seat,0,1,0,0.7706,340.24,306.54,104298.2
1390,empty_seat,0,1,0,0.7767,338.79,310.51,105199.4
1391,empty_seat,0,1,0,0.7552,341.96,308.3,105424.8
1392,empty_seat,0,1,0,0.7929,340.87,310.81,105946.05
1393,empty_seat,0,1,0,0.7877,340.61,312.32,106377.49
1394,empty_seat,0,1,0,0.7803,339.03,308.87,104715.02
1395,empty_seat,0,1,0,0.7889,341.47,311.85,106486.44
1396,empty_seat,0,1,0,0.796,340.71,312.11,106339.75
1397,empty_seat,0,1,0,0.8036,339.95,312.73,106313.36
1398,empty_seat,0,1,0,0.7901,338.42,313.06,105945.58
1399,empty_seat,0,1,0,0.7987,342.6,310.7,106446.6
1400,empty_seat,0,1,0,0.7659,343.54,308.92,106127.21
1401,empty_seat,0,1,0,0.7804,340.22,311.77,106070.94
1402,empty_seat,0,1,0,0.7826,339.55,310.01,105261.96
1403,empty_seat,0,1,0,0.803,338.67,310.34,105102.94
1404,empty_seat,0,1,0,0.7904,342.05,312.03,106727.23
1405,empty_seat,0,1,0,0.7776,340.5,310.62,105763.63
1406,empty_seat,0,1,0,0.7734,340.54,309.04,105242.03
1407,empty_seat,0,1,0,0.7739,342.34,309.14,105831.4
1408,empty_seat,0,1,0,0.7868,340.12,312.15,106169.61
1409,empty_seat,0,1,0,0.8082,338.08,312.23,105560.95
1410,empty_seat,0,1,0,0.7822,339.68,307.54,104464.63
1411,empty_seat,0,1,0,0.7759,339.61,308.94,104921.53
1412,empty_seat,0,1,0,0.7812,339.36,310.35,105318.99
1413,empty_seat,0,1,0,0.7717,338.87,310.5,105219.56
1414,empty_seat,0,1,0,0.7861,339.07,309.72,105016.31
1415,empty_seat,0,1,0,0.7649,340.62,309.9,105558.73
1416,empty_seat,0,1,0,0.7979,340.66,311.57,106139.15
1417,empty_seat,0,1,0,0.7902,340.78,311.23,106061.46
1418,empty_seat,0,1,0,0.7817,338.95,308.96,104721.37
1419,empty_seat,0,1,0,0.7933,341.63,312.8,106863.61
1420,empty_seat,0,1,0,0.771,337.92,308.08,104104.99
1421,empty_seat,0,1,0,0.7951,339.72,307.49,104459.61
1422,empty_seat,0,1,0,0.7891,337.72,310.86,104982.7
1423,empty_seat,0,1,0,0.7972,338.2,310.78,105103.83
1424,empty_seat,0,1,0,0.7689,342.05,310.23,106116.1
1425,empty_seat,0,1,0,0.7835,340.9,310.12,105720.45
1426,empty_seat,0,1,0,0.7977,340.29,309.72,105396.55
1427,empty_seat,0,1,0,0.7863,336.75,307.47,103538.44
1428,empty_seat,0,1,0,0.7667,338.65,308.87,104600.32
1429,empty_seat,0,1,0,0.773,338.81,308.99,104687.15
1430,empty_seat,0,1,0,0.7905,339.15,310.45,105288.73
1431,empty_seat,0,1,0,0.7953,339.32,313.21,106278.62
1432,empty_seat,0,1,0,0.7841,339.25,311.28,105601.91
1433,empty_seat,0,1,0,0.7962,339.05,313.45,106273.36
1434,empty_seat,0,1,0,0.7893,339.41,309.91,105188
1435,empty_seat,0,1,0,0.7884,338.28,310.94,105183.25
1436,empty_seat,0,1,0,0.7843,342.1,309.11,105746.92
1437,empty_seat,0,1,0,0.7811,340.04,309.11,105108.7
1438,empty_seat,0,1,0,0.7886,338.08,310.27,104896.38
1439,empty_seat,0,1,0,0.796,338.53,310.58,105140.94
1440,empty_seat,0,1,0,0.7752,337.45,308.02,103943.33
1441,empty_seat,0,1,0,0.7773,340.95,310.23,105774.51
1442,empty_seat,0,1,0,0.7917,337.93,310.37,104884.7
1443,empty_seat,0,1,0,0.7692,336.96,308.78,104047.91
1444,empty_seat,0,1,0,0.7941,339.89,311.62,105916.94
1445,empty_seat,0,1,0,0.7729,338.2,311.13,105223.2
1446,empty_seat,0,1,0,0.7661,338.98,308.22,104480.31
1447,empty_seat,0,1,0,0.7768,338.17,309.06,104515.48
1448,empty_seat,0,1,0,0.7668,339.52,307,104234.28
1449,empty_seat,0,1,0,0.7712,342.59,310.59,106404.71
1450,empty_seat,0,1,0,0.7701,338.76,309.09,104707.48
1451,empty_seat,0,1,0,0.7938,338.76,310.16,105071.62
1452,empty_seat,0,1,0,0.772,339.01,310.29,105191.62
1453,empty_seat,0,1,0,0.7777,340.89,310.77,105941.43
1454,empty_seat,0,1,0,0.7836,338.53,310.13,104987.06
1455,empty_seat,0,1,0,0.7744,339.33,308.29,104612.02
1456,empty_seat,0,1,0,0.7828,342.33,310.13,106165.3
1457,empty_seat,0,1,0,0.7839,341.55,311.15,106271.91
1458,empty_seat,0,1,0,0.7888,343.32,310.69,106666.72
1459,empty_seat,0,1,0,0.7827,338.37,310.2,104959.35
1460,empty_seat,0,1,0,0.812,338.45,313.11,105974.15
1461,empty_seat,0,1,0,0.793,339.02,313.09,106142.26
1462,empty_seat,0,1,0,0.7935,340.36,313.44,106680.87
1463,empty_seat,0,1,0,0.7793,338.98,309.18,104804.73
1464,empty_seat,0,1,0,0.7726,339.88,308.43,104829.69
1465,empty_seat,0,1,0,0.7732,337.82,310.78,104988.45
1466,empty_seat,0,1,0,0.7845,339.4,309.35,104991.82
1467,empty_seat,0,1,0,0.7876,338.55,310.41,105090.28
1468,empty_seat,0,1,0,0.7993,343.28,311.65,106982.58
1469,empty_seat,0,1,0,0.7926,337.9,309.25,104494.47
1470,empty_seat,0,1,0,0.792,339.33,311.46,105687.84
1471,empty_seat,0,1,0,0.7746,339.37,308.19,104589.99
1472,empty_seat,0,1,0,0.7771,339.2,307.09,104162.66
1473,empty_seat,0,1,0,0.8019,338.18,313.05,105868.79
1474,empty_seat,0,1,0,0.7977,339.6,312.84,106239.1
1475,empty_seat,0,1,0,0.7935,338.22,311.1,105221.75
1476,empty_seat,0,1,0,0.7822,342.01,308.88,105638.17
1477,empty_seat,0,1,0,0.7834,341.96,310.39,106138.45
1478,empty_seat,0,1,0,0.8075,342.44,312.9,107151.75
1479,empty_seat,0,1,0,0.7869,337.56,311.68,105207.93
1480,empty_seat,0,1,0,0.7527,339.41,308.28,104635.32
1481,empty_seat,0,1,0,0.7798,338.21,307.41,103969.82
1482,empty_seat,0,1,0,0.7661,338.79,308.87,104640.21
1483,empty_seat,0,1,0,0.813,340.05,312.7,106330.91
1484,empty_seat,0,1,0,0.7758,340.64,311.5,106107.49
1485,empty_seat,0,1,0,0.761,340.15,307.65,104646.79
1486,empty_seat,0,1,0,0.7795,339.27,308.71,104734.92
1487,empty_seat,0,1,0,0.7902,341.45,311.3,106291.78
1488,empty_seat,0,1,0,0.7916,336.71,308.88,104003.16
1489,empty_seat,0,1,0,0.7732,339.8,309.08,105023.42
1490,empty_seat,0,1,0,0.7569,342.48,310.07,106194.05
1491,empty_seat,0,1,0,0.7967,339.26,311.02,105514.54
1492,empty_seat,0,1,0,0.8058,340.2,312.09,106170.88
1493,empty_seat,0,1,0,0.7911,339.79,310.75,105592.08
1494,empty_seat,0,1,0,0.7896,339.76,310.27,105415.27
1495,empty_seat,0,1,0,0.7905,340.81,311.26,106080.74
1496,empty_seat,0,1,0,0.7721,339.54,308.02,104587.2
1497,empty_seat,0,1,0,0.7788,339.09,312.84,106081.43
1498,empty_seat,0,1,0,0.7829,343.12,310.48,106532.11
1499,empty_seat,0,1,0,0.8025,339.57,312.59,106144.55
1500,empty_seat,0,1,0,0.7724,339.53,309.87,105211.04
1501,empty_seat,0,1,0,0.7682,340.69,310.69,105847.75
1502,empty_seat,0,1,0,0.7866,338.25,310.58,105056.4
1503,empty_seat,0,1,0,0.8033,341.07,313.7,106993.17
1504,empty_seat,0,1,0,0.791,337.26,309.74,104463.25
1505,empty_seat,0,1,0,0.7867,337.04,310.3,104582.39
1506,empty_seat,0,1,0,0.7943,343.3,311.69,107003.15
1507,empty_seat,0,1,0,0.7832,340.89,310.27,105766.81
1508,empty_seat,0,1,0,0.7679,337.13,308.76,104092.28
1509,empty_seat,0,1,0,0.7816,338.37,309.44,104706.96
1510,empty_seat,0,1,0,0.8022,339.7,311.76,105905.63
1511,empty_seat,0,1,0,0.7897,338.49,312.98,105941.39
1512,empty_seat,0,1,0,0.7751,338.88,309.97,105042.85
1513,empty_seat,0,1,0,0.7722,341.94,310.97,106333.72
1514,empty_seat,0,1,0,0.8016,340.45,311.86,106173.42
1515,empty_seat,0,1,0,0.7773,339.43,309.7,105119.96
1516,empty_seat,0,1,0,0.7655,337.62,308.37,104112.17
1517,empty_seat,0,1,0,0.8057,338.83,310.15,105087.99
1518,empty_seat,0,1,0,0.7968,337.39,310.89,104891.4
1519,empty_seat,0,1,0,0.7635,337.82,310.22,104795.96
1520,empty_seat,0,1,0,0.8114,340.88,312.4,106491.83
1521,empty_seat,0,1,0,0.7957,340.99,308.65,105247.3
1522,empty_seat,0,1,0,0.7867,340.41,310.44,105678.56
1523,empty_seat,0,1,0,0.7788,335.47,308.22,103397.98
1524,empty_seat,0,1,0,0.7788,340.3,309.44,105302.64
1525,empty_seat,0,1,0,0.7957,342.45,313.75,107441.36
1526,empty_seat,0,1,0,0.7883,339.34,311.16,105587.97
1527,empty_seat,0,1,0,0.8059,341.49,313.83,107170.01
1528,empty_seat,0,1,0,0.7891,341.19,312.48,106614.2
1529,empty_seat,0,1,0,0.7743,339.57,308.71,104827.09
1530,empty_seat,0,1,0,0.7933,344.49,311.51,107309.67
1531,empty_seat,0,1,0,0.7949,338.22,311.08,105213.7
1532,empty_seat,0,1,0,0.7834,337.52,309.93,104607.38
1533,empty_seat,0,1,0,0.7893,337.48,311.78,105219.94
1534,empty_seat,0,1,0,0.7803,340.48,310.66,105773.81
1535,empty_seat,0,1,0,0.78,340.68,308.36,105054.42
1536,empty_seat,0,1,0,0.7768,340.66,307.59,104782.53
1537,empty_seat,0,1,0,0.7932,339.79,310.56,105524.41
1538,empty_seat,0,1,0,0.7985,340.98,309.45,105517.59
1539,empty_seat,0,1,0,0.7919,340.3,310.42,105638.68
1540,empty_seat,0,1,0,0.7949,340.99,311.67,106275.12
1541,empty_seat,0,1,0,0.7884,340.95,310.89,105997.07
1542,empty_seat,0,1,0,0.7882,340.94,311.32,106142.88
1543,empty_seat,0,1,0,0.7988,337.88,311.57,105272.45
1544,empty_seat,0,1,0,0.7796,340.02,309.46,105222.32
1545,empty_seat,0,1,0,0.7957,339.75,308.95,104964.11
1546,empty_seat,0,1,0,0.7893,341.9,310.6,106192.67
1547,empty_seat,0,1,0,0.8025,335.13,312.54,104742.8
1548,empty_seat,0,1,0,0.8008,341.84,312.01,106657.27
1549,empty_seat,0,1,0,0.81,339.43,311.86,105855.39
1550,empty_seat,0,1,0,0.7845,340.07,308.96,105068.44
1551,empty_seat,0,1,0,0.7855,342.1,311,106390.77
1552,empty_seat,0,1,0,0.7758,343.07,309.11,106044.07
1553,empty_seat,0,1,0,0.7963,339.3,311.05,105539
1554,empty_seat,0,1,0,0.7879,339.77,311.47,105826.95
1555,empty_seat,0,1,0,0.8074,341.06,313.73,106998.81
1556,empty_seat,0,1,0,0.7941,339.98,312.6,106278.13
1557,empty_seat,0,1,0,0.7977,338.3,310.45,105025.88
1558,empty_seat,0,1,0,0.7755,339.42,308.56,104733.78
1559,empty_seat,0,1,0,0.7761,338,308.05,104122.24
1560,empty_seat,0,1,0,0.7865,341.53,311.52,106392.97
1561,empty_seat,0,1,0,0.7845,339.01,309.82,105030.59
1562,empty_seat,0,1,0,0.7723,338.95,308.81,104670.18
1563,empty_seat,0,1,0,0.7883,340.74,309.04,105300.29
1564,empty_seat,0,1,0,0.7817,340.41,311.21,105941.06
1565,empty_seat,0,1,0,0.7828,342.06,312.07,106747.56
1566,empty_seat,0,1,0,0.7898,338.44,310.93,105230.29
1567,empty_seat,0,1,0,0.785,339.1,310.39,105250.85
1568,empty_seat,0,1,0,0.79,338.31,310.37,105003.44
1569,empty_seat,0,1,0,0.799,338.98,310.32,105192.99
1570,empty_seat,0,1,0,0.768,340.7,308.51,105111.08
1571,empty_seat,0,1,0,0.7847,339.51,311.33,105698.13
1572,empty_seat,0,1,0,0.7822,339.21,309.83,105094.9
1573,empty_seat,0,1,0,0.7937,339.93,310.16,105430.09
1574,empty_seat,0,1,0,0.7871,338.91,310.93,105377.55
1575,empty_seat,0,1,0,0.7867,338.2,308.66,104388.33
1576,empty_seat,0,1,0,0.8001,342.11,311.4,106532
1577,empty_seat,0,1,0,0.8066,339.81,312.29,106121.43
1578,empty_seat,0,1,0,0.8078,340.47,313.88,106868.24
1579,empty_seat,0,1,0,0.7886,338.1,310.94,105130.04
1580,empty_seat,0,1,0,0.7983,343.2,313.14,107471.52
1581,empty_seat,0,1,0,0.7928,340.91,311.78,106286.82
1582,empty_seat,0,1,0,0.8063,340.97,311.88,106343.66
1583,empty_seat,0,1,0,0.7859,339.46,309.87,105186.09
1584,empty_seat,0,1,0,0.8022,341.74,314.63,107520.59
1585,empty_seat,0,1,0,0.7903,341.97,310.44,106161.02
1586,empty_seat,0,1,0,0.7968,339.24,309.6,105026.94
1587,empty_seat,0,1,0,0.774,341.3,309.73,105711.27
1588,empty_seat,0,1,0,0.7831,342.13,311.54,106584.45
1589,empty_seat,0,1,0,0.7757,339.36,310.9,105506.08
1590,empty_seat,0,1,0,0.7906,340.65,308.15,104970.79
1591,empty_seat,0,1,0,0.7915,339.61,310.53,105459.03
1592,empty_seat,0,1,0,0.7914,341.84,312.22,106729.41
1593,empty_seat,0,1,0,0.7808,341.91,309.66,105874.68
1594,empty_seat,0,1,0,0.7896,339.81,312.32,106129.5
1595,empty_seat,0,1,0,0.789,340.95,312.35,106497.71
1596,empty_seat,0,1,0,0.7727,339.13,307.92,104424.46
1597,empty_seat,0,1,0,0.7876,341.2,310.2,105838.3
1598,empty_seat,0,1,0,0.7714,341.7,308.47,105403.04
1599,empty_seat,0,1,0,0.7821,344.41,312.5,107627.23
1600,empty_seat,0,1,0,0.7943,339.15,311,105476.52
1601,empty_seat,0,1,0,0.7743,340.03,309.41,105208.83
1602,empty_seat,0,1,0,0.7915,338.3,313.15,105939.62
1603,empty_seat,0,1,0,0.7849,342.6,312.23,106968.97
1604,empty_seat,0,1,0,0.759,339.97,306.77,104294.1
1605,empty_seat,0,1,0,0.7862,343.19,310.16,106444.44
1606,empty_seat,0,1,0,0.7745,342.1,308.58,105564.29
1607,empty_seat,0,1,0,0.7789,339.42,309.23,104959.33
1608,empty_seat,0,1,0,0.7829,340.6,309.34,105362.14
1609,empty_seat,0,1,0,0.7765,338.04,311.59,105330.03
1610,empty_seat,0,1,0,0.7909,340.97,310.34,105815.89
1611,empty_seat,0,1,0,0.7803,340.18,309.1,105148.1
1612,empty_seat,0,1,0,0.7774,339.56,308.74,104838.88
1613,empty_seat,0,1,0,0.7825,339.31,310.55,105374.45
1614,empty_seat,0,1,0,0.7868,340.63,312.41,106414.38
1615,empty_seat,0,1,0,0.7901,341.05,310.71,105966.67
1616,empty_seat,0,1,0,0.7974,339.62,311.03,105632.79
1617,empty_seat,0,1,0,0.7754,342.69,310.16,106289.89
1618,empty_seat,0,1,0,0.7892,341.21,309.08,105461.02
1619,empty_seat,0,1,0,0.7705,340.16,310.75,105707.16
1620,empty_seat,0,1,0,0.7839,340.39,312.55,106390.81
1621,empty_seat,0,1,0,0.7936,341.29,311.89,106445.56
1622,empty_seat,0,1,0,0.7877,340.25,311.16,105872.16
1623,empty_seat,0,1,0,0.7661,341.32,309.69,105702.87
1624,empty_seat,0,1,0,0.7885,341.78,309.6,105816.34
1625,empty_seat,0,1,0,0.7876,339.98,309.32,105160.79
1626,empty_seat,0,1,0,0.7832,340.61,311.34,106048.32
1627,empty_seat,0,1,0,0.7757,341.86,310.19,106039.87
1628,empty_seat,0,1,0,0.7886,338.48,310.21,104998.44
1629,empty_seat,0,1,0,0.7909,341.62,311.29,106344.13
1630,empty_seat,0,1,0,0.7795,343.86,311.43,107089.99
1631,empty_seat,0,1,0,0.7899,342.07,311.53,106565.38
1632,empty_seat,0,1,0,0.7921,340.84,311.91,106311.52
1633,empty_seat,0,1,0,0.7788,339.68,311.16,105695.83
1634,empty_seat,0,1,0,0.7763,341.71,310.66,106155.68
1635,empty_seat,0,1,0,0.7844,339.14,307.79,104383.32
1636,empty_seat,0,1,0,0.7812,341.51,311.91,106520.58
1637,empty_seat,0,1,0,0.794,338.58,309.17,104678.43
1638,empty_seat,0,1,0,0.782,340.41,310.6,105731.04
1639,empty_seat,0,1,0,0.762,339.34,307.49,104346.13
1640,empty_seat,0,1,0,0.7958,340.69,312.47,106454.45
1641,empty_seat,0,1,0,0.7862,341.63,308.56,105414.76
1642,empty_seat,0,1,0,0.7931,341.41,311.02,106187.79
1643,empty_seat,0,1,0,0.7948,339.62,311.26,105709
1644,empty_seat,0,1,0,0.7886,339.76,311.44,105813.81
1645,empty_seat,0,1,0,0.78,336.88,309.05,104113.69
1646,empty_seat,0,1,0,0.7868,337.98,310.79,105040.96
1647,empty_seat,0,1,0,0.7918,341.23,311.28,106217.52
1648,empty_seat,0,1,0,0.7834,342.23,310.88,106393.84
1649,empty_seat,0,1,0,0.7978,342.39,314.51,107685.18
1650,empty_seat,0,1,0,0.7825,341.79,311.93,106612.49
1651,empty_seat,0,1,0,0.7941,343.92,310.96,106944.85
1652,empty_seat,0,1,0,0.7886,340.46,310.4,105677.72
1653,empty_seat,0,1,0,0.7913,339.12,309.01,104791.8
1654,empty_seat,0,1,0,0.7733,341.22,307.84,105040.42
1655,empty_seat,0,1,0,0.7904,339.09,310,105117.2
1656,empty_seat,0,1,0,0.7747,340.02,306.86,104336.62
1657,empty_seat,0,1,0,0.7912,338.1,309.75,104728.89
1658,empty_seat,0,1,0,0.7805,340.49,310.66,105776.82
1659,empty_seat,0,1,0,0.7622,339.76,307.49,104472.33
1660,empty_seat,0,1,0,0.7698,341.89,310.51,106160.91
1661,empty_seat,0,1,0,0.7814,342.79,309.55,106111.68
1662,empty_seat,0,1,0,0.7902,341.37,309.85,105773.16
1663,empty_seat,0,1,0,0.7877,339.19,311.03,105499.97
1664,empty_seat,0,1,0,0.7771,340.02,311.3,105848.35
1665,empty_seat,0,1,0,0.7871,341.8,309.35,105734.74
1666,empty_seat,0,1,0,0.7743,342.31,309.71,106015.05
1667,empty_seat,0,1,0,0.7917,344.73,313.25,107986.26
1668,empty_seat,0,1,0,0.7978,342.93,311.38,106783.05
1669,empty_seat,0,1,0,0.7567,341.06,308.61,105254.64
1670,empty_seat,0,1,0,0.7951,341.32,310.71,106050.39
1671,empty_seat,0,1,0,0.7864,338.63,310.69,105206.69
1672,empty_seat,0,1,0,0.7786,339.51,310.24,105329.28
1673,empty_seat,0,1,0,0.7974,338.42,311.79,105517.4
1674,empty_seat,0,1,0,0.7496,340.91,309.65,105565.42
1675,empty_seat,0,1,0,0.765,341.33,308.92,105443.41
1676,empty_seat,0,1,0,0.7896,339.44,310.23,105306.79
1677,empty_seat,0,1,0,0.8007,341.31,311.11,106186.8
1678,empty_seat,0,1,0,0.7806,336.71,310.08,104408.61
1679,empty_seat,0,1,0,0.787,340.91,309.27,105432.81
1680,empty_seat,0,1,0,0.783,340.52,311.98,106237.34
1681,empty_seat,0,1,0,0.786,339.04,309.76,105019.64
1682,empty_seat,0,1,0,0.7834,341.83,311.35,106428.97
1683,empty_seat,0,1,0,0.7904,342.06,308.86,105648.89
1684,empty_seat,0,1,0,0.7833,341.36,309.79,105749.04
1685,empty_seat,0,1,0,0.7879,339.6,312.75,106209.41
1686,empty_seat,0,1,0,0.7901,343.66,311.92,107194.28
1687,empty_seat,0,1,0,0.7789,343,308.16,105696.52
1688,empty_seat,0,1,0,0.8007,339.62,311.45,105772.27
1689,empty_seat,0,1,0,0.7768,341.99,309.44,105825.73
1690,empty_seat,0,1,0,0.7919,342.38,312.83,107105.26
1691,empty_seat,0,1,0,0.8037,340.28,312.41,106304.75
1692,empty_seat,0,1,0,0.7638,339.64,309.33,105060.56
1693,empty_seat,0,1,0,0.7927,341.67,311.67,106485.87
1694,empty_seat,0,1,0,0.7681,338.56,308.86,104568.53
1695,empty_seat,0,1,0,0.7899,341.28,310.23,105877.82
1696,empty_seat,0,1,0,0.7764,341.16,310.78,106027.17
1697,empty_seat,0,1,0,0.7703,340.38,307.53,104678.12
1698,empty_seat,0,1,0,0.7819,341.48,309.89,105820.83
1699,empty_seat,0,1,0,0.7844,342.19,310.27,106168.85
1700,empty_seat,0,1,0,0.7855,340.74,310.51,105804.48
1701,empty_seat,0,1,0,0.7778,341.34,309.72,105720.1
1702,empty_seat,0,1,0,0.7804,338.12,309.12,104519.78
1703,empty_seat,0,1,0,0.7955,340.06,311.77,106021.31
1704,empty_seat,0,1,0,0.7867,341.94,311.82,106623.5
1705,empty_seat,0,1,0,0.7742,339.93,309.56,105229.74
1706,empty_seat,0,1,0,0.7846,341.18,309.77,105686.41
1707,empty_seat,0,1,0,0.7836,339.31,308.6,104712.08
1708,empty_seat,0,1,0,0.786,342.13,310.02,106067.02
1709,empty_seat,0,1,0,0.7869,342.31,311.54,106642.85
1710,empty_seat,0,1,0,0.7941,344.78,311.94,107549.73
1711,empty_seat,0,1,0,0.7787,339.92,308.55,104884.36
1712,empty_seat,0,1,0,0.7926,341.37,312.32,106616.57
