sample_id,audio_class,confidence,sound_level,decision_method,baby_cry_probability,noise_probability,normal_probability
4180,Baby_Cry,0.855507,0.018016,AST Model,0.855507,0.144362,0.000131
4181,Baby_Cry,0.995218,0.042629,AST Model,0.995218,0.0047,8.20E-05
4182,Baby_Cry,0.74452,0.023819,AST Model,0.74452,0.255231,0.000249
4183,Noise,0.763495,0.012087,AST Model,0.236187,0.763495,0.000318
4184,Baby_Cry,0.962323,0.016458,AST Model,0.962323,0.037517,0.00016
4185,Noise,0.976313,0.013162,AST Model,0.023545,0.976313,0.000142
4186,Noise,0.747816,0.009577,AST Model,0.251673,0.747816,0.000511
4187,Normal,1,0.007165,RMS Threshold,0,0,1
4188,Baby_Cry,0.936943,0.018518,AST Model,0.936943,0.062735,0.000322
4189,Baby_Cry,0.991575,0.046348,AST Model,0.991575,0.007956,0.00047
4190,Baby_Cry,0.762863,0.01768,AST Model,0.762863,0.236622,0.000516
4191,Normal,1,0.005522,RMS Threshold,0,0,1
4192,Noise,0.979919,0.098318,AST Model,0.019899,0.979919,0.000182
4193,Noise,0.998664,0.015548,AST Model,0.000109,0.998664,0.001227
4194,Normal,1,0.004035,RMS Threshold,0,0,1
4195,Noise,0.999033,0.035183,AST Model,0.000568,0.999033,0.000399
4196,Normal,1,0.005175,RMS Threshold,0,0,1
4197,Noise,0.998937,0.025352,AST Model,0.00036,0.998937,0.000703
4198,Noise,0.999654,0.029638,AST Model,6.70E-05,0.999654,0.000279
4199,Noise,0.998055,0.058313,AST Model,0.001403,0.998055,0.000542
4200,Noise,0.998852,0.016499,AST Model,7.30E-05,0.998852,0.001074
4201,Noise,0.996312,0.040394,AST Model,0.001062,0.996312,0.002626
4202,Noise,0.997467,0.021644,AST Model,0.000167,0.997467,0.002367
4203,Noise,0.999171,0.015663,AST Model,0.000146,0.999171,0.000683
4204,Noise,0.998066,0.036679,AST Model,0.000428,0.998066,0.001506
4205,Noise,0.998397,0.040527,AST Model,0.001128,0.998397,0.000475
4206,Noise,0.998396,0.011212,AST Model,7.50E-05,0.998396,0.00153
4207,Noise,0.998569,0.036661,AST Model,0.000197,0.998569,0.001234
4208,Noise,0.968666,0.025341,AST Model,0.018505,0.968666,0.012829
4209,Noise,0.998999,0.032847,AST Model,0.000332,0.998999,0.000668
4210,Noise,0.992831,0.021949,AST Model,0.000363,0.992831,0.006806
4211,Noise,0.993041,0.035269,AST Model,0.001008,0.993041,0.005951
4212,Noise,0.999137,0.023086,AST Model,0.00022,0.999137,0.000644
4213,Noise,0.999731,0.016406,AST Model,8.30E-05,0.999731,0.000186
4214,Noise,0.999439,0.112077,AST Model,0.000239,0.999439,0.000323
4215,Noise,0.999513,0.122602,AST Model,0.00028,0.999513,0.000207
4216,Noise,0.999728,0.019961,AST Model,7.30E-05,0.999728,0.000198
4217,Noise,0.999711,0.027057,AST Model,0.000153,0.999711,0.000137
4218,Noise,0.999805,0.023265,AST Model,5.50E-05,0.999805,0.000139
4219,Noise,0.999685,0.023264,AST Model,8.40E-05,0.999685,0.000231
4220,Noise,0.999688,0.01539,AST Model,0.000118,0.999688,0.000194
4221,Noise,0.999793,0.015365,AST Model,6.50E-05,0.999793,0.000142
4222,Noise,0.995528,0.010303,AST Model,7.50E-05,0.995528,0.004397
4223,Noise,0.999752,0.01751,AST Model,0.000158,0.999752,9.10E-05
4224,Noise,0.998761,0.026999,AST Model,0.00096,0.998761,0.000278
4225,Normal,1,0.007948,RMS Threshold,0,0,1
4226,Noise,0.999495,0.009074,AST Model,8.30E-05,0.999495,0.000422
4227,Noise,0.995999,0.00952,AST Model,0.000236,0.995999,0.003764
4228,Noise,0.959922,0.010012,AST Model,0.000747,0.959922,0.039331
4229,Noise,0.994247,0.010531,AST Model,0.000291,0.994247,0.005462
4230,Normal,1,0.00651,RMS Threshold,0,0,1
4231,Noise,0.997249,0.010524,AST Model,0.000224,0.997249,0.002526
4232,Normal,1,0.007734,RMS Threshold,0,0,1
4233,Noise,0.999683,0.009191,AST Model,7.40E-05,0.999683,0.000243
4234,Normal,1,0.005982,RMS Threshold,0,0,1
4235,Normal,1,0.004316,RMS Threshold,0,0,1
4236,Normal,1,0.003678,RMS Threshold,0,0,1
4237,Normal,1,0.005862,RMS Threshold,0,0,1
4238,Normal,1,0.005736,RMS Threshold,0,0,1
4239,Normal,1,0.003723,RMS Threshold,0,0,1
4240,Normal,1,0.003532,RMS Threshold,0,0,1
4241,Noise,0.595598,0.009472,AST Model,0.403727,0.595598,0.000675
4242,Normal,1,0.004318,RMS Threshold,0,0,1
4243,Normal,1,0.008377,RMS Threshold,0,0,1
4244,Noise,0.999434,0.011968,AST Model,0.000485,0.999434,8.10E-05
4245,Normal,1,0.003529,RMS Threshold,0,0,1
4246,Normal,1,0.007494,RMS Threshold,0,0,1
4247,Normal,1,0.005054,RMS Threshold,0,0,1
4248,Normal,1,0.006025,RMS Threshold,0,0,1
4249,Normal,1,0.008352,RMS Threshold,0,0,1
4250,Normal,1,0.00858,RMS Threshold,0,0,1
4251,Normal,1,0.008159,RMS Threshold,0,0,1
4252,Normal,1,0.007819,RMS Threshold,0,0,1
4253,Normal,1,0.008034,RMS Threshold,0,0,1
4254,Normal,1,0.005214,RMS Threshold,0,0,1
4255,Normal,1,0.008404,RMS Threshold,0,0,1
4256,Normal,1,0.008469,RMS Threshold,0,0,1
4257,Normal,1,0.008712,RMS Threshold,0,0,1
4258,Normal,1,0.002616,RMS Threshold,0,0,1
4259,Noise,0.997088,0.009748,AST Model,0.000106,0.997088,0.002805
4260,Normal,1,0.003284,RMS Threshold,0,0,1
4261,Normal,1,0.006891,RMS Threshold,0,0,1
4262,Noise,0.999561,0.009341,AST Model,0.00033,0.999561,0.000109
4263,Normal,1,0.008346,RMS Threshold,0,0,1
4264,Noise,0.994075,0.00932,AST Model,0.000171,0.994075,0.005754
4265,Noise,0.999447,0.013539,AST Model,0.000356,0.999447,0.000197
4266,Noise,0.998286,0.013255,AST Model,0.001098,0.998286,0.000616
4267,Normal,1,0.008093,RMS Threshold,0,0,1
4268,Baby_Cry,0.69827,0.0135,AST Model,0.69827,0.300532,0.001198
4269,Normal,1,0.003781,RMS Threshold,0,0,1
4270,Normal,1,0.006289,RMS Threshold,0,0,1
4271,Noise,0.995088,0.012408,AST Model,0.000256,0.995088,0.004655
4272,Noise,0.998691,0.020966,AST Model,0.00078,0.998691,0.000529
4273,Normal,1,0.00871,RMS Threshold,0,0,1
4274,Normal,1,0.008505,RMS Threshold,0,0,1
4275,Normal,1,0.006656,RMS Threshold,0,0,1
4276,Normal,1,0.007826,RMS Threshold,0,0,1
4277,Normal,1,0.007485,RMS Threshold,0,0,1
4278,Normal,1,0.008633,RMS Threshold,0,0,1
4279,Normal,1,0.008336,RMS Threshold,0,0,1
4280,Normal,1,0.004246,RMS Threshold,0,0,1
4281,Noise,0.995524,0.009811,AST Model,0.004191,0.995524,0.000284
4282,Normal,1,0.008824,RMS Threshold,0,0,1
4283,Normal,1,0.008199,RMS Threshold,0,0,1
4284,Noise,0.999338,0.015384,AST Model,0.000272,0.999338,0.00039
4285,Noise,0.999071,0.018114,AST Model,0.000618,0.999071,0.000311
4286,Noise,0.999157,0.019004,AST Model,0.000414,0.999157,0.00043
4287,Noise,0.999021,0.021072,AST Model,0.00051,0.999021,0.000468
4288,Noise,0.999388,0.019093,AST Model,0.00043,0.999388,0.000182
4289,Noise,0.998782,0.010581,AST Model,0.000813,0.998782,0.000405
4290,Noise,0.999224,0.018631,AST Model,0.00052,0.999224,0.000256
4291,Normal,1,0.008745,RMS Threshold,0,0,1
4292,Noise,0.865263,0.010535,AST Model,0.001219,0.865263,0.133518
4293,Normal,1,0.008575,RMS Threshold,0,0,1
4294,Noise,0.99766,0.009135,AST Model,0.000142,0.99766,0.002199
4295,Noise,0.998928,0.01735,AST Model,0.000581,0.998928,0.000492
4296,Noise,0.997088,0.020623,AST Model,0.002236,0.997088,0.000677
4297,Noise,0.999356,0.023937,AST Model,0.000178,0.999356,0.000466
4298,Noise,0.998686,0.025508,AST Model,0.000947,0.998686,0.000367
4299,Normal,1,0.008096,RMS Threshold,0,0,1
4300,Normal,1,0.008617,RMS Threshold,0,0,1
4301,Normal,1,0.008735,RMS Threshold,0,0,1
4302,Normal,1,0.007751,RMS Threshold,0,0,1
4303,Normal,1,0.007639,RMS Threshold,0,0,1
4304,Normal,1,0.005116,RMS Threshold,0,0,1
4305,Normal,1,0.006947,RMS Threshold,0,0,1
4306,Noise,0.999105,0.01675,AST Model,0.000408,0.999105,0.000488
4307,Normal,1,0.006644,RMS Threshold,0,0,1
4308,Normal,1,0.008905,RMS Threshold,0,0,1
4309,Normal,1,0.008527,RMS Threshold,0,0,1
4310,Normal,1,0.006091,RMS Threshold,0,0,1
4311,Normal,1,0.00803,RMS Threshold,0,0,1
4312,Normal,1,0.008531,RMS Threshold,0,0,1
4313,Normal,1,0.007896,RMS Threshold,0,0,1
4314,Normal,1,0.008036,RMS Threshold,0,0,1
4315,Noise,0.999433,0.015279,AST Model,0.000408,0.999433,0.000159
4316,Normal,1,0.007461,RMS Threshold,0,0,1
4317,Normal,1,0.008742,RMS Threshold,0,0,1
4318,Noise,0.999481,0.01591,AST Model,0.000342,0.999481,0.000177
4319,Normal,1,0.007703,RMS Threshold,0,0,1
4320,Normal,1,0.007612,RMS Threshold,0,0,1
4321,Normal,1,0.008799,RMS Threshold,0,0,1
4322,Noise,0.999023,0.020816,AST Model,0.000564,0.999023,0.000413
4323,Noise,0.999593,0.016792,AST Model,0.000201,0.999593,0.000205
4324,Normal,1,0.006835,RMS Threshold,0,0,1
4325,Normal,1,0.00556,RMS Threshold,0,0,1
4326,Noise,0.999141,0.015398,AST Model,0.000609,0.999141,0.000251
4327,Noise,0.999645,0.019935,AST Model,0.000259,0.999645,9.60E-05
4328,Normal,1,0.008608,RMS Threshold,0,0,1
4329,Noise,0.9997,0.016254,AST Model,0.00015,0.9997,0.00015
4330,Noise,0.99967,0.01658,AST Model,0.000151,0.99967,0.000179
4331,Noise,0.99945,0.012368,AST Model,0.000173,0.99945,0.000377
4332,Noise,0.996087,0.019582,AST Model,0.002543,0.996087,0.00137
4333,Noise,0.990116,0.022377,AST Model,0.008748,0.990116,0.001136
4334,Noise,0.997919,0.021775,AST Model,0.001006,0.997919,0.001075
4335,Noise,0.990986,0.022461,AST Model,0.006324,0.990986,0.002691
4336,Noise,0.999517,0.009661,AST Model,0.000199,0.999517,0.000285
4337,Normal,1,0.008193,RMS Threshold,0,0,1
4338,Normal,1,0.008339,RMS Threshold,0,0,1
4339,Noise,0.998437,0.024632,AST Model,0.001165,0.998437,0.000397
4340,Noise,0.995006,0.02039,AST Model,0.004698,0.995006,0.000295
4341,Noise,0.997558,0.013974,AST Model,0.002197,0.997558,0.000245
4342,Noise,0.956159,0.016957,AST Model,0.043417,0.956159,0.000424
4343,Noise,0.998701,0.01935,AST Model,0.001137,0.998701,0.000163
4344,Noise,0.97759,0.022041,AST Model,0.021723,0.97759,0.000687
4345,Noise,0.997555,0.022975,AST Model,0.00227,0.997555,0.000175
4346,Normal,1,0.008111,RMS Threshold,0,0,1
4347,Normal,1,0.002986,RMS Threshold,0,0,1
4348,Normal,1,0.006016,RMS Threshold,0,0,1
4349,Normal,1,0.008713,RMS Threshold,0,0,1
4350,Normal,1,0.007641,RMS Threshold,0,0,1
4351,Normal,1,0.005625,RMS Threshold,0,0,1
4352,Normal,1,0.006411,RMS Threshold,0,0,1
4353,Normal,1,0.002533,RMS Threshold,0,0,1
4354,Noise,0.997792,0.027187,AST Model,0.001947,0.997792,0.000261
4355,Noise,0.967072,0.033151,AST Model,0.032753,0.967072,0.000175
4356,Noise,0.996518,0.011684,AST Model,0.003019,0.996518,0.000462
4357,Noise,0.994979,0.018082,AST Model,0.00364,0.994979,0.001382
4358,Noise,0.999155,0.013958,AST Model,0.000685,0.999155,0.00016
4359,Noise,0.999583,0.012476,AST Model,0.000224,0.999583,0.000193
4360,Normal,1,0.007232,RMS Threshold,0,0,1
4361,Normal,1,0.005733,RMS Threshold,0,0,1
4362,Noise,0.998164,0.018192,AST Model,0.001531,0.998164,0.000305
4363,Noise,0.996971,0.016981,AST Model,0.002126,0.996971,0.000902
4364,Noise,0.999696,0.014192,AST Model,0.00013,0.999696,0.000175
4365,Normal,1,0.002131,RMS Threshold,0,0,1
4366,Baby_Cry,0.956462,0.009366,AST Model,0.956462,0.042086,0.001452
4367,Normal,1,0.007795,RMS Threshold,0,0,1
4368,Noise,0.950443,0.015337,AST Model,0.049258,0.950443,0.000299
4369,Normal,1,0.005891,RMS Threshold,0,0,1
4370,Normal,1,0.005063,RMS Threshold,0,0,1
4371,Normal,1,0.005713,RMS Threshold,0,0,1
4372,Normal,1,0.005987,RMS Threshold,0,0,1
4373,Normal,1,0.004103,RMS Threshold,0,0,1
4374,Baby_Cry,0.873825,0.010845,AST Model,0.873825,0.12509,0.001085
4375,Normal,1,0.004053,RMS Threshold,0,0,1
4376,Normal,1,0.005029,RMS Threshold,0,0,1
4377,Normal,1,0.003264,RMS Threshold,0,0,1
4378,Normal,1,0.00364,RMS Threshold,0,0,1
4379,Normal,1,0.005437,RMS Threshold,0,0,1
4380,Noise,0.997651,0.011007,AST Model,0.00184,0.997651,0.000509
4381,Normal,1,0.007787,RMS Threshold,0,0,1
4382,Noise,0.999656,0.011058,AST Model,0.00023,0.999656,0.000114
4383,Normal,1,0.006103,RMS Threshold,0,0,1
4384,Noise,0.974861,0.016927,AST Model,0.021437,0.974861,0.003701
4385,Noise,0.987943,0.014582,AST Model,0.011648,0.987943,0.000409
4386,Normal,1,0.004061,RMS Threshold,0,0,1
4387,Normal,1,0.004352,RMS Threshold,0,0,1
4388,Normal,1,0.00354,RMS Threshold,0,0,1
4389,Normal,1,0.005476,RMS Threshold,0,0,1
4390,Normal,1,0.0036,RMS Threshold,0,0,1
4391,Normal,1,0.003079,RMS Threshold,0,0,1
4392,Normal,1,0.003865,RMS Threshold,0,0,1
4393,Normal,1,0.003572,RMS Threshold,0,0,1
4394,Normal,1,0.002447,RMS Threshold,0,0,1
4395,Normal,1,0.004037,RMS Threshold,0,0,1
4396,Normal,1,0.008449,RMS Threshold,0,0,1
4397,Normal,1,0.002821,RMS Threshold,0,0,1
4398,Normal,1,0.003217,RMS Threshold,0,0,1
4399,Normal,1,0.002411,RMS Threshold,0,0,1
4400,Normal,1,0.002067,RMS Threshold,0,0,1
4401,Normal,1,0.002384,RMS Threshold,0,0,1
4402,Normal,1,0.00527,RMS Threshold,0,0,1
4403,Normal,1,0.002466,RMS Threshold,0,0,1
4404,Normal,1,0.003035,RMS Threshold,0,0,1
4405,Normal,1,0.003127,RMS Threshold,0,0,1
4406,Normal,1,0.006523,RMS Threshold,0,0,1
4407,Normal,1,0.004586,RMS Threshold,0,0,1
4408,Normal,1,0.002046,RMS Threshold,0,0,1
4409,Normal,1,0.003375,RMS Threshold,0,0,1
4410,Normal,1,0.003071,RMS Threshold,0,0,1
4411,Normal,1,0.001091,RMS Threshold,0,0,1
4412,Normal,1,0.001868,RMS Threshold,0,0,1
4413,Normal,1,0.001073,RMS Threshold,0,0,1
4414,Normal,1,0.002077,RMS Threshold,0,0,1
4415,Normal,1,0.001517,RMS Threshold,0,0,1
4416,Normal,1,0.00076,RMS Threshold,0,0,1
4417,Normal,1,0.002684,RMS Threshold,0,0,1
4418,Normal,1,0.003973,RMS Threshold,0,0,1
4419,Normal,1,0.000766,RMS Threshold,0,0,1
4420,Normal,1,0.002771,RMS Threshold,0,0,1
4421,Normal,1,0.004583,RMS Threshold,0,0,1
4422,Normal,1,0.003136,RMS Threshold,0,0,1
4423,Normal,1,0.002659,RMS Threshold,0,0,1
4424,Normal,1,0.001193,RMS Threshold,0,0,1
4425,Normal,1,0.00383,RMS Threshold,0,0,1
4426,Normal,1,0.002803,RMS Threshold,0,0,1
4427,Normal,1,0.003783,RMS Threshold,0,0,1
4428,Normal,1,0.003015,RMS Threshold,0,0,1
4429,Normal,1,0.002825,RMS Threshold,0,0,1
4430,Normal,1,0.001575,RMS Threshold,0,0,1
4431,Normal,1,0.003386,RMS Threshold,0,0,1
4432,Normal,1,0.00226,RMS Threshold,0,0,1
4433,Normal,1,0.003265,RMS Threshold,0,0,1
4434,Normal,1,0.002202,RMS Threshold,0,0,1
4435,Normal,1,0.001217,RMS Threshold,0,0,1
4436,Normal,1,0.003176,RMS Threshold,0,0,1
4437,Normal,1,0.000636,RMS Threshold,0,0,1
4438,Normal,1,0.001838,RMS Threshold,0,0,1
4439,Normal,1,0.002813,RMS Threshold,0,0,1
4440,Normal,1,0.001221,RMS Threshold,0,0,1
4441,Normal,1,0.001196,RMS Threshold,0,0,1
4442,Normal,1,0.001087,RMS Threshold,0,0,1
4443,Normal,1,0.003826,RMS Threshold,0,0,1
4444,Normal,1,0.001235,RMS Threshold,0,0,1
4445,Normal,1,0.00171,RMS Threshold,0,0,1
4446,Normal,1,0.003569,RMS Threshold,0,0,1
4447,Normal,1,0.004211,RMS Threshold,0,0,1
4448,Normal,1,0.003086,RMS Threshold,0,0,1
4449,Normal,1,0.000992,RMS Threshold,0,0,1
4450,Normal,1,0.001585,RMS Threshold,0,0,1
4451,Normal,1,0.002189,RMS Threshold,0,0,1
4452,Normal,1,0.000912,RMS Threshold,0,0,1
4453,Normal,1,0.002242,RMS Threshold,0,0,1
4454,Normal,1,0.001115,RMS Threshold,0,0,1
4455,Normal,1,0.001031,RMS Threshold,0,0,1
4456,Normal,1,0.001532,RMS Threshold,0,0,1
4457,Normal,1,0.000875,RMS Threshold,0,0,1
4458,Normal,1,0.001808,RMS Threshold,0,0,1
4459,Normal,1,0.003513,RMS Threshold,0,0,1
4460,Normal,1,0.000492,RMS Threshold,0,0,1
4461,Normal,1,0.004394,RMS Threshold,0,0,1
4462,Normal,1,0.004294,RMS Threshold,0,0,1
4463,Normal,1,0.002836,RMS Threshold,0,0,1
4464,Normal,1,0.002174,RMS Threshold,0,0,1
4465,Normal,1,0.000796,RMS Threshold,0,0,1
4466,Normal,1,0.002246,RMS Threshold,0,0,1
4467,Normal,1,0.002358,RMS Threshold,0,0,1
4468,Normal,1,0.00357,RMS Threshold,0,0,1
4469,Normal,1,0.002944,RMS Threshold,0,0,1
4470,Normal,1,0.002947,RMS Threshold,0,0,1
4471,Normal,1,0.002309,RMS Threshold,0,0,1
4472,Normal,1,0.00266,RMS Threshold,0,0,1
4473,Normal,1,0.002372,RMS Threshold,0,0,1
4474,Normal,1,0.00341,RMS Threshold,0,0,1
4475,Normal,1,0.001758,RMS Threshold,0,0,1
4476,Normal,1,0.001074,RMS Threshold,0,0,1
4477,Normal,1,0.002711,RMS Threshold,0,0,1
4478,Normal,1,0.000345,RMS Threshold,0,0,1
4479,Normal,1,0.001917,RMS Threshold,0,0,1
4480,Normal,1,0.003042,RMS Threshold,0,0,1
4481,Normal,1,0.00185,RMS Threshold,0,0,1
4482,Normal,1,0.001277,RMS Threshold,0,0,1
4483,Normal,1,0.001192,RMS Threshold,0,0,1
4484,Normal,1,0.002049,RMS Threshold,0,0,1
4485,Normal,1,0.001219,RMS Threshold,0,0,1
4486,Normal,1,0.001493,RMS Threshold,0,0,1
4487,Normal,1,0.004231,RMS Threshold,0,0,1
4488,Normal,1,0.004388,RMS Threshold,0,0,1
4489,Normal,1,0.00345,RMS Threshold,0,0,1
4490,Normal,1,0.001078,RMS Threshold,0,0,1
4491,Normal,1,0.002301,RMS Threshold,0,0,1
4492,Normal,1,0.002082,RMS Threshold,0,0,1
4493,Normal,1,0.001118,RMS Threshold,0,0,1
4494,Normal,1,0.002157,RMS Threshold,0,0,1
4495,Normal,1,0.001292,RMS Threshold,0,0,1
4496,Normal,1,0.001162,RMS Threshold,0,0,1
4497,Normal,1,0.001727,RMS Threshold,0,0,1
4498,Normal,1,0.000428,RMS Threshold,0,0,1
4499,Normal,1,0.004341,RMS Threshold,0,0,1
4500,Normal,1,0.004811,RMS Threshold,0,0,1
4501,Normal,1,0.00077,RMS Threshold,0,0,1
4502,Normal,1,0.004361,RMS Threshold,0,0,1
4503,Normal,1,0.003633,RMS Threshold,0,0,1
4504,Normal,1,0.002755,RMS Threshold,0,0,1
4505,Normal,1,0.001774,RMS Threshold,0,0,1
4506,Normal,1,0.000838,RMS Threshold,0,0,1
4507,Normal,1,0.001445,RMS Threshold,0,0,1
4508,Normal,1,0.002093,RMS Threshold,0,0,1
4509,Normal,1,0.004158,RMS Threshold,0,0,1
4510,Normal,1,0.002609,RMS Threshold,0,0,1
4511,Normal,1,0.003079,RMS Threshold,0,0,1
4512,Normal,1,0.002726,RMS Threshold,0,0,1
4513,Normal,1,0.00235,RMS Threshold,0,0,1
4514,Normal,1,0.002187,RMS Threshold,0,0,1
4515,Normal,1,0.003662,RMS Threshold,0,0,1
4516,Normal,1,0.001802,RMS Threshold,0,0,1
4517,Normal,1,0.001126,RMS Threshold,0,0,1
4518,Normal,1,0.002645,RMS Threshold,0,0,1
4519,Normal,1,0.000592,RMS Threshold,0,0,1
4520,Normal,1,0.001773,RMS Threshold,0,0,1
4521,Normal,1,0.002134,RMS Threshold,0,0,1
4522,Normal,1,0.001896,RMS Threshold,0,0,1
4523,Normal,1,0.001289,RMS Threshold,0,0,1
4524,Normal,1,0.001632,RMS Threshold,0,0,1
4525,Normal,1,0.00177,RMS Threshold,0,0,1
4526,Normal,1,0.001253,RMS Threshold,0,0,1
4527,Normal,1,0.001159,RMS Threshold,0,0,1
4528,Normal,1,0.004214,RMS Threshold,0,0,1
4529,Normal,1,0.004215,RMS Threshold,0,0,1
4530,Normal,1,0.003899,RMS Threshold,0,0,1
4531,Normal,1,0.001509,RMS Threshold,0,0,1
4532,Normal,1,0.002099,RMS Threshold,0,0,1
4533,Normal,1,0.002608,RMS Threshold,0,0,1
4534,Normal,1,0.001686,RMS Threshold,0,0,1
4535,Normal,1,0.003109,RMS Threshold,0,0,1
4536,Normal,1,0.001886,RMS Threshold,0,0,1
4537,Normal,1,0.001607,RMS Threshold,0,0,1
4538,Normal,1,0.002517,RMS Threshold,0,0,1
4539,Normal,1,0.000566,RMS Threshold,0,0,1
4540,Normal,1,0.002725,RMS Threshold,0,0,1
4541,Normal,1,0.004818,RMS Threshold,0,0,1
4542,Normal,1,0.002244,RMS Threshold,0,0,1
4543,Normal,1,0.005711,RMS Threshold,0,0,1
4544,Normal,1,0.00318,RMS Threshold,0,0,1
4545,Normal,1,0.002067,RMS Threshold,0,0,1
4546,Normal,1,0.001946,RMS Threshold,0,0,1
4547,Normal,1,0.001345,RMS Threshold,0,0,1
4548,Normal,1,0.001808,RMS Threshold,0,0,1
4549,Normal,1,0.001137,RMS Threshold,0,0,1
4550,Normal,1,0.004252,RMS Threshold,0,0,1
4551,Normal,1,0.002762,RMS Threshold,0,0,1
4552,Normal,1,0.002905,RMS Threshold,0,0,1
4553,Normal,1,0.002889,RMS Threshold,0,0,1
4554,Normal,1,0.001365,RMS Threshold,0,0,1
4555,Normal,1,0.00153,RMS Threshold,0,0,1
4556,Normal,1,0.004896,RMS Threshold,0,0,1
4557,Normal,1,0.001787,RMS Threshold,0,0,1
4558,Normal,1,0.001117,RMS Threshold,0,0,1
4559,Normal,1,0.002272,RMS Threshold,0,0,1
4560,Normal,1,0.002405,RMS Threshold,0,0,1
4561,Normal,1,0.000866,RMS Threshold,0,0,1
4562,Normal,1,0.00264,RMS Threshold,0,0,1
4563,Normal,1,0.00101,RMS Threshold,0,0,1
4564,Normal,1,0.003681,RMS Threshold,0,0,1
4565,Normal,1,0.001975,RMS Threshold,0,0,1
4566,Normal,1,0.003718,RMS Threshold,0,0,1
4567,Normal,1,0.001395,RMS Threshold,0,0,1
4568,Normal,1,0.001532,RMS Threshold,0,0,1
4569,Normal,1,0.000872,RMS Threshold,0,0,1
4570,Normal,1,0.00211,RMS Threshold,0,0,1
4571,Normal,1,0.001478,RMS Threshold,0,0,1
4572,Normal,1,0.000797,RMS Threshold,0,0,1
4573,Normal,1,0.003203,RMS Threshold,0,0,1
4574,Normal,1,0.000845,RMS Threshold,0,0,1
4575,Normal,1,0.000763,RMS Threshold,0,0,1
4576,Normal,1,0.002933,RMS Threshold,0,0,1
4577,Normal,1,0.000663,RMS Threshold,0,0,1
4578,Normal,1,0.000991,RMS Threshold,0,0,1
4579,Normal,1,0.001028,RMS Threshold,0,0,1
4580,Normal,1,0.00098,RMS Threshold,0,0,1
4581,Normal,1,0.001247,RMS Threshold,0,0,1
4582,Normal,1,0.001544,RMS Threshold,0,0,1
4583,Normal,1,0.002527,RMS Threshold,0,0,1
4584,Normal,1,0.000816,RMS Threshold,0,0,1
4585,Normal,1,0.000623,RMS Threshold,0,0,1
4586,Normal,1,0.000899,RMS Threshold,0,0,1
4587,Normal,1,0.000808,RMS Threshold,0,0,1
4588,Normal,1,0.00175,RMS Threshold,0,0,1
4589,Normal,1,0.000639,RMS Threshold,0,0,1
4590,Normal,1,0.000802,RMS Threshold,0,0,1
4591,Normal,1,0.000803,RMS Threshold,0,0,1
4592,Normal,1,0.000718,RMS Threshold,0,0,1
4593,Normal,1,0.000634,RMS Threshold,0,0,1
4594,Normal,1,0.000629,RMS Threshold,0,0,1
4595,Normal,1,0.000762,RMS Threshold,0,0,1
4596,Normal,1,0.000543,RMS Threshold,0,0,1
4597,Normal,1,0.002152,RMS Threshold,0,0,1
4598,Normal,1,0.000651,RMS Threshold,0,0,1
4599,Normal,1,0.00098,RMS Threshold,0,0,1
4600,Normal,1,0.002172,RMS Threshold,0,0,1
4601,Normal,1,0.001301,RMS Threshold,0,0,1
4602,Normal,1,0.004024,RMS Threshold,0,0,1
4603,Normal,1,0.001717,RMS Threshold,0,0,1
4604,Normal,1,0.001279,RMS Threshold,0,0,1
4605,Normal,1,0.000808,RMS Threshold,0,0,1
4606,Normal,1,0.000516,RMS Threshold,0,0,1
4607,Normal,1,0.0017,RMS Threshold,0,0,1
4608,Normal,1,0.001647,RMS Threshold,0,0,1
4609,Normal,1,0.001035,RMS Threshold,0,0,1
4610,Normal,1,0.001021,RMS Threshold,0,0,1
4611,Normal,1,0.001904,RMS Threshold,0,0,1
4612,Normal,1,0.001036,RMS Threshold,0,0,1
4613,Normal,1,0.002296,RMS Threshold,0,0,1
4614,Normal,1,0.001323,RMS Threshold,0,0,1
4615,Normal,1,0.000888,RMS Threshold,0,0,1
4616,Noise,0.618787,0.059353,AST Model,0.358762,0.618787,0.02245
4617,Normal,1,0.004112,RMS Threshold,0,0,1
4618,Noise,0.975995,0.009636,AST Model,0.022381,0.975995,0.001624
4619,Normal,1,0.005764,RMS Threshold,0,0,1
4620,Normal,1,0.003907,RMS Threshold,0,0,1
4621,Normal,1,0.003664,RMS Threshold,0,0,1
4622,Normal,1,0.000995,RMS Threshold,0,0,1
4623,Normal,1,0.001631,RMS Threshold,0,0,1
4624,Normal,1,0.001268,RMS Threshold,0,0,1
4625,Normal,1,0.006029,RMS Threshold,0,0,1
4626,Normal,1,0.007852,RMS Threshold,0,0,1
4627,Normal,1,0.008698,RMS Threshold,0,0,1
4628,Normal,1,0.001896,RMS Threshold,0,0,1
4629,Noise,0.998403,0.010624,AST Model,0.000774,0.998403,0.000822
4630,Normal,1,0.000913,RMS Threshold,0,0,1
4631,Normal,1,0.002703,RMS Threshold,0,0,1
4632,Normal,1,0.001933,RMS Threshold,0,0,1
4633,Normal,1,0.000754,RMS Threshold,0,0,1
4634,Noise,0.99903,0.014944,AST Model,0.000373,0.99903,0.000598
4635,Normal,1,0.001817,RMS Threshold,0,0,1
4636,Noise,0.927189,0.036008,AST Model,0.07012,0.927189,0.002691
4637,Noise,0.98606,0.017724,AST Model,0.012155,0.98606,0.001785
