sample_id,detected_class,baby_detected,empty_seat_detected,baby_count,empty_seat_count,yolo_confidence,bbox_width,bbox_height,bbox_area,pose_detected,movement_score,lstm_behavior,behavior_confidence,audio_class,audio_confidence,cry_probability,noise_probability,normal_probability,filtered_baby_detected,filtered_behavior,filtered_audio,smoothed_baby_detected,smoothed_behavior,smoothed_audio,smoothed_cry_probability,inactive_streak,recent_sudden_count,risk_score,risk_label,risk_reason
6319,Baby,1,0,1,0,0.816034,162,218,35316,1,0.00659299,Low_Movement,0.9,Noise,0.962275,0.002976,0.962275,0.034749,1,Low_Movement,Noise,1,Low_Movement,Noise,0.005146,0,6,2,Medium_Risk,Low movement detected
6320,Baby,1,0,1,0,0.82398,163,220,35860,1,0.00160965,Low_Movement,0.9,Noise,0.962275,0.002976,0.962275,0.034749,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0049936,0,5,2,Medium_Risk,Low movement detected
6321,Baby,1,0,1,0,0.825143,166,226,37516,1,0.00302507,Inactive,0.95,Noise,0.962275,0.002976,0.962275,0.034749,1,Inactive,Noise,1,Low_Movement,Noise,0.0048412,0,4,2,Medium_Risk,Low movement detected
6322,Baby,1,0,1,0,0.834876,164,214,35096,1,0.0031638,Low_Movement,0.9,Noise,0.962275,0.002976,0.962275,0.034749,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0046888,0,3,2,Medium_Risk,Low movement detected
6323,Baby,1,0,1,0,0.816709,164,222,36408,1,0.00398557,Low_Movement,0.9,Noise,0.987581,0.002427,0.987581,0.009992,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0044998,0,2,2,Medium_Risk,Low movement detected
6324,Baby,1,0,1,0,0.822273,163,223,36349,1,0.00729024,Low_Movement,0.9,Noise,0.987581,0.002427,0.987581,0.009992,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004525933,0,1,2,Medium_Risk,Low movement detected
6325,Baby,1,0,1,0,0.82272,155,214,33170,1,0.00859903,Low_Movement,0.9,Noise,0.987581,0.002427,0.987581,0.009992,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004552067,0,0,2,Medium_Risk,Low movement detected
6326,Baby,1,0,1,0,0.834004,169,231,39039,1,0.00434199,Low_Movement,0.9,Noise,0.987581,0.002427,0.987581,0.009992,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0045782,0,0,2,Medium_Risk,Low movement detected
6327,Baby,1,0,1,0,0.84746,165,224,36960,1,0.00257911,Low_Movement,0.9,Noise,0.987581,0.002427,0.987581,0.009992,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004604333,0,0,2,Medium_Risk,Low movement detected
6328,Baby,1,0,1,0,0.836272,166,215,35690,1,0.00113661,Low_Movement,0.9,Noise,0.983902,0.003436,0.983902,0.012662,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004272733,0,0,2,Medium_Risk,Low movement detected
6329,Baby,1,0,1,0,0.819642,164,216,35424,1,0.00599061,Low_Movement,0.9,Noise,0.983902,0.003436,0.983902,0.012662,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003941133,0,0,2,Medium_Risk,Low movement detected
6330,Baby,1,0,1,0,0.817982,162,212,34344,1,0.00179192,Low_Movement,0.9,Noise,0.983902,0.003436,0.983902,0.012662,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003609533,0,0,2,Medium_Risk,Low movement detected
6331,Baby,1,0,1,0,0.811497,153,213,32589,1,0.02728837,Low_Movement,0.9,Noise,0.983902,0.003436,0.983902,0.012662,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003277933,0,0,2,Medium_Risk,Low movement detected
6332,Baby,1,0,1,0,0.801094,154,213,32802,1,0.00533811,Low_Movement,0.9,Noise,0.983902,0.003436,0.983902,0.012662,1,Low_Movement,Noise,1,Low_Movement,Noise,0.002946333,0,0,2,Medium_Risk,Low movement detected
6333,Baby,1,0,1,0,0.822614,155,216,33480,1,0.00249021,Low_Movement,0.9,Noise,0.903712,0.003967,0.903712,0.092321,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0030124,0,0,2,Medium_Risk,Low movement detected
6334,Baby,1,0,1,0,0.780643,161,209,33649,1,0.00312593,Low_Movement,0.9,Noise,0.903712,0.003967,0.903712,0.092321,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003078467,0,0,2,Medium_Risk,Low movement detected
6335,Baby,1,0,1,0,0.816685,158,207,32706,1,0.00146675,Low_Movement,0.9,Noise,0.903712,0.003967,0.903712,0.092321,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003144533,0,0,2,Medium_Risk,Low movement detected
6336,Baby,1,0,1,0,0.776588,160,205,32800,1,0.00247198,Low_Movement,0.9,Noise,0.903712,0.003967,0.903712,0.092321,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0032106,0,0,2,Medium_Risk,Low movement detected
6337,Baby,1,0,1,0,0.796204,164,193,31652,1,0.00516264,Low_Movement,0.9,Noise,0.903712,0.003967,0.903712,0.092321,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003276667,0,0,2,Medium_Risk,Low movement detected
6338,Baby,1,0,1,0,0.815145,165,210,34650,1,0.00163343,Low_Movement,0.9,Noise,0.990824,0.005747,0.990824,0.003429,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003498,0,0,2,Medium_Risk,Low movement detected
6339,Baby,1,0,1,0,0.82058,151,208,31408,1,0.0012008,Low_Movement,0.9,Noise,0.990824,0.005747,0.990824,0.003429,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003719333,0,0,2,Medium_Risk,Low movement detected
6340,Baby,1,0,1,0,0.830383,157,202,31714,1,0.00093231,Low_Movement,0.9,Noise,0.990824,0.005747,0.990824,0.003429,1,Low_Movement,Noise,1,Low_Movement,Noise,0.003940667,0,0,2,Medium_Risk,Low movement detected
6341,Baby,1,0,1,0,0.819343,149,202,30098,1,0.00108914,Inactive,0.95,Noise,0.990824,0.005747,0.990824,0.003429,1,Inactive,Noise,1,Low_Movement,Noise,0.004162,0,0,2,Medium_Risk,Low movement detected
6342,Baby,1,0,1,0,0.822923,155,208,32240,1,0.00072356,Inactive,0.95,Noise,0.990824,0.005747,0.990824,0.003429,1,Inactive,Noise,1,Low_Movement,Noise,0.004383333,0,0,2,Medium_Risk,Low movement detected
6343,Baby,1,0,1,0,0.808129,152,206,31312,1,0.00069568,Inactive,0.95,Noise,0.974961,0.004142,0.974961,0.020897,1,Inactive,Noise,1,Low_Movement,Noise,0.0044304,0,0,2,Medium_Risk,Low movement detected
6344,Baby,1,0,1,0,0.829658,154,204,31416,1,0.00218056,Inactive,0.95,Noise,0.974961,0.004142,0.974961,0.020897,1,Inactive,Noise,1,Low_Movement,Noise,0.004477467,0,0,2,Medium_Risk,Low movement detected
6345,Baby,1,0,1,0,0.830453,151,207,31257,1,0.00277835,Inactive,0.95,Noise,0.974961,0.004142,0.974961,0.020897,1,Inactive,Noise,1,Low_Movement,Noise,0.004524533,0,0,2,Medium_Risk,Low movement detected
6346,Baby,1,0,1,0,0.79496,161,219,35259,1,0.00203163,Inactive,0.95,Noise,0.974961,0.004142,0.974961,0.020897,1,Inactive,Noise,1,Low_Movement,Noise,0.0045716,0,0,2,Medium_Risk,Low movement detected
6347,Baby,1,0,1,0,0.79256,165,222,36630,1,0.01429672,Low_Movement,0.9,Noise,0.974961,0.004142,0.974961,0.020897,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004618667,0,0,2,Medium_Risk,Low movement detected
6348,Baby,1,0,1,0,0.804254,165,213,35145,1,0.00714388,Low_Movement,0.9,Noise,0.956173,0.004604,0.956173,0.039223,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004661133,0,0,2,Medium_Risk,Low movement detected
6349,Baby,1,0,1,0,0.821318,160,213,34080,1,0.00148506,Low_Movement,0.9,Noise,0.956173,0.004604,0.956173,0.039223,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0047036,0,0,2,Medium_Risk,Low movement detected
6350,Baby,1,0,1,0,0.815604,160,214,34240,1,0.00081161,Low_Movement,0.9,Noise,0.956173,0.004604,0.956173,0.039223,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004746067,0,0,2,Medium_Risk,Low movement detected
6351,Baby,1,0,1,0,0.810348,159,212,33708,1,0.00113779,Low_Movement,0.9,Noise,0.956173,0.004604,0.956173,0.039223,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004788533,0,0,2,Medium_Risk,Low movement detected
6352,Baby,1,0,1,0,0.808469,164,213,34932,1,0.0011084,Low_Movement,0.9,Noise,0.956173,0.004604,0.956173,0.039223,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004831,0,0,2,Medium_Risk,Low movement detected
6353,Baby,1,0,1,0,0.825963,156,216,33696,1,0.00255478,Low_Movement,0.9,Noise,0.890626,0.004499,0.890626,0.104874,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0047478,0,0,2,Medium_Risk,Low movement detected
6354,Baby,1,0,1,0,0.82821,163,218,35534,1,0.0020654,Low_Movement,0.9,Noise,0.890626,0.004499,0.890626,0.104874,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0046646,0,0,2,Medium_Risk,Low movement detected
6355,Baby,1,0,1,0,0.834403,166,214,35524,1,0.00137793,Low_Movement,0.9,Noise,0.890626,0.004499,0.890626,0.104874,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0045814,0,0,2,Medium_Risk,Low movement detected
6356,Baby,1,0,1,0,0.824526,156,215,33540,1,0.00771859,Low_Movement,0.9,Noise,0.890626,0.004499,0.890626,0.104874,1,Low_Movement,Noise,1,Low_Movement,Noise,0.0044982,0,0,2,Medium_Risk,Low movement detected
6357,Baby,1,0,1,0,0.815752,158,216,34128,1,0.00643118,Low_Movement,0.9,Noise,0.890626,0.004499,0.890626,0.104874,1,Low_Movement,Noise,1,Low_Movement,Noise,0.004415,0,0,2,Medium_Risk,Low movement detected
6358,Baby,1,0,1,0,0.821511,160,217,34720,1,0.00198009,Inactive,0.95,Noise,0.939128,0.007217,0.939128,0.053655,1,Inactive,Noise,1,Low_Movement,Noise,0.00462,0,0,2,Medium_Risk,Low movement detected
6359,Baby,1,0,1,0,0.787577,157,204,32028,1,0.00436028,Inactive,0.95,Noise,0.939128,0.007217,0.939128,0.053655,1,Inactive,Noise,1,Low_Movement,Noise,0.004825,0,0,2,Medium_Risk,Low movement detected
6360,Baby,1,0,1,0,0.777669,155,207,32085,1,0.0031335,Inactive,0.95,Noise,0.939128,0.007217,0.939128,0.053655,1,Inactive,Noise,1,Low_Movement,Noise,0.00503,0,0,2,Medium_Risk,Low movement detected
6361,Baby,1,0,1,0,0.782972,160,203,32480,1,0.00119718,Low_Movement,0.9,Noise,0.939128,0.007217,0.939128,0.053655,1,Low_Movement,Noise,1,Low_Movement,Noise,0.005235,0,0,2,Medium_Risk,Low movement detected
6362,Baby,1,0,1,0,0.786496,164,206,33784,1,0.00101285,Low_Movement,0.9,Noise,0.939128,0.007217,0.939128,0.053655,1,Low_Movement,Noise,1,Low_Movement,Noise,0.00544,0,0,2,Medium_Risk,Low movement detected
6363,Baby,1,0,1,0,0.807496,161,210,33810,1,0.00085869,Inactive,0.95,Noise,0.89326,0.008354,0.89326,0.098387,1,Inactive,Noise,1,Low_Movement,Noise,0.00569,0,0,2,Medium_Risk,Low movement detected
6364,Baby,1,0,1,0,0.797719,161,204,32844,1,0.00053344,Low_Movement,0.9,Noise,0.89326,0.008354,0.89326,0.098387,1,Low_Movement,Noise,1,Low_Movement,Noise,0.00594,0,0,2,Medium_Risk,Low movement detected
6365,Baby,1,0,1,0,0.798316,160,206,32960,1,0.00204823,Inactive,0.95,Noise,0.89326,0.008354,0.89326,0.098387,1,Inactive,Noise,1,Low_Movement,Noise,0.00619,0,0,2,Medium_Risk,Low movement detected
6366,Baby,1,0,1,0,0.804753,164,207,33948,1,0.00044411,Inactive,0.95,Noise,0.89326,0.008354,0.89326,0.098387,1,Inactive,Noise,1,Low_Movement,Noise,0.00644,0,0,2,Medium_Risk,Low movement detected
6367,Baby,1,0,1,0,0.794137,157,206,32342,1,0.00135429,Inactive,0.95,Noise,0.89326,0.008354,0.89326,0.098387,1,Inactive,Noise,1,Low_Movement,Noise,0.00669,0,0,2,Medium_Risk,Low movement detected
6368,Baby,1,0,1,0,0.793833,146,212,30952,1,0.00183021,Inactive,0.95,Noise,0.896503,0.006258,0.896503,0.097239,1,Inactive,Noise,1,Inactive,Noise,0.006807267,1,0,2,Medium_Risk,Inactive behavior detected
6369,Baby,1,0,1,0,0.80168,154,210,32340,1,0.0012487,Inactive,0.95,Noise,0.896503,0.006258,0.896503,0.097239,1,Inactive,Noise,1,Inactive,Noise,0.006924533,2,0,2,Medium_Risk,Inactive behavior detected
6370,Baby,1,0,1,0,0.791355,156,213,33228,1,0.00098541,Inactive,0.95,Noise,0.896503,0.006258,0.896503,0.097239,1,Inactive,Noise,1,Inactive,Noise,0.0070418,3,0,2,Medium_Risk,Inactive behavior detected
6371,Baby,1,0,1,0,0.81571,160,211,33760,1,0.00196984,Inactive,0.95,Noise,0.896503,0.006258,0.896503,0.097239,1,Inactive,Noise,1,Inactive,Noise,0.007159067,4,0,2,Medium_Risk,Inactive behavior detected
6372,Baby,1,0,1,0,0.78213,155,207,32085,1,0.00236268,Inactive,0.95,Noise,0.896503,0.006258,0.896503,0.097239,1,Inactive,Noise,1,Inactive,Noise,0.007276333,5,0,2,Medium_Risk,Inactive behavior detected
6373,Baby,1,0,1,0,0.812141,164,213,34932,1,0.00080332,Inactive,0.95,Noise,0.970809,0.00475,0.970809,0.024441,1,Inactive,Noise,1,Inactive,Noise,0.007111867,6,0,2,Medium_Risk,Inactive behavior detected
6374,Baby,1,0,1,0,0.820215,163,212,34556,1,0.00072127,Inactive,0.95,Noise,0.970809,0.00475,0.970809,0.024441,1,Inactive,Noise,1,Inactive,Noise,0.0069474,7,0,2,Medium_Risk,Inactive behavior detected
6375,Baby,1,0,1,0,0.801321,163,211,34393,1,0.00221027,Inactive,0.95,Noise,0.970809,0.00475,0.970809,0.024441,1,Inactive,Noise,1,Inactive,Noise,0.006782933,8,0,2,Medium_Risk,Inactive behavior detected
6376,Baby,1,0,1,0,0.809435,154,208,32032,1,0.00132137,Inactive,0.95,Noise,0.970809,0.00475,0.970809,0.024441,1,Inactive,Noise,1,Inactive,Noise,0.006618467,9,0,2,Medium_Risk,Inactive behavior detected
6377,Baby,1,0,1,0,0.794919,159,209,33231,1,0.00102651,Inactive,0.95,Noise,0.970809,0.00475,0.970809,0.024441,1,Inactive,Noise,1,Inactive,Noise,0.006454,10,0,2,Medium_Risk,Inactive behavior detected
6378,Baby,1,0,1,0,0.823278,156,215,33540,1,0.00116774,Inactive,0.95,Noise,0.963105,0.003676,0.963105,0.033219,1,Inactive,Noise,1,Inactive,Noise,0.006142133,11,0,2,Medium_Risk,Inactive behavior detected
6379,Baby,1,0,1,0,0.814004,158,208,32864,1,0.00142863,Inactive,0.95,Noise,0.963105,0.003676,0.963105,0.033219,1,Inactive,Noise,1,Inactive,Noise,0.005830267,12,0,2,Medium_Risk,Inactive behavior detected
6380,Baby,1,0,1,0,0.815229,153,209,31977,1,0.00041818,Inactive,0.95,Noise,0.963105,0.003676,0.963105,0.033219,1,Inactive,Noise,1,Inactive,Noise,0.0055184,13,0,2,Medium_Risk,Inactive behavior detected
6381,Baby,1,0,1,0,0.810233,159,209,33231,1,0.0007436,Inactive,0.95,Noise,0.963105,0.003676,0.963105,0.033219,1,Inactive,Noise,1,Inactive,Noise,0.005206533,14,0,2,Medium_Risk,Inactive behavior detected
6382,Baby,1,0,1,0,0.813944,157,208,32656,1,0.00062743,Inactive,0.95,Noise,0.963105,0.003676,0.963105,0.033219,1,Inactive,Noise,1,Inactive,Noise,0.004894667,15,0,2,Medium_Risk,Inactive behavior detected
6383,Baby,1,0,1,0,0.796014,149,204,30396,1,0.00096046,Inactive,0.95,Noise,0.976943,0.002015,0.976943,0.021042,1,Inactive,Noise,1,Inactive,Noise,0.0046118,16,0,2,Medium_Risk,Inactive behavior detected
6384,Baby,1,0,1,0,0.807783,152,207,31464,1,0.00094467,Inactive,0.95,Noise,0.976943,0.002015,0.976943,0.021042,1,Inactive,Noise,1,Inactive,Noise,0.004328933,17,0,2,Medium_Risk,Inactive behavior detected
6385,Baby,1,0,1,0,0.800476,150,205,30750,1,0.00041725,Inactive,0.95,Noise,0.976943,0.002015,0.976943,0.021042,1,Inactive,Noise,1,Inactive,Noise,0.004046067,18,0,2,Medium_Risk,Inactive behavior detected
6386,Baby,1,0,1,0,0.802051,151,207,31257,1,0.00052334,Inactive,0.95,Noise,0.976943,0.002015,0.976943,0.021042,1,Inactive,Noise,1,Inactive,Noise,0.0037632,19,0,2,Medium_Risk,Inactive behavior detected
6387,Baby,1,0,1,0,0.798559,154,211,32494,1,0.00047556,Inactive,0.95,Noise,0.976943,0.002015,0.976943,0.021042,1,Inactive,Noise,1,Inactive,Noise,0.003480333,20,0,2,Medium_Risk,Inactive behavior detected
6388,Baby,1,0,1,0,0.799195,156,203,31668,1,0.00036357,Inactive,0.95,Noise,0.986276,0.001113,0.986276,0.012612,1,Inactive,Noise,1,Inactive,Noise,0.003237867,21,0,2,Medium_Risk,Inactive behavior detected
6389,Baby,1,0,1,0,0.79863,154,205,31570,1,0.00174024,Inactive,0.95,Noise,0.986276,0.001113,0.986276,0.012612,1,Inactive,Noise,1,Inactive,Noise,0.0029954,22,0,2,Medium_Risk,Inactive behavior detected
6390,Baby,1,0,1,0,0.806934,157,209,32813,1,0.00044531,Inactive,0.95,Noise,0.986276,0.001113,0.986276,0.012612,1,Inactive,Noise,1,Inactive,Noise,0.002752933,23,0,2,Medium_Risk,Inactive behavior detected
6391,Baby,1,0,1,0,0.791235,159,202,32118,1,0.00119255,Inactive,0.95,Noise,0.986276,0.001113,0.986276,0.012612,1,Inactive,Noise,1,Inactive,Noise,0.002510467,24,0,2,Medium_Risk,Inactive behavior detected
6392,Baby,1,0,1,0,0.829374,158,219,34602,1,0.00472498,Inactive,0.95,Noise,0.986276,0.001113,0.986276,0.012612,1,Inactive,Noise,1,Inactive,Noise,0.002268,25,0,2,Medium_Risk,Inactive behavior detected
6393,Baby,1,0,1,0,0.79653,153,196,29988,1,0.00338391,Inactive,0.95,Noise,0.807758,0.006423,0.807758,0.185819,1,Inactive,Noise,1,Inactive,Noise,0.002451133,26,0,2,Medium_Risk,Inactive behavior detected
6394,Baby,1,0,1,0,0.839193,174,206,35844,1,0.00386385,Inactive,0.95,Noise,0.807758,0.006423,0.807758,0.185819,1,Inactive,Noise,1,Inactive,Noise,0.002634267,27,0,2,Medium_Risk,Inactive behavior detected
6395,Baby,1,0,1,0,0.823023,178,205,36490,1,0.00301498,Inactive,0.95,Noise,0.807758,0.006423,0.807758,0.185819,1,Inactive,Noise,1,Inactive,Noise,0.0028174,28,0,2,Medium_Risk,Inactive behavior detected
6396,Baby,1,0,1,0,0.805512,175,210,36750,1,0.00119358,Inactive,0.95,Noise,0.807758,0.006423,0.807758,0.185819,1,Inactive,Noise,1,Inactive,Noise,0.003000533,29,0,2,Medium_Risk,Inactive behavior detected
6397,Baby,1,0,1,0,0.738839,173,204,35292,1,0.00155606,Inactive,0.95,Noise,0.963346,0.005358,0.963346,0.031297,1,Inactive,Noise,1,Inactive,Noise,0.003112667,30,0,2,Medium_Risk,Inactive behavior detected
6398,Baby,1,0,1,0,0.497484,142,226,32092,1,0.01268804,Low_Movement,0.9,Noise,0.963346,0.005358,0.963346,0.031297,0,Low_Movement,Noise,1,Inactive,Noise,0.003335533,31,0,2,Medium_Risk,Inactive behavior detected
6399,Baby,1,0,1,0,0.799153,153,209,31977,1,0.03482263,Normal_Movement,0.792853,Noise,0.963346,0.005358,0.963346,0.031297,1,Normal_Movement,Noise,1,Inactive,Noise,0.0035584,32,0,2,Medium_Risk,Inactive behavior detected
6400,,0,0,0,0,0,0,0,0,1,0.03005121,Normal_Movement,0.792518,Noise,0.963346,0.005358,0.963346,0.031297,0,Normal_Movement,Noise,1,Inactive,Noise,0.003781267,33,0,2,Medium_Risk,Inactive behavior detected
6401,Baby,1,0,1,0,0.710773,168,216,36288,1,0.01330775,Sudden_Movement,0.95,Noise,0.963346,0.005358,0.963346,0.031297,1,Sudden_Movement,Noise,1,Inactive,Noise,0.004004133,34,0,2,Medium_Risk,Inactive behavior detected
6402,Baby,1,0,1,0,0.834774,155,209,32395,1,0.00504314,Sudden_Movement,0.95,Noise,0.994729,0.001993,0.994729,0.003278,1,Sudden_Movement,Noise,1,Inactive,Noise,0.004002667,35,0,2,Medium_Risk,Inactive behavior detected
6403,Baby,1,0,1,0,0.817816,156,219,34164,1,0.00568081,Sudden_Movement,0.95,Noise,0.994729,0.001993,0.994729,0.003278,1,Sudden_Movement,Noise,1,Inactive,Noise,0.004061333,36,0,2,Medium_Risk,Inactive behavior detected
6404,Baby,1,0,1,0,0.802821,157,219,34383,1,0.0019434,Sudden_Movement,0.95,Noise,0.994729,0.001993,0.994729,0.003278,1,Sudden_Movement,Noise,1,Inactive,Noise,0.00412,37,0,2,Medium_Risk,Inactive behavior detected
6405,Baby,1,0,1,0,0.829013,163,224,36512,1,0.00691377,Sudden_Movement,0.95,Noise,0.994729,0.001993,0.994729,0.003278,1,Sudden_Movement,Noise,1,Inactive,Noise,0.004178667,38,0,2,Medium_Risk,Inactive behavior detected
6406,Baby,1,0,1,0,0.79177,162,209,33858,1,0.00640567,Sudden_Movement,0.95,Noise,0.994729,0.001993,0.994729,0.003278,1,Sudden_Movement,Noise,1,Inactive,Noise,0.004237333,39,0,2,Medium_Risk,Inactive behavior detected
6407,Baby,1,0,1,0,0.827475,164,225,36900,1,0.00172416,Sudden_Movement,0.95,Noise,0.997148,0.00241,0.997148,0.000442,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.0043238,0,1,2,Medium_Risk,Sudden movement detected
6408,Baby,1,0,1,0,0.835894,163,222,36186,1,0.01434394,Sudden_Movement,0.95,Noise,0.997148,0.00241,0.997148,0.000442,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.004056267,0,2,2,Medium_Risk,Sudden movement detected
6409,Baby,1,0,1,0,0.833355,160,217,34720,1,0.00162048,Sudden_Movement,0.95,Noise,0.997148,0.00241,0.997148,0.000442,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.003788733,0,3,2,Medium_Risk,Sudden movement detected
6410,Baby,1,0,2,0,0.816234,156,218,34008,1,0.00885398,Low_Movement,0.9,Noise,0.997148,0.00241,0.997148,0.000442,1,Low_Movement,Noise,1,Sudden_Movement,Noise,0.0035212,0,4,2,Medium_Risk,Sudden movement detected
6411,Baby,1,0,1,0,0.829774,150,217,32550,1,0.03957959,Sudden_Movement,0.95,Noise,0.997148,0.00241,0.997148,0.000442,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.003253667,0,5,2,Medium_Risk,Sudden movement detected
6412,Baby,1,0,1,0,0.830579,172,239,41108,1,0.02828021,Sudden_Movement,0.95,Noise,0.987397,0.002236,0.987397,0.010367,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.003045533,0,6,2,Medium_Risk,Sudden movement detected
6413,Baby,1,0,1,0,0.797479,166,202,33532,1,0.04721786,Sudden_Movement,0.95,Noise,0.987397,0.002236,0.987397,0.010367,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.0028374,0,7,2,Medium_Risk,Sudden movement detected
6414,Baby,1,0,1,0,0.776382,158,216,34128,1,0.02184685,Sudden_Movement,0.95,Noise,0.987397,0.002236,0.987397,0.010367,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.002629267,0,8,2,Medium_Risk,Sudden movement detected
6415,Baby,1,0,2,0,0.749122,155,205,31775,1,0.00603472,Sudden_Movement,0.95,Noise,0.987397,0.002236,0.987397,0.010367,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.002421133,0,9,2,Medium_Risk,Sudden movement detected
6416,Baby,1,0,1,0,0.77234,158,208,32864,1,0.01111575,Sudden_Movement,0.95,Noise,0.987397,0.002236,0.987397,0.010367,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.002213,0,10,2,Medium_Risk,Sudden movement detected
6417,Baby,1,0,1,0,0.781874,164,209,34276,1,0.00190054,Sudden_Movement,0.95,Noise,0.873457,0.006878,0.873457,0.119664,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.002538667,0,11,2,Medium_Risk,Sudden movement detected
6418,Baby,1,0,1,0,0.784717,158,214,33812,1,0.00586223,Sudden_Movement,0.95,Noise,0.873457,0.006878,0.873457,0.119664,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.002864333,0,12,3,High_Risk,Repeated sudden movement detected
6419,Baby,1,0,1,0,0.805067,157,215,33755,1,0.00261152,Sudden_Movement,0.95,Noise,0.873457,0.006878,0.873457,0.119664,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.00319,0,13,3,High_Risk,Repeated sudden movement detected
6420,Baby,1,0,1,0,0.721908,156,198,30888,1,0.02397907,Sudden_Movement,0.95,Noise,0.873457,0.006878,0.873457,0.119664,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.003515667,0,14,3,High_Risk,Repeated sudden movement detected
6421,Baby,1,0,1,0,0.836313,156,216,33696,1,0.00965321,Sudden_Movement,0.95,Noise,0.873457,0.006878,0.873457,0.119664,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.003841333,0,15,3,High_Risk,Repeated sudden movement detected
6422,Baby,1,0,1,0,0.812409,154,208,32032,1,0.00414826,Sudden_Movement,0.95,Noise,0.958396,0.036773,0.958396,0.004831,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.0061322,0,16,3,High_Risk,Repeated sudden movement detected
6423,Baby,1,0,1,0,0.80237,157,213,33441,1,0.0025795,Normal_Movement,0.793892,Noise,0.958396,0.036773,0.958396,0.004831,1,Normal_Movement,Noise,1,Sudden_Movement,Noise,0.008423067,0,17,3,High_Risk,Repeated sudden movement detected
6424,Baby,1,0,1,0,0.81334,155,203,31465,1,0.01580365,Normal_Movement,0.793836,Noise,0.958396,0.036773,0.958396,0.004831,1,Normal_Movement,Noise,1,Sudden_Movement,Noise,0.010713933,0,18,3,High_Risk,Repeated sudden movement detected
6425,Baby,1,0,1,0,0.809454,160,213,34080,1,0.0062163,Normal_Movement,0.793699,Noise,0.958396,0.036773,0.958396,0.004831,1,Normal_Movement,Noise,1,Sudden_Movement,Noise,0.0130048,0,19,3,High_Risk,Repeated sudden movement detected
6426,Baby,1,0,1,0,0.82674,160,213,34080,1,0.00828951,Normal_Movement,0.793677,Noise,0.958396,0.036773,0.958396,0.004831,1,Normal_Movement,Noise,1,Sudden_Movement,Noise,0.015295667,0,20,3,High_Risk,Repeated sudden movement detected
6427,Baby,1,0,2,0,0.788492,159,204,32436,1,0.00162125,Normal_Movement,0.793566,Noise,0.993542,0.001601,0.993542,0.004857,1,Normal_Movement,Noise,1,Sudden_Movement,Noise,0.015253333,0,20,3,High_Risk,Repeated sudden movement detected
6428,,0,0,0,0,0,0,0,0,1,0.11959382,Sudden_Movement,0.95,Noise,0.993542,0.001601,0.993542,0.004857,0,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.015211,0,20,3,High_Risk,Repeated sudden movement detected
6429,Empty Seat,0,1,0,1,0.676055,298,241,71818,1,0.01369593,Sudden_Movement,0.95,Noise,0.993542,0.001601,0.993542,0.004857,0,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.015168667,0,20,3,High_Risk,Repeated sudden movement detected
