sample_id,detected_class,baby_detected,empty_seat_detected,baby_count,empty_seat_count,yolo_confidence,bbox_width,bbox_height,bbox_area,pose_detected,movement_score,lstm_behavior,behavior_confidence,audio_class,audio_confidence,cry_probability,noise_probability,normal_probability,filtered_baby_detected,filtered_behavior,filtered_audio,smoothed_baby_detected,smoothed_behavior,smoothed_audio,smoothed_cry_probability,inactive_streak,recent_sudden_count,risk_score,risk_label,risk_reason
11,Baby,1,0,1,0,0.88591,350,481,168350,1,0.00197411,Normal_Movement,0.793496,Normal,0.883802,0.003653,0.112544,0.883802,1,Normal_Movement,Normal,1,Normal_Movement,Normal,0.003653,0,0,1,Low_Risk,Normal movement without confirmed crying
12,Baby,1,0,1,0,0.869681,350,469,164150,1,0.00397807,Normal_Movement,0.793412,Normal,0.883802,0.003653,0.112544,0.883802,1,Normal_Movement,Normal,1,Normal_Movement,Normal,0.003653,0,0,1,Low_Risk,Normal movement without confirmed crying
13,Baby,1,0,1,0,0.865973,348,456,158688,1,0.00452552,Normal_Movement,0.793489,Normal,0.883802,0.003653,0.112544,0.883802,1,Normal_Movement,Normal,1,Normal_Movement,Normal,0.003653,0,0,1,Low_Risk,Normal movement without confirmed crying
14,Baby,1,0,1,0,0.877584,353,477,168381,1,0.00196846,Normal_Movement,0.793473,Normal,0.998644,0.000573,0.000783,0.998644,1,Normal_Movement,Normal,1,Normal_Movement,Normal,0.002883,0,0,1,Low_Risk,Normal movement without confirmed crying
15,Baby,1,0,1,0,0.880288,335,471,157785,1,0.00281886,Normal_Movement,0.793512,Normal,0.998644,0.000573,0.000783,0.998644,1,Normal_Movement,Normal,1,Normal_Movement,Normal,0.002421,0,0,1,Low_Risk,Normal movement without confirmed crying
16,Baby,1,0,1,0,0.86428,343,474,162582,1,0.00028459,Normal_Movement,0.793487,Normal,0.998644,0.000573,0.000783,0.998644,1,Normal_Movement,Normal,1,Normal_Movement,Normal,0.002113,0,0,1,Low_Risk,Normal movement without confirmed crying
17,Baby,1,0,1,0,0.855265,360,497,178920,1,0.00926925,Low_Movement,0.9,Normal,0.998644,0.000573,0.000783,0.998644,1,Low_Movement,Normal,1,Low_Movement,Normal,0.001893,0,0,2,Medium_Risk,Low movement detected
18,Baby,1,0,1,0,0.88802,345,462,159390,1,0.0010352,Low_Movement,0.9,Normal,0.912366,0.003256,0.084378,0.912366,1,Low_Movement,Normal,1,Normal_Movement,Normal,0.002063375,0,0,1,Low_Risk,Normal movement without confirmed crying
19,Baby,1,0,1,0,0.883452,330,468,154440,1,0.00748548,Low_Movement,0.9,Normal,0.912366,0.003256,0.084378,0.912366,1,Low_Movement,Normal,1,Normal_Movement,Normal,0.002195889,0,0,1,Low_Risk,Normal movement without confirmed crying
20,Baby,1,0,1,0,0.894397,347,484,167948,1,0.00169759,Low_Movement,0.9,Normal,0.912366,0.003256,0.084378,0.912366,1,Low_Movement,Normal,1,Normal_Movement,Normal,0.0023019,0,0,1,Low_Risk,Normal movement without confirmed crying
21,Baby,1,0,1,0,0.880171,341,461,157201,1,0.00368793,Low_Movement,0.9,Normal,0.912366,0.003256,0.084378,0.912366,1,Low_Movement,Normal,1,Normal_Movement,Normal,0.002388636,0,0,1,Low_Risk,Normal movement without confirmed crying
22,Baby,1,0,1,0,0.858818,331,407,134717,1,0.00444899,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,1,Low_Movement,Normal,1,Normal_Movement,Normal,0.002480833,0,0,1,Low_Risk,Normal movement without confirmed crying
23,Baby,1,0,1,0,0.863901,334,428,142952,1,0.00217111,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,1,Low_Movement,Normal,1,Low_Movement,Normal,0.002558846,0,0,2,Medium_Risk,Low movement detected
24,Baby,1,0,1,0,0.880629,354,456,161424,1,0.00277069,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,1,Low_Movement,Normal,1,Low_Movement,Normal,0.002625714,0,0,2,Medium_Risk,Low movement detected
25,Baby,1,0,1,0,0.910983,307,396,121572,1,0.01384695,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,1,Low_Movement,Normal,1,Low_Movement,Normal,0.002683667,0,0,2,Medium_Risk,Low movement detected
26,Baby,1,0,1,0,0.897833,322,417,134274,1,0.00746522,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,1,Low_Movement,Normal,1,Low_Movement,Normal,0.002673133,0,0,2,Medium_Risk,Low movement detected
27,Baby,1,0,1,0,0.902599,334,411,137274,1,0.0011853,Low_Movement,0.9,Normal,0.998843,0.000419,0.000739,0.998843,1,Low_Movement,Normal,1,Low_Movement,Normal,0.002457533,0,0,2,Medium_Risk,Low movement detected
28,Baby,1,0,1,0,0.884972,353,422,148966,1,0.01038683,Low_Movement,0.9,Normal,0.998843,0.000419,0.000739,0.998843,1,Low_Movement,Normal,1,Low_Movement,Normal,0.002241933,0,0,2,Medium_Risk,Low movement detected
29,Baby,1,0,1,0,0.83502,302,392,118384,1,0.00666659,Low_Movement,0.9,Normal,0.998843,0.000419,0.000739,0.998843,1,Low_Movement,Normal,1,Low_Movement,Normal,0.002231667,0,0,2,Medium_Risk,Low movement detected
30,Baby,1,0,1,0,0.721248,339,399,135261,1,0.00606862,Low_Movement,0.9,Normal,0.998843,0.000419,0.000739,0.998843,1,Low_Movement,Normal,1,Low_Movement,Normal,0.0022214,0,0,2,Medium_Risk,Low movement detected
31,Baby,1,0,1,0,0.801675,301,360,108360,1,0.00272209,Normal_Movement,0.792968,Normal,0.998819,0.000415,0.000766,0.998819,1,Normal_Movement,Normal,1,Low_Movement,Normal,0.002210867,0,0,2,Medium_Risk,Low movement detected
32,Baby,1,0,1,0,0.769718,383,389,148987,1,0.0310692,Sudden_Movement,0.95,Normal,0.998819,0.000415,0.000766,0.998819,1,Sudden_Movement,Normal,1,Low_Movement,Normal,0.002200333,0,0,2,Medium_Risk,Low movement detected
33,Baby,1,0,1,0,0.732649,330,369,121770,1,0.04433224,Sudden_Movement,0.95,Normal,0.998819,0.000415,0.000766,0.998819,1,Sudden_Movement,Normal,1,Low_Movement,Normal,0.002010933,0,0,2,Medium_Risk,Low movement detected
34,,0,0,0,0,0,0,0,0,1,0.00979598,Sudden_Movement,0.95,Normal,0.998819,0.000415,0.000766,0.998819,0,Sudden_Movement,Normal,1,Low_Movement,Normal,0.001821533,0,0,2,Medium_Risk,Low movement detected
35,Baby,1,0,1,0,0.852259,347,422,146434,1,0.05944214,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,1,Sudden_Movement,Normal,1,Low_Movement,Normal,0.001621933,0,0,2,Medium_Risk,Low movement detected
36,Baby,1,0,1,0,0.531275,423,479,202617,1,0.01184221,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,1,Sudden_Movement,Normal,1,Low_Movement,Normal,0.001422333,0,0,2,Medium_Risk,Low movement detected
37,Baby,1,0,1,0,0.875279,309,382,118038,1,0.00926159,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,1,Sudden_Movement,Normal,1,Low_Movement,Normal,0.0012068,0,0,2,Medium_Risk,Low movement detected
38,Baby,1,0,1,0,0.786099,294,368,108192,1,0.04140138,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,1,Sudden_Movement,Normal,1,Low_Movement,Normal,0.000991267,0,0,2,Medium_Risk,Low movement detected
39,Baby,1,0,1,0,0.76917,298,355,105790,1,0.01357729,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.000775733,0,1,2,Medium_Risk,Sudden movement detected
40,Baby,1,0,1,0,0.78721,289,366,105774,1,0.0065701,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.0005602,0,2,2,Medium_Risk,Sudden movement detected
41,Baby,1,0,1,0,0.876149,294,368,108192,1,0.00270846,Sudden_Movement,0.95,Normal,0.915417,0.002917,0.081667,0.915417,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.000521667,0,3,2,Medium_Risk,Sudden movement detected
42,Baby,1,0,1,0,0.863585,307,405,124335,1,0.00367732,Sudden_Movement,0.95,Normal,0.915417,0.002917,0.081667,0.915417,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.0006882,0,4,2,Medium_Risk,Sudden movement detected
43,Baby,1,0,1,0,0.861882,298,389,115922,1,0.00409868,Sudden_Movement,0.95,Normal,0.915417,0.002917,0.081667,0.915417,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.000854733,0,5,2,Medium_Risk,Sudden movement detected
44,Baby,1,0,1,0,0.838746,300,388,116400,1,0.00242618,Sudden_Movement,0.95,Normal,0.915417,0.002917,0.081667,0.915417,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.001021267,0,6,2,Medium_Risk,Sudden movement detected
45,Baby,1,0,1,0,0.880869,303,371,112413,1,0.00985782,Sudden_Movement,0.95,Normal,0.99733,0.000826,0.001843,0.99733,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.0010484,0,7,2,Medium_Risk,Sudden movement detected
46,Baby,1,0,1,0,0.882851,301,377,113477,1,0.00603421,Sudden_Movement,0.95,Normal,0.99733,0.000826,0.001843,0.99733,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.0010758,0,8,2,Medium_Risk,Sudden movement detected
47,Baby,1,0,1,0,0.865164,301,372,111972,1,0.00186144,Sudden_Movement,0.95,Normal,0.99733,0.000826,0.001843,0.99733,1,Sudden_Movement,Normal,1,Sudden_Movement,Normal,0.0011032,0,9,2,Medium_Risk,Sudden movement detected
48,Baby,1,0,1,0,0.873504,300,387,116100,1,0.01181142,Low_Movement,0.9,Normal,0.99733,0.000826,0.001843,0.99733,1,Low_Movement,Normal,1,Sudden_Movement,Normal,0.0011306,0,10,2,Medium_Risk,Sudden movement detected
49,Baby,1,0,1,0,0.858065,297,370,109890,1,0.00241452,Low_Movement,0.9,Normal,0.99733,0.000826,0.001843,0.99733,1,Low_Movement,Normal,1,Sudden_Movement,Normal,0.001158,0,11,2,Medium_Risk,Sudden movement detected
50,Baby,1,0,1,0,0.817386,294,371,109074,1,0.00803621,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,1,Low_Movement,Noise,1,Sudden_Movement,Normal,0.001350333,0,12,3,High_Risk,Repeated sudden movement detected
51,Baby,1,0,1,0,0.852032,310,392,121520,1,0.00066594,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,1,Low_Movement,Noise,1,Sudden_Movement,Normal,0.001542667,0,13,3,High_Risk,Repeated sudden movement detected
52,Baby,1,0,1,0,0.798261,314,382,119948,1,0.00175684,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,1,Low_Movement,Noise,1,Sudden_Movement,Normal,0.001735,0,14,3,High_Risk,Repeated sudden movement detected
53,Baby,1,0,1,0,0.829824,305,388,118340,1,0.00042544,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,1,Low_Movement,Noise,1,Sudden_Movement,Normal,0.001927333,0,15,3,High_Risk,Repeated sudden movement detected
54,Baby,1,0,1,0,0.867543,304,378,114912,1,0.00283158,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,1,Low_Movement,Noise,1,Sudden_Movement,Normal,0.002119667,0,16,3,High_Risk,Repeated sudden movement detected
55,Baby,1,0,1,0,0.867238,299,388,116012,1,0.00260808,Low_Movement,0.9,Noise,0.930893,0.068203,0.930893,0.000904,1,Low_Movement,Noise,1,Low_Movement,Normal,0.006649067,0,16,3,High_Risk,Repeated sudden movement detected
56,Baby,1,0,1,0,0.816485,311,370,115070,1,0.00379622,Low_Movement,0.9,Noise,0.930893,0.068203,0.930893,0.000904,1,Low_Movement,Noise,1,Low_Movement,Normal,0.011001467,0,16,3,High_Risk,Repeated sudden movement detected
57,Baby,1,0,1,0,0.789723,331,344,113864,1,0.00670101,Low_Movement,0.9,Noise,0.930893,0.068203,0.930893,0.000904,1,Low_Movement,Noise,1,Low_Movement,Noise,0.015353867,0,16,3,High_Risk,Repeated sudden movement detected
58,Baby,1,0,1,0,0.849954,322,367,118174,1,0.01449008,Normal_Movement,0.792909,Noise,0.930893,0.068203,0.930893,0.000904,1,Normal_Movement,Noise,1,Low_Movement,Noise,0.019706267,0,16,3,High_Risk,Repeated sudden movement detected
59,Baby,1,0,1,0,0.853271,303,369,111807,1,0.00400831,Normal_Movement,0.7928,Noise,0.930893,0.068203,0.930893,0.000904,1,Normal_Movement,Noise,1,Low_Movement,Noise,0.024058667,0,15,3,High_Risk,Repeated sudden movement detected
60,Baby,1,0,1,0,0.860432,297,386,114642,1,0.00591977,Normal_Movement,0.793138,Normal,0.499104,0.009791,0.491105,0.499104,1,Normal_Movement,Unknown,1,Low_Movement,Noise,0.024656333,0,14,3,High_Risk,Repeated sudden movement detected
61,Baby,1,0,1,0,0.861901,311,382,118802,1,0.00613563,Normal_Movement,0.793296,Normal,0.499104,0.009791,0.491105,0.499104,1,Normal_Movement,Unknown,1,Low_Movement,Noise,0.025254,0,13,3,High_Risk,Repeated sudden movement detected
62,Baby,1,0,1,0,0.830074,307,380,116660,1,0.01519992,Normal_Movement,0.793336,Normal,0.499104,0.009791,0.491105,0.499104,1,Normal_Movement,Unknown,1,Low_Movement,Noise,0.025851667,0,12,3,High_Risk,Repeated sudden movement detected
63,Baby,1,0,1,0,0.853491,307,381,116967,1,0.00179665,Normal_Movement,0.793252,Normal,0.499104,0.009791,0.491105,0.499104,1,Normal_Movement,Unknown,1,Low_Movement,Noise,0.026449333,0,11,2,Medium_Risk,Low movement detected
64,Baby,1,0,1,0,0.853583,311,384,119424,1,0.00318393,Normal_Movement,0.793401,Cry,0.671568,0.671568,0.322535,0.005897,1,Normal_Movement,Cry,1,Low_Movement,Noise,0.071165467,0,10,2,Medium_Risk,Low movement detected
65,Baby,1,0,1,0,0.856051,302,388,117176,1,0.00169924,Normal_Movement,0.793454,Cry,0.671568,0.671568,0.322535,0.005897,1,Normal_Movement,Cry,1,Normal_Movement,Noise,0.115726867,0,9,1,Low_Risk,Normal movement without confirmed crying
66,Baby,1,0,1,0,0.830743,311,367,114137,1,0.00109845,Low_Movement,0.9,Cry,0.671568,0.671568,0.322535,0.005897,1,Low_Movement,Cry,1,Normal_Movement,Noise,0.160288267,0,8,1,Low_Risk,Normal movement without confirmed crying
67,Baby,1,0,1,0,0.808055,327,386,126222,1,0.05062305,Sudden_Movement,0.95,Cry,0.671568,0.671568,0.322535,0.005897,1,Sudden_Movement,Cry,1,Normal_Movement,Noise,0.204849667,0,7,1,Low_Risk,Normal movement without confirmed crying
68,Baby,1,0,1,0,0.803336,335,433,145055,1,0.0174044,Sudden_Movement,0.95,Cry,0.671568,0.671568,0.322535,0.005897,1,Sudden_Movement,Cry,1,Normal_Movement,Noise,0.249411067,0,6,1,Low_Risk,Normal movement without confirmed crying
69,Baby,1,0,1,0,0.824448,344,420,144480,1,0.00732044,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,1,Sudden_Movement,Noise,1,Normal_Movement,Noise,0.250031,0,5,1,Low_Risk,Normal movement without confirmed crying
70,Baby,1,0,1,0,0.631237,281,438,123078,1,0.05451497,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,1,Sudden_Movement,Noise,1,Normal_Movement,Noise,0.246313867,0,4,1,Low_Risk,Normal movement without confirmed crying
71,Baby,1,0,1,0,0.47729,310,319,98890,1,0.08010637,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,0,Sudden_Movement,Noise,1,Normal_Movement,Noise,0.242596733,0,3,1,Low_Risk,Normal movement without confirmed crying
72,Baby,1,0,1,0,0.781191,243,357,86751,1,0.04717981,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,1,Sudden_Movement,Noise,1,Normal_Movement,Noise,0.2388796,0,2,1,Low_Risk,Normal movement without confirmed crying
73,Baby,1,0,1,0,0.800897,212,312,66144,1,0.12068786,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,1,Sudden_Movement,Noise,1,Normal_Movement,Noise,0.235162467,0,1,1,Low_Risk,Normal movement without confirmed crying
74,,0,0,0,0,0,0,0,0,1,0.10883708,Sudden_Movement,0.95,Normal,0.999367,0.000239,0.000394,0.999367,0,Sudden_Movement,Normal,1,Sudden_Movement,Cry,0.230631533,0,1,3,High_Risk,Crying detected with sudden movement
75,Baby,1,0,1,0,0.759457,205,295,60475,1,0.08302493,Sudden_Movement,0.95,Normal,0.999367,0.000239,0.000394,0.999367,1,Sudden_Movement,Normal,1,Sudden_Movement,Cry,0.229994733,0,2,3,High_Risk,Crying detected with sudden movement
76,Baby,1,0,1,0,0.632548,202,273,55146,1,0.03122253,Sudden_Movement,0.95,Normal,0.999367,0.000239,0.000394,0.999367,1,Sudden_Movement,Normal,1,Sudden_Movement,Cry,0.229357933,0,3,3,High_Risk,Crying detected with sudden movement
77,Baby,1,0,1,0,0.805595,175,252,44100,1,0.11161178,Sudden_Movement,0.95,Normal,0.999367,0.000239,0.000394,0.999367,1,Sudden_Movement,Normal,1,Sudden_Movement,Cry,0.228721133,0,4,3,High_Risk,Crying detected with sudden movement
78,Baby,1,0,1,0,0.744775,184,274,50416,1,0.05523484,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.228192467,0,5,2,Medium_Risk,Sudden movement detected
79,Baby,1,0,1,0,0.593369,196,282,55272,1,0.05131401,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.183545333,0,6,2,Medium_Risk,Sudden movement detected
80,,0,0,0,0,0,0,0,0,1,0.01149583,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,0,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.1388982,0,7,2,Medium_Risk,Sudden movement detected
81,,0,0,0,0,0,0,0,0,1,0.01027824,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,0,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.094251067,0,8,2,Medium_Risk,Sudden movement detected
82,Baby,1,0,1,0,0.714869,187,275,51425,1,0.02623903,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.049603933,0,9,2,Medium_Risk,Sudden movement detected
83,Baby,1,0,1,0,0.684299,173,245,42385,1,0.19492916,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.004992067,0,10,2,Medium_Risk,Sudden movement detected
84,Baby,1,0,1,0,0.453491,167,253,42251,1,0.03669853,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,0,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.004321667,0,11,2,Medium_Risk,Sudden movement detected
85,Baby,1,0,1,0,0.741936,166,251,41666,1,0.06643331,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.003651267,0,12,3,High_Risk,Repeated sudden movement detected
86,Baby,1,0,1,0,0.640707,171,248,42408,1,0.05144028,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.002980867,0,13,3,High_Risk,Repeated sudden movement detected
87,Baby,1,0,1,0,0.601532,175,234,40950,1,0.01290734,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,1,Sudden_Movement,Noise,1,Sudden_Movement,Noise,0.002310467,0,14,3,High_Risk,Repeated sudden movement detected
88,Baby,1,0,1,0,0.485128,179,241,43139,1,0.00473209,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,0,Sudden_Movement,Cry,1,Sudden_Movement,Noise,0.0672392,0,15,3,High_Risk,Repeated sudden movement detected
89,Baby,1,0,1,0,0.679916,177,259,45843,1,0.00364511,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,1,Sudden_Movement,Cry,1,Sudden_Movement,Noise,0.132981733,0,16,3,High_Risk,Repeated sudden movement detected
90,Baby,1,0,1,0,0.490016,180,251,45180,1,0.00447862,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,0,Sudden_Movement,Cry,1,Sudden_Movement,Noise,0.198724267,0,17,3,High_Risk,Repeated sudden movement detected
91,Baby,1,0,1,0,0.604523,182,250,45500,1,0.00425372,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,1,Sudden_Movement,Cry,1,Sudden_Movement,Noise,0.2644668,0,18,3,High_Risk,Repeated sudden movement detected
92,Baby,1,0,1,0,0.534896,175,251,43925,1,0.00134554,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,1,Sudden_Movement,Cry,1,Sudden_Movement,Noise,0.330209333,0,19,3,High_Risk,Repeated sudden movement detected
93,Baby,1,0,1,0,0.594983,172,244,41968,1,0.00107954,Sudden_Movement,0.95,Cry,0.967492,0.967492,0.031119,0.001389,1,Sudden_Movement,Cry,1,Sudden_Movement,Noise,0.394584733,0,20,3,High_Risk,Repeated sudden movement detected
94,Baby,1,0,1,0,0.611887,182,246,44772,1,0.00106922,Sudden_Movement,0.95,Cry,0.967492,0.967492,0.031119,0.001389,1,Sudden_Movement,Cry,1,Sudden_Movement,Noise,0.458960133,0,20,3,High_Risk,Repeated sudden movement detected
95,Baby,1,0,1,0,0.556012,177,253,44781,1,0.00268495,Sudden_Movement,0.95,Cry,0.967492,0.967492,0.031119,0.001389,1,Sudden_Movement,Cry,1,Sudden_Movement,Cry,0.523335533,0,20,3,High_Risk,Crying detected with sudden movement
96,Baby,1,0,1,0,0.684104,170,234,39780,1,0.0004385,Low_Movement,0.9,Cry,0.967492,0.967492,0.031119,0.001389,1,Low_Movement,Cry,1,Sudden_Movement,Cry,0.587710933,0,20,3,High_Risk,Crying detected with sudden movement
97,Baby,1,0,1,0,0.723542,176,251,44176,1,0.00146205,Low_Movement,0.9,Cry,0.967492,0.967492,0.031119,0.001389,1,Low_Movement,Cry,1,Sudden_Movement,Cry,0.652086333,0,20,3,High_Risk,Crying detected with sudden movement
98,Baby,1,0,1,0,0.496685,178,247,43966,1,0.00098426,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,0,Inactive,Noise,1,Sudden_Movement,Cry,0.651964667,0,20,3,High_Risk,Crying detected with sudden movement
99,,0,0,0,0,0,0,0,0,1,0.00063442,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,0,Inactive,Noise,1,Sudden_Movement,Cry,0.651843,0,20,3,High_Risk,Crying detected with sudden movement
100,Baby,1,0,1,0,0.710856,175,230,40250,1,0.0023251,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,1,Inactive,Noise,1,Sudden_Movement,Cry,0.651721333,0,20,3,High_Risk,Crying detected with sudden movement
101,Baby,1,0,1,0,0.66213,175,244,42700,1,0.00015531,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,1,Inactive,Noise,1,Sudden_Movement,Cry,0.651599667,0,20,3,High_Risk,Crying detected with sudden movement
102,Baby,1,0,1,0,0.538618,176,238,41888,1,0.00248219,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,1,Inactive,Noise,1,Sudden_Movement,Cry,0.651478,0,20,3,High_Risk,Crying detected with sudden movement
103,Baby,1,0,1,0,0.709655,178,251,44678,1,0.00041072,Inactive,0.95,Noise,0.940907,0.001073,0.940907,0.058021,1,Inactive,Noise,1,Sudden_Movement,Cry,0.585791067,0,20,3,High_Risk,Crying detected with sudden movement
104,Baby,1,0,1,0,0.743597,176,243,42768,1,0.00149479,Inactive,0.95,Noise,0.940907,0.001073,0.940907,0.058021,1,Inactive,Noise,1,Inactive,Cry,0.520104133,1,19,3,High_Risk,Crying detected with inactive behavior
105,Baby,1,0,1,0,0.68584,174,244,42456,1,0.00196679,Inactive,0.95,Noise,0.940907,0.001073,0.940907,0.058021,1,Inactive,Noise,1,Inactive,Noise,0.4544172,2,18,3,High_Risk,Repeated sudden movement detected
106,Baby,1,0,1,0,0.707637,178,241,42898,1,0.00283723,Inactive,0.95,Noise,0.940907,0.001073,0.940907,0.058021,1,Inactive,Noise,1,Inactive,Noise,0.388730267,3,17,3,High_Risk,Repeated sudden movement detected
107,Baby,1,0,1,0,0.659622,175,245,42875,1,0.00071731,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,1,Inactive,Noise,1,Inactive,Noise,0.323018067,4,16,3,High_Risk,Repeated sudden movement detected
108,Baby,1,0,1,0,0.639302,174,243,42282,1,0.0007391,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,1,Inactive,Noise,1,Inactive,Noise,0.258564867,5,15,3,High_Risk,Repeated sudden movement detected
109,Baby,1,0,1,0,0.57706,183,246,45018,1,0.00110456,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,1,Inactive,Noise,1,Inactive,Noise,0.194111667,6,14,3,High_Risk,Repeated sudden movement detected
110,Baby,1,0,1,0,0.583956,181,230,41630,1,0.00163479,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,1,Inactive,Noise,1,Inactive,Noise,0.129658467,7,13,3,High_Risk,Repeated sudden movement detected
111,Baby,1,0,1,0,0.608244,185,252,46620,1,0.00213015,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,1,Inactive,Noise,1,Inactive,Noise,0.065205267,8,12,3,High_Risk,Repeated sudden movement detected
112,Baby,1,0,1,0,0.603948,173,244,42212,1,0.00725003,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Inactive,Cry,1,Inactive,Noise,0.066272867,9,11,2,Medium_Risk,Inactive behavior detected
113,Baby,1,0,1,0,0.683625,177,251,44427,1,0.0019849,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Inactive,Cry,1,Inactive,Noise,0.131802267,10,10,2,Medium_Risk,Inactive behavior detected
114,Baby,1,0,1,0,0.622548,173,240,41520,1,0.00288011,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Inactive,Cry,1,Inactive,Noise,0.197331667,11,9,2,Medium_Risk,Inactive behavior detected
115,Baby,1,0,1,0,0.498097,181,250,45250,1,0.00175513,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,0,Inactive,Cry,1,Inactive,Noise,0.262861067,12,8,2,Medium_Risk,Inactive behavior detected
116,Baby,1,0,1,0,0.52821,178,253,45034,1,0.0018105,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Inactive,Cry,1,Inactive,Noise,0.328390467,13,7,2,Medium_Risk,Inactive behavior detected
117,Baby,1,0,1,0,0.407535,211,267,56337,1,0.03567165,Sudden_Movement,0.95,Cry,0.985332,0.985332,0.011053,0.003615,0,Sudden_Movement,Cry,1,Inactive,Noise,0.3940416,14,6,2,Medium_Risk,Inactive behavior detected
118,Baby,1,0,1,0,0.574594,207,252,52164,1,0.002813,Sudden_Movement,0.95,Cry,0.985332,0.985332,0.011053,0.003615,1,Sudden_Movement,Cry,1,Inactive,Noise,0.459658867,15,5,2,Medium_Risk,Inactive behavior detected
119,,0,0,0,0,0,0,0,0,1,0.00689255,Sudden_Movement,0.95,Cry,0.985332,0.985332,0.011053,0.003615,0,Sudden_Movement,Cry,1,Inactive,Cry,0.525276133,16,4,3,High_Risk,Crying detected with inactive behavior
