sample_id,detected_class,baby_detected,empty_seat_detected,baby_count,empty_seat_count,yolo_confidence,bbox_width,bbox_height,bbox_area,pose_detected,movement_score,lstm_behavior,behavior_confidence,audio_class,audio_confidence,cry_probability,noise_probability,normal_probability,distress_detected,distress_status
1,Baby,1,0,1,0,0.878134,319,425,135575,1,0,Collecting Sequence,0,Normal,0.998007,0.000684,0.001309,0.998007,0,Normal Condition
2,Baby,1,0,1,0,0.866308,347,468,162396,1,0.01540264,Collecting Sequence,0,Normal,0.990488,0.000837,0.008675,0.990488,0,Normal Condition
3,Baby,1,0,1,0,0.866416,340,439,149260,1,0.01868419,Collecting Sequence,0,Normal,0.990488,0.000837,0.008675,0.990488,0,Normal Condition
4,Baby,1,0,1,0,0.876609,348,464,161472,1,0.01549522,Collecting Sequence,0,Normal,0.990488,0.000837,0.008675,0.990488,0,Normal Condition
5,Baby,1,0,1,0,0.876303,348,464,161472,1,0.01436139,Collecting Sequence,0,Normal,0.990488,0.000837,0.008675,0.990488,0,Normal Condition
6,Baby,1,0,1,0,0.876148,345,446,153870,1,0.00335014,Collecting Sequence,0,Normal,0.997788,0.000445,0.001766,0.997788,0,Normal Condition
7,Baby,1,0,1,0,0.875652,342,445,152190,1,0.00945795,Collecting Sequence,0,Normal,0.997788,0.000445,0.001766,0.997788,0,Normal Condition
8,Baby,1,0,1,0,0.885824,339,466,157974,1,0.01376694,Collecting Sequence,0,Normal,0.997788,0.000445,0.001766,0.997788,0,Normal Condition
9,Baby,1,0,1,0,0.879248,350,470,164500,1,0.00638176,Collecting Sequence,0,Normal,0.997788,0.000445,0.001766,0.997788,0,Normal Condition
10,Baby,1,0,1,0,0.875813,344,447,153768,1,0.00396457,Collecting Sequence,0,Normal,0.997788,0.000445,0.001766,0.997788,0,Normal Condition
11,Baby,1,0,1,0,0.88591,350,481,168350,1,0.00197411,Normal_Movement,0.793496,Normal,0.883802,0.003653,0.112544,0.883802,0,Normal Condition
12,Baby,1,0,1,0,0.869681,350,469,164150,1,0.00397807,Normal_Movement,0.793412,Normal,0.883802,0.003653,0.112544,0.883802,0,Normal Condition
13,Baby,1,0,1,0,0.865973,348,456,158688,1,0.00452552,Normal_Movement,0.793489,Normal,0.883802,0.003653,0.112544,0.883802,0,Normal Condition
14,Baby,1,0,1,0,0.877584,353,477,168381,1,0.00196846,Normal_Movement,0.793473,Normal,0.998644,0.000573,0.000783,0.998644,0,Normal Condition
15,Baby,1,0,1,0,0.880288,335,471,157785,1,0.00281886,Normal_Movement,0.793512,Normal,0.998644,0.000573,0.000783,0.998644,0,Normal Condition
16,Baby,1,0,1,0,0.86428,343,474,162582,1,0.00028459,Normal_Movement,0.793487,Normal,0.998644,0.000573,0.000783,0.998644,0,Normal Condition
17,Baby,1,0,1,0,0.855265,360,497,178920,1,0.00926925,Low_Movement,0.9,Normal,0.998644,0.000573,0.000783,0.998644,0,Low Movement Condition
18,Baby,1,0,1,0,0.88802,345,462,159390,1,0.0010352,Low_Movement,0.9,Normal,0.912366,0.003256,0.084378,0.912366,0,Low Movement Condition
19,Baby,1,0,1,0,0.883452,330,468,154440,1,0.00748548,Low_Movement,0.9,Normal,0.912366,0.003256,0.084378,0.912366,0,Low Movement Condition
20,Baby,1,0,1,0,0.894397,347,484,167948,1,0.00169759,Low_Movement,0.9,Normal,0.912366,0.003256,0.084378,0.912366,0,Low Movement Condition
21,Baby,1,0,1,0,0.880171,341,461,157201,1,0.00368793,Low_Movement,0.9,Normal,0.912366,0.003256,0.084378,0.912366,0,Low Movement Condition
22,Baby,1,0,1,0,0.858818,331,407,134717,1,0.00444899,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,0,Low Movement Condition
23,Baby,1,0,1,0,0.863901,334,428,142952,1,0.00217111,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,0,Low Movement Condition
24,Baby,1,0,1,0,0.880629,354,456,161424,1,0.00277069,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,0,Low Movement Condition
25,Baby,1,0,1,0,0.910983,307,396,121572,1,0.01384695,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,0,Low Movement Condition
26,Baby,1,0,1,0,0.897833,322,417,134274,1,0.00746522,Low_Movement,0.9,Normal,0.936515,0.003495,0.05999,0.936515,0,Low Movement Condition
27,Baby,1,0,1,0,0.902599,334,411,137274,1,0.0011853,Low_Movement,0.9,Normal,0.998843,0.000419,0.000739,0.998843,0,Low Movement Condition
28,Baby,1,0,1,0,0.884972,353,422,148966,1,0.01038683,Low_Movement,0.9,Normal,0.998843,0.000419,0.000739,0.998843,0,Low Movement Condition
29,Baby,1,0,1,0,0.83502,302,392,118384,1,0.00666659,Low_Movement,0.9,Normal,0.998843,0.000419,0.000739,0.998843,0,Low Movement Condition
30,Baby,1,0,1,0,0.721248,339,399,135261,1,0.00606862,Low_Movement,0.9,Normal,0.998843,0.000419,0.000739,0.998843,0,Low Movement Condition
31,Baby,1,0,1,0,0.801675,301,360,108360,1,0.00272209,Normal_Movement,0.792968,Normal,0.998819,0.000415,0.000766,0.998819,0,Normal Condition
32,Baby,1,0,1,0,0.769718,383,389,148987,1,0.0310692,Sudden_Movement,0.95,Normal,0.998819,0.000415,0.000766,0.998819,0,Sudden Movement
33,Baby,1,0,1,0,0.732649,330,369,121770,1,0.04433224,Sudden_Movement,0.95,Normal,0.998819,0.000415,0.000766,0.998819,0,Sudden Movement
34,None,0,0,0,0,0,0,0,0,1,0.00979598,Sudden_Movement,0.95,Normal,0.998819,0.000415,0.000766,0.998819,0,No Baby Detected
35,Baby,1,0,1,0,0.852259,347,422,146434,1,0.05944214,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,0,Sudden Movement
36,Baby,1,0,1,0,0.531275,423,479,202617,1,0.01184221,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,0,Sudden Movement
37,Baby,1,0,1,0,0.875279,309,382,118038,1,0.00926159,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,0,Sudden Movement
38,Baby,1,0,1,0,0.786099,294,368,108192,1,0.04140138,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,0,Sudden Movement
39,Baby,1,0,1,0,0.76917,298,355,105790,1,0.01357729,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,0,Sudden Movement
40,Baby,1,0,1,0,0.78721,289,366,105774,1,0.0065701,Sudden_Movement,0.95,Normal,0.999378,0.000262,0.00036,0.999378,0,Sudden Movement
41,Baby,1,0,1,0,0.876149,294,368,108192,1,0.00270846,Sudden_Movement,0.95,Normal,0.915417,0.002917,0.081667,0.915417,0,Sudden Movement
42,Baby,1,0,1,0,0.863585,307,405,124335,1,0.00367732,Sudden_Movement,0.95,Normal,0.915417,0.002917,0.081667,0.915417,0,Sudden Movement
43,Baby,1,0,1,0,0.861882,298,389,115922,1,0.00409868,Sudden_Movement,0.95,Normal,0.915417,0.002917,0.081667,0.915417,0,Sudden Movement
44,Baby,1,0,1,0,0.838746,300,388,116400,1,0.00242618,Sudden_Movement,0.95,Normal,0.915417,0.002917,0.081667,0.915417,0,Sudden Movement
45,Baby,1,0,1,0,0.880869,303,371,112413,1,0.00985782,Sudden_Movement,0.95,Normal,0.99733,0.000826,0.001843,0.99733,0,Sudden Movement
46,Baby,1,0,1,0,0.882851,301,377,113477,1,0.00603421,Sudden_Movement,0.95,Normal,0.99733,0.000826,0.001843,0.99733,0,Sudden Movement
47,Baby,1,0,1,0,0.865164,301,372,111972,1,0.00186144,Sudden_Movement,0.95,Normal,0.99733,0.000826,0.001843,0.99733,0,Sudden Movement
48,Baby,1,0,1,0,0.873504,300,387,116100,1,0.01181142,Low_Movement,0.9,Normal,0.99733,0.000826,0.001843,0.99733,0,Low Movement Condition
49,Baby,1,0,1,0,0.858065,297,370,109890,1,0.00241452,Low_Movement,0.9,Normal,0.99733,0.000826,0.001843,0.99733,0,Low Movement Condition
50,Baby,1,0,1,0,0.817386,294,371,109074,1,0.00803621,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,0,Low Movement Condition
51,Baby,1,0,1,0,0.852032,310,392,121520,1,0.00066594,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,0,Low Movement Condition
52,Baby,1,0,1,0,0.798261,314,382,119948,1,0.00175684,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,0,Low Movement Condition
53,Baby,1,0,1,0,0.829824,305,388,118340,1,0.00042544,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,0,Low Movement Condition
54,Baby,1,0,1,0,0.867543,304,378,114912,1,0.00283158,Low_Movement,0.9,Noise,0.992794,0.003147,0.992794,0.004058,0,Low Movement Condition
55,Baby,1,0,1,0,0.867238,299,388,116012,1,0.00260808,Low_Movement,0.9,Noise,0.930893,0.068203,0.930893,0.000904,0,Low Movement Condition
56,Baby,1,0,1,0,0.816485,311,370,115070,1,0.00379622,Low_Movement,0.9,Noise,0.930893,0.068203,0.930893,0.000904,0,Low Movement Condition
57,Baby,1,0,1,0,0.789723,331,344,113864,1,0.00670101,Low_Movement,0.9,Noise,0.930893,0.068203,0.930893,0.000904,0,Low Movement Condition
58,Baby,1,0,1,0,0.849954,322,367,118174,1,0.01449008,Normal_Movement,0.792909,Noise,0.930893,0.068203,0.930893,0.000904,0,Normal Condition
59,Baby,1,0,1,0,0.853271,303,369,111807,1,0.00400831,Normal_Movement,0.7928,Noise,0.930893,0.068203,0.930893,0.000904,0,Normal Condition
60,Baby,1,0,1,0,0.860432,297,386,114642,1,0.00591977,Normal_Movement,0.793138,Normal,0.499104,0.009791,0.491105,0.499104,0,Normal Condition
61,Baby,1,0,1,0,0.861901,311,382,118802,1,0.00613563,Normal_Movement,0.793296,Normal,0.499104,0.009791,0.491105,0.499104,0,Normal Condition
62,Baby,1,0,1,0,0.830074,307,380,116660,1,0.01519992,Normal_Movement,0.793336,Normal,0.499104,0.009791,0.491105,0.499104,0,Normal Condition
63,Baby,1,0,1,0,0.853491,307,381,116967,1,0.00179665,Normal_Movement,0.793252,Normal,0.499104,0.009791,0.491105,0.499104,0,Normal Condition
64,Baby,1,0,1,0,0.853583,311,384,119424,1,0.00318393,Normal_Movement,0.793401,Cry,0.671568,0.671568,0.322535,0.005897,1,Crying with Normal Movement
65,Baby,1,0,1,0,0.856051,302,388,117176,1,0.00169924,Normal_Movement,0.793454,Cry,0.671568,0.671568,0.322535,0.005897,1,Crying with Normal Movement
66,Baby,1,0,1,0,0.830743,311,367,114137,1,0.00109845,Low_Movement,0.9,Cry,0.671568,0.671568,0.322535,0.005897,1,Possible Distress
67,Baby,1,0,1,0,0.808055,327,386,126222,1,0.05062305,Sudden_Movement,0.95,Cry,0.671568,0.671568,0.322535,0.005897,1,High Distress
68,Baby,1,0,1,0,0.803336,335,433,145055,1,0.0174044,Sudden_Movement,0.95,Cry,0.671568,0.671568,0.322535,0.005897,1,High Distress
69,Baby,1,0,1,0,0.824448,344,420,144480,1,0.00732044,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,0,Sudden Movement
70,Baby,1,0,1,0,0.631237,281,438,123078,1,0.05451497,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,0,Sudden Movement
71,Baby,1,0,1,0,0.47729,310,319,98890,1,0.08010637,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,0,Sudden Movement
72,Baby,1,0,1,0,0.781191,243,357,86751,1,0.04717981,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,0,Sudden Movement
73,Baby,1,0,1,0,0.800897,212,312,66144,1,0.12068786,Sudden_Movement,0.95,Noise,0.915901,0.012446,0.915901,0.071653,0,Sudden Movement
74,None,0,0,0,0,0,0,0,0,1,0.10883708,Sudden_Movement,0.95,Normal,0.999367,0.000239,0.000394,0.999367,0,No Baby Detected
75,Baby,1,0,1,0,0.759457,205,295,60475,1,0.08302493,Sudden_Movement,0.95,Normal,0.999367,0.000239,0.000394,0.999367,0,Sudden Movement
76,Baby,1,0,1,0,0.632548,202,273,55146,1,0.03122253,Sudden_Movement,0.95,Normal,0.999367,0.000239,0.000394,0.999367,0,Sudden Movement
77,Baby,1,0,1,0,0.805595,175,252,44100,1,0.11161178,Sudden_Movement,0.95,Normal,0.999367,0.000239,0.000394,0.999367,0,Sudden Movement
78,Baby,1,0,1,0,0.744775,184,274,50416,1,0.05523484,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,0,Sudden Movement
79,Baby,1,0,1,0,0.593369,196,282,55272,1,0.05131401,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,0,Sudden Movement
80,None,0,0,0,0,0,0,0,0,1,0.01149583,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,0,No Baby Detected
81,None,0,0,0,0,0,0,0,0,1,0.01027824,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,0,No Baby Detected
82,Baby,1,0,1,0,0.714869,187,275,51425,1,0.02623903,Sudden_Movement,0.95,Noise,0.989444,0.001861,0.989444,0.008696,0,Sudden Movement
83,Baby,1,0,1,0,0.684299,173,245,42385,1,0.19492916,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,0,Sudden Movement
84,Baby,1,0,1,0,0.453491,167,253,42251,1,0.03669853,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,0,Sudden Movement
85,Baby,1,0,1,0,0.741936,166,251,41666,1,0.06643331,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,0,Sudden Movement
86,Baby,1,0,1,0,0.640707,171,248,42408,1,0.05144028,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,0,Sudden Movement
87,Baby,1,0,1,0,0.601532,175,234,40950,1,0.01290734,Sudden_Movement,0.95,Noise,0.939727,0.00239,0.939727,0.057883,0,Sudden Movement
88,Baby,1,0,1,0,0.485128,179,241,43139,1,0.00473209,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,1,High Distress
89,Baby,1,0,1,0,0.679916,177,259,45843,1,0.00364511,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,1,High Distress
90,Baby,1,0,1,0,0.490016,180,251,45180,1,0.00447862,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,1,High Distress
91,Baby,1,0,1,0,0.604523,182,250,45500,1,0.00425372,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,1,High Distress
92,Baby,1,0,1,0,0.534896,175,251,43925,1,0.00134554,Sudden_Movement,0.95,Cry,0.986377,0.986377,0.01168,0.001943,1,High Distress
93,Baby,1,0,1,0,0.594983,172,244,41968,1,0.00107954,Sudden_Movement,0.95,Cry,0.967492,0.967492,0.031119,0.001389,1,High Distress
94,Baby,1,0,1,0,0.611887,182,246,44772,1,0.00106922,Sudden_Movement,0.95,Cry,0.967492,0.967492,0.031119,0.001389,1,High Distress
95,Baby,1,0,1,0,0.556012,177,253,44781,1,0.00268495,Sudden_Movement,0.95,Cry,0.967492,0.967492,0.031119,0.001389,1,High Distress
96,Baby,1,0,1,0,0.684104,170,234,39780,1,0.0004385,Low_Movement,0.9,Cry,0.967492,0.967492,0.031119,0.001389,1,Possible Distress
97,Baby,1,0,1,0,0.723542,176,251,44176,1,0.00146205,Low_Movement,0.9,Cry,0.967492,0.967492,0.031119,0.001389,1,Possible Distress
98,Baby,1,0,1,0,0.496685,178,247,43966,1,0.00098426,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,0,Inactive Condition
99,None,0,0,0,0,0,0,0,0,1,0.00063442,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,0,No Baby Detected
100,Baby,1,0,1,0,0.710856,175,230,40250,1,0.0023251,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,0,Inactive Condition
101,Baby,1,0,1,0,0.66213,175,244,42700,1,0.00015531,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,0,Inactive Condition
102,Baby,1,0,1,0,0.538618,176,238,41888,1,0.00248219,Inactive,0.95,Noise,0.998449,0.000565,0.998449,0.000986,0,Inactive Condition
103,Baby,1,0,1,0,0.709655,178,251,44678,1,0.00041072,Inactive,0.95,Noise,0.940907,0.001073,0.940907,0.058021,0,Inactive Condition
104,Baby,1,0,1,0,0.743597,176,243,42768,1,0.00149479,Inactive,0.95,Noise,0.940907,0.001073,0.940907,0.058021,0,Inactive Condition
105,Baby,1,0,1,0,0.68584,174,244,42456,1,0.00196679,Inactive,0.95,Noise,0.940907,0.001073,0.940907,0.058021,0,Inactive Condition
106,Baby,1,0,1,0,0.707637,178,241,42898,1,0.00283723,Inactive,0.95,Noise,0.940907,0.001073,0.940907,0.058021,0,Inactive Condition
107,Baby,1,0,1,0,0.659622,175,245,42875,1,0.00071731,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,0,Inactive Condition
108,Baby,1,0,1,0,0.639302,174,243,42282,1,0.0007391,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,0,Inactive Condition
109,Baby,1,0,1,0,0.57706,183,246,45018,1,0.00110456,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,0,Inactive Condition
110,Baby,1,0,1,0,0.583956,181,230,41630,1,0.00163479,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,0,Inactive Condition
111,Baby,1,0,1,0,0.608244,185,252,46620,1,0.00213015,Inactive,0.95,Noise,0.997915,0.000694,0.997915,0.001391,0,Inactive Condition
112,Baby,1,0,1,0,0.603948,173,244,42212,1,0.00725003,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Critical Inactivity
113,Baby,1,0,1,0,0.683625,177,251,44427,1,0.0019849,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Critical Inactivity
114,Baby,1,0,1,0,0.622548,173,240,41520,1,0.00288011,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Critical Inactivity
115,Baby,1,0,1,0,0.498097,181,250,45250,1,0.00175513,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Critical Inactivity
116,Baby,1,0,1,0,0.52821,178,253,45034,1,0.0018105,Inactive,0.95,Cry,0.983506,0.983506,0.015334,0.001161,1,Critical Inactivity
117,Baby,1,0,1,0,0.407535,211,267,56337,1,0.03567165,Sudden_Movement,0.95,Cry,0.985332,0.985332,0.011053,0.003615,1,High Distress
118,Baby,1,0,1,0,0.574594,207,252,52164,1,0.002813,Sudden_Movement,0.95,Cry,0.985332,0.985332,0.011053,0.003615,1,High Distress
119,None,0,0,0,0,0,0,0,0,1,0.00689255,Sudden_Movement,0.95,Cry,0.985332,0.985332,0.011053,0.003615,0,No Baby Detected
120,Baby,1,0,1,0,0.610191,178,223,39694,1,0.00385357,Sudden_Movement,0.95,Cry,0.985332,0.985332,0.011053,0.003615,1,High Distress
121,Baby,1,0,1,0,0.594062,173,245,42385,1,0.00896885,Sudden_Movement,0.95,Cry,0.985332,0.985332,0.011053,0.003615,1,High Distress
122,None,0,0,0,0,0,0,0,0,1,0.14962853,Sudden_Movement,0.95,Cry,0.994809,0.994809,0.004615,0.000575,0,No Baby Detected
123,Baby,1,0,1,0,0.509209,174,247,42978,1,0.05987034,Sudden_Movement,0.95,Cry,0.994809,0.994809,0.004615,0.000575,1,High Distress
124,None,0,0,0,0,0,0,0,0,1,0.01547795,Sudden_Movement,0.95,Cry,0.994809,0.994809,0.004615,0.000575,0,No Baby Detected
125,None,0,0,0,0,0,0,0,0,1,0.0228925,Sudden_Movement,0.95,Cry,0.994809,0.994809,0.004615,0.000575,0,No Baby Detected
126,None,0,0,0,0,0,0,0,0,1,0.0684475,Sudden_Movement,0.95,Normal,0.853821,0.003217,0.142962,0.853821,0,No Baby Detected
127,Baby,1,0,1,0,0.53448,180,219,39420,1,0.02941585,Sudden_Movement,0.95,Normal,0.853821,0.003217,0.142962,0.853821,0,Sudden Movement
128,Baby,1,0,1,0,0.730983,163,254,41402,1,0.02815149,Sudden_Movement,0.95,Normal,0.853821,0.003217,0.142962,0.853821,0,Sudden Movement
129,None,0,0,0,0,0,0,0,0,1,0.00592332,Sudden_Movement,0.95,Normal,0.853821,0.003217,0.142962,0.853821,0,No Baby Detected
130,Baby,1,0,1,0,0.647197,171,240,41040,1,0.01273392,Sudden_Movement,0.95,Normal,0.853821,0.003217,0.142962,0.853821,0,Sudden Movement
131,None,0,0,0,0,0,0,0,0,1,0.01784499,Sudden_Movement,0.95,Normal,0.9496,0.002652,0.047749,0.9496,0,No Baby Detected
132,None,0,0,0,0,0,0,0,0,1,0.02326831,Sudden_Movement,0.95,Normal,0.9496,0.002652,0.047749,0.9496,0,No Baby Detected
133,Baby,1,0,1,0,0.560032,147,253,37191,1,0.00934058,Sudden_Movement,0.95,Normal,0.9496,0.002652,0.047749,0.9496,0,Sudden Movement
134,Baby,1,0,1,0,0.557497,171,276,47196,1,0.00699407,Sudden_Movement,0.95,Normal,0.9496,0.002652,0.047749,0.9496,0,Sudden Movement
135,Baby,1,0,1,0,0.749652,170,254,43180,1,0.01763837,Sudden_Movement,0.95,Normal,0.9496,0.002652,0.047749,0.9496,0,Sudden Movement
136,Baby,1,0,1,0,0.814893,157,248,38936,1,0.01042022,Sudden_Movement,0.95,Noise,0.804816,0.183349,0.804816,0.011834,0,Sudden Movement
137,Baby,1,0,1,0,0.733614,158,256,40448,1,0.00461961,Sudden_Movement,0.95,Noise,0.804816,0.183349,0.804816,0.011834,0,Sudden Movement
138,Baby,1,0,1,0,0.775134,168,246,41328,1,0.00473627,Sudden_Movement,0.95,Noise,0.804816,0.183349,0.804816,0.011834,0,Sudden Movement
139,Baby,1,0,1,0,0.524283,146,240,35040,1,0.03390173,Sudden_Movement,0.95,Noise,0.804816,0.183349,0.804816,0.011834,0,Sudden Movement
140,Baby,1,0,1,0,0.806857,167,245,40915,1,0.00713856,Sudden_Movement,0.95,Cry,0.914478,0.914478,0.083165,0.002358,1,High Distress
141,Baby,1,0,1,0,0.831078,159,212,33708,1,0.19053877,Sudden_Movement,0.95,Cry,0.914478,0.914478,0.083165,0.002358,1,High Distress
142,Baby,1,0,1,0,0.766422,150,214,32100,1,0.01490786,Sudden_Movement,0.95,Cry,0.914478,0.914478,0.083165,0.002358,1,High Distress
143,Baby,1,0,1,0,0.778655,152,213,32376,1,0.00391213,Sudden_Movement,0.95,Cry,0.914478,0.914478,0.083165,0.002358,1,High Distress
144,Baby,1,0,1,0,0.800848,153,221,33813,1,0.00596556,Sudden_Movement,0.95,Cry,0.914478,0.914478,0.083165,0.002358,1,High Distress
145,Baby,1,0,1,0,0.718332,156,232,36192,1,0.00494506,Sudden_Movement,0.95,Cry,0.773435,0.773435,0.220316,0.00625,1,High Distress
146,Baby,1,0,1,0,0.782363,154,223,34342,1,0.00452179,Sudden_Movement,0.95,Cry,0.773435,0.773435,0.220316,0.00625,1,High Distress
147,Baby,1,0,1,0,0.744642,157,222,34854,1,0.00146685,Sudden_Movement,0.95,Cry,0.773435,0.773435,0.220316,0.00625,1,High Distress
148,Baby,1,0,1,0,0.781321,156,221,34476,1,0.00164287,Sudden_Movement,0.95,Cry,0.773435,0.773435,0.220316,0.00625,1,High Distress
149,Baby,1,0,1,0,0.740036,167,234,39078,1,0.00161752,Sudden_Movement,0.95,Cry,0.773435,0.773435,0.220316,0.00625,1,High Distress
150,Baby,1,0,1,0,0.783875,149,218,32482,1,0.0008924,Low_Movement,0.9,Cry,0.938836,0.938836,0.057288,0.003876,1,Possible Distress
151,Baby,1,0,1,0,0.757052,162,245,39690,1,0.0003203,Low_Movement,0.9,Cry,0.938836,0.938836,0.057288,0.003876,1,Possible Distress
152,Baby,1,0,1,0,0.775806,159,228,36252,1,0.00223115,Low_Movement,0.9,Cry,0.938836,0.938836,0.057288,0.003876,1,Possible Distress
153,Baby,1,0,1,0,0.702457,158,238,37604,1,0.00095733,Inactive,0.95,Cry,0.938836,0.938836,0.057288,0.003876,1,Critical Inactivity
154,Baby,1,0,1,0,0.78245,152,220,33440,1,0.00093349,Inactive,0.95,Noise,0.992953,0.000694,0.992953,0.006353,0,Inactive Condition
155,Baby,1,0,1,0,0.78564,156,223,34788,1,0.00030822,Inactive,0.95,Noise,0.992953,0.000694,0.992953,0.006353,0,Inactive Condition
156,Baby,1,0,1,0,0.753693,155,217,33635,1,0.00053046,Inactive,0.95,Noise,0.992953,0.000694,0.992953,0.006353,0,Inactive Condition
157,Baby,1,0,1,0,0.743443,148,221,32708,1,0.00087949,Inactive,0.95,Noise,0.992953,0.000694,0.992953,0.006353,0,Inactive Condition
158,Baby,1,0,1,0,0.768743,154,226,34804,1,0.00080976,Inactive,0.95,Noise,0.992953,0.000694,0.992953,0.006353,0,Inactive Condition
159,Baby,1,0,1,0,0.769631,156,222,34632,1,0.00242787,Inactive,0.95,Noise,0.989103,0.007573,0.989103,0.003324,0,Inactive Condition
160,Baby,1,0,1,0,0.772691,148,213,31524,1,0.000552,Inactive,0.95,Noise,0.989103,0.007573,0.989103,0.003324,0,Inactive Condition
161,Baby,1,0,1,0,0.805678,158,219,34602,1,0.00135224,Inactive,0.95,Noise,0.989103,0.007573,0.989103,0.003324,0,Inactive Condition
162,Baby,1,0,1,0,0.793182,155,230,35650,1,0.00180752,Inactive,0.95,Noise,0.989103,0.007573,0.989103,0.003324,0,Inactive Condition
163,Baby,1,0,1,0,0.752565,167,230,38410,1,0.00188201,Inactive,0.95,Noise,0.966332,0.029733,0.966332,0.003935,0,Inactive Condition
164,Baby,1,0,1,0,0.735786,160,226,36160,1,0.00035882,Inactive,0.95,Noise,0.966332,0.029733,0.966332,0.003935,0,Inactive Condition
165,Baby,1,0,1,0,0.780468,152,215,32680,1,0.00074988,Inactive,0.95,Noise,0.966332,0.029733,0.966332,0.003935,0,Inactive Condition
166,Baby,1,0,1,0,0.710037,146,217,31682,1,0.00176803,Inactive,0.95,Noise,0.966332,0.029733,0.966332,0.003935,0,Inactive Condition
167,Baby,1,0,1,0,0.780051,153,219,33507,1,0.00291488,Inactive,0.95,Noise,0.966332,0.029733,0.966332,0.003935,0,Inactive Condition
168,Baby,1,0,1,0,0.742885,150,209,31350,1,0.00098783,Inactive,0.95,Cry,0.995434,0.995434,0.003902,0.000664,1,Critical Inactivity
169,Baby,1,0,1,0,0.765516,159,220,34980,1,0.00069832,Inactive,0.95,Cry,0.995434,0.995434,0.003902,0.000664,1,Critical Inactivity
170,Baby,1,0,1,0,0.801119,166,226,37516,1,0.00137773,Inactive,0.95,Cry,0.995434,0.995434,0.003902,0.000664,1,Critical Inactivity
171,Baby,1,0,1,0,0.685695,150,254,38100,1,0.00138664,Inactive,0.95,Cry,0.995434,0.995434,0.003902,0.000664,1,Critical Inactivity
172,Baby,1,0,1,0,0.776721,151,214,32314,1,0.00226739,Inactive,0.95,Cry,0.995434,0.995434,0.003902,0.000664,1,Critical Inactivity
173,Baby,1,0,1,0,0.811259,162,256,41472,1,0.00057624,Inactive,0.95,Cry,0.99478,0.99478,0.004537,0.000684,1,Critical Inactivity
174,Baby,1,0,1,0,0.763042,154,217,33418,1,0.0026238,Inactive,0.95,Cry,0.99478,0.99478,0.004537,0.000684,1,Critical Inactivity
175,Baby,1,0,1,0,0.738436,152,228,34656,1,0.00085394,Inactive,0.95,Cry,0.99478,0.99478,0.004537,0.000684,1,Critical Inactivity
176,Baby,1,0,1,0,0.733166,153,222,33966,1,0.00092934,Inactive,0.95,Cry,0.99478,0.99478,0.004537,0.000684,1,Critical Inactivity
