sample_id,detected_class,baby_detected,empty_seat_detected,baby_count,empty_seat_count,yolo_confidence,bbox_width,bbox_height,bbox_area,pose_detected,movement_score,lstm_behavior,behavior_confidence,audio_class,audio_confidence,cry_probability,noise_probability,normal_probability,distress_detected,distress_status
6803,Baby,1,0,1,0,0.75704,128,164,20992,1,0.01880406,Sudden_Movement,0.95,Noise,0.977467,0.019592,0.977467,0.002941,0,Sudden Movement
6804,Baby,1,0,1,0,0.818757,127,183,23241,1,0.00662334,Sudden_Movement,0.95,Noise,0.977467,0.019592,0.977467,0.002941,0,Sudden Movement
6805,Baby,1,0,1,0,0.733375,146,169,24674,1,0.00874131,Sudden_Movement,0.95,Noise,0.977467,0.019592,0.977467,0.002941,0,Sudden Movement
6806,Baby,1,0,1,0,0.808857,129,166,21414,1,0.00493021,Sudden_Movement,0.95,Noise,0.977467,0.019592,0.977467,0.002941,0,Sudden Movement
6807,Baby,1,0,1,0,0.814463,134,171,22914,1,0.00102436,Sudden_Movement,0.95,Noise,0.930806,0.006689,0.930806,0.062505,0,Sudden Movement
6808,Baby,1,0,1,0,0.732783,144,185,26640,1,0.00044579,Sudden_Movement,0.95,Noise,0.930806,0.006689,0.930806,0.062505,0,Sudden Movement
6809,Baby,1,0,1,0,0.796274,137,172,23564,1,0.00060092,Sudden_Movement,0.95,Noise,0.930806,0.006689,0.930806,0.062505,0,Sudden Movement
6810,Baby,1,0,1,0,0.773257,130,165,21450,1,0.00101374,Sudden_Movement,0.95,Noise,0.930806,0.006689,0.930806,0.062505,0,Sudden Movement
6811,Baby,1,0,1,0,0.800457,131,171,22401,1,0.00039914,Sudden_Movement,0.95,Noise,0.930806,0.006689,0.930806,0.062505,0,Sudden Movement
6812,Baby,1,0,1,0,0.698053,140,172,24080,1,0.00488232,Low_Movement,0.9,Noise,0.924544,0.005142,0.924544,0.070314,0,Low Movement Condition
6813,Baby,1,0,1,0,0.753896,133,166,22078,1,0.00934466,Low_Movement,0.9,Noise,0.924544,0.005142,0.924544,0.070314,0,Low Movement Condition
6814,Baby,1,0,1,0,0.796087,125,167,20875,1,0.01579309,Low_Movement,0.9,Noise,0.924544,0.005142,0.924544,0.070314,0,Low Movement Condition
6815,Baby,1,0,1,0,0.786694,138,182,25116,1,0.00599592,Low_Movement,0.9,Noise,0.924544,0.005142,0.924544,0.070314,0,Low Movement Condition
6816,Baby,1,0,2,0,0.755551,144,227,32688,1,0.004695,Low_Movement,0.9,Noise,0.924544,0.005142,0.924544,0.070314,0,Low Movement Condition
6817,Baby,1,0,1,0,0.608654,136,180,24480,1,0.00220556,Low_Movement,0.9,Noise,0.994923,0.000559,0.994923,0.004518,0,Low Movement Condition
6818,Baby,1,0,1,0,0.824586,138,203,28014,1,0.00154331,Low_Movement,0.9,Noise,0.994923,0.000559,0.994923,0.004518,0,Low Movement Condition
6819,Baby,1,0,1,0,0.782274,139,186,25854,1,0.00135335,Low_Movement,0.9,Noise,0.994923,0.000559,0.994923,0.004518,0,Low Movement Condition
6820,Baby,1,0,1,0,0.815677,139,186,25854,1,0.00122619,Normal_Movement,0.793486,Noise,0.994923,0.000559,0.994923,0.004518,0,Normal Condition
6821,Baby,1,0,1,0,0.79238,135,185,24975,1,0.03575009,Sudden_Movement,0.95,Noise,0.998724,0.000306,0.998724,0.00097,0,Sudden Movement
6822,Baby,1,0,1,0,0.836619,139,184,25576,1,0.01118634,Sudden_Movement,0.95,Noise,0.998724,0.000306,0.998724,0.00097,0,Sudden Movement
6823,Baby,1,0,1,0,0.834791,134,175,23450,1,0.00383303,Sudden_Movement,0.95,Noise,0.998724,0.000306,0.998724,0.00097,0,Sudden Movement
6824,Baby,1,0,2,0,0.81872,129,177,22833,1,0.00848255,Sudden_Movement,0.95,Noise,0.998724,0.000306,0.998724,0.00097,0,Sudden Movement
6825,Baby,1,0,1,0,0.822001,128,179,22912,1,0.00256321,Sudden_Movement,0.95,Noise,0.998724,0.000306,0.998724,0.00097,0,Sudden Movement
6826,Baby,1,0,2,0,0.787896,128,166,21248,1,0.00306424,Sudden_Movement,0.95,Noise,0.998249,0.000493,0.998249,0.001258,0,Sudden Movement
6827,Baby,1,0,2,0,0.788819,132,173,22836,1,0.00261879,Sudden_Movement,0.95,Noise,0.998249,0.000493,0.998249,0.001258,0,Sudden Movement
6828,Baby,1,0,1,0,0.783117,129,171,22059,1,0.00547755,Sudden_Movement,0.95,Noise,0.998249,0.000493,0.998249,0.001258,0,Sudden Movement
6829,Baby,1,0,1,0,0.777283,122,172,20984,1,0.00109826,Sudden_Movement,0.95,Noise,0.998249,0.000493,0.998249,0.001258,0,Sudden Movement
6830,Baby,1,0,1,0,0.840658,130,179,23270,1,0.00135046,Low_Movement,0.9,Noise,0.998249,0.000493,0.998249,0.001258,0,Low Movement Condition
6831,Baby,1,0,1,0,0.836813,137,187,25619,1,0.0014963,Low_Movement,0.9,Noise,0.997954,0.000348,0.997954,0.001699,0,Low Movement Condition
6832,Baby,1,0,1,0,0.6577,156,179,27924,1,0.00216318,Low_Movement,0.9,Noise,0.997954,0.000348,0.997954,0.001699,0,Low Movement Condition
6833,Baby,1,0,1,0,0.762432,163,211,34393,1,0.00806431,Low_Movement,0.9,Noise,0.997954,0.000348,0.997954,0.001699,0,Low Movement Condition
6834,Baby,1,0,1,0,0.808781,149,170,25330,1,0.00174915,Inactive,0.95,Noise,0.997954,0.000348,0.997954,0.001699,0,Inactive Condition
6835,Baby,1,0,1,0,0.827421,132,191,25212,1,0.00084239,Inactive,0.95,Noise,0.997954,0.000348,0.997954,0.001699,0,Inactive Condition
6836,Baby,1,0,1,0,0.716494,142,167,23714,1,0.00152453,Inactive,0.95,Cry,0.786998,0.786998,0.207597,0.005405,1,Critical Inactivity
6837,Baby,1,0,1,0,0.815265,131,180,23580,1,0.0010319,Inactive,0.95,Cry,0.786998,0.786998,0.207597,0.005405,1,Critical Inactivity
6838,Baby,1,0,1,0,0.782503,137,166,22742,1,0.00950232,Low_Movement,0.9,Cry,0.786998,0.786998,0.207597,0.005405,1,Possible Distress
6839,Baby,1,0,1,0,0.820152,129,174,22446,1,0.00495069,Low_Movement,0.9,Cry,0.786998,0.786998,0.207597,0.005405,1,Possible Distress
6840,Baby,1,0,1,0,0.800081,138,187,25806,1,0.0016493,Low_Movement,0.9,Cry,0.786998,0.786998,0.207597,0.005405,1,Possible Distress
6841,Baby,1,0,2,0,0.822192,130,181,23530,1,0.00211322,Low_Movement,0.9,Noise,0.967503,0.001341,0.967503,0.031156,0,Low Movement Condition
6842,Baby,1,0,2,0,0.802315,137,191,26167,1,0.00680517,Low_Movement,0.9,Noise,0.967503,0.001341,0.967503,0.031156,0,Low Movement Condition
6843,Baby,1,0,1,0,0.780872,140,185,25900,1,0.00465311,Low_Movement,0.9,Noise,0.967503,0.001341,0.967503,0.031156,0,Low Movement Condition
6844,Baby,1,0,1,0,0.751413,132,153,20196,1,0.01505216,Low_Movement,0.9,Noise,0.967503,0.001341,0.967503,0.031156,0,Low Movement Condition
6845,Baby,1,0,1,0,0.766053,167,226,37742,1,0.03942962,Sudden_Movement,0.95,Noise,0.967503,0.001341,0.967503,0.031156,0,Sudden Movement
6846,Baby,1,0,1,0,0.826299,160,181,28960,1,0.01665299,Sudden_Movement,0.95,Noise,0.946513,0.003735,0.946513,0.049752,0,Sudden Movement
6847,Baby,1,0,2,0,0.788037,174,191,33234,1,0.006854,Sudden_Movement,0.95,Noise,0.946513,0.003735,0.946513,0.049752,0,Sudden Movement
6848,Baby,1,0,2,0,0.827802,181,192,34752,1,0.00879772,Sudden_Movement,0.95,Noise,0.946513,0.003735,0.946513,0.049752,0,Sudden Movement
6849,Baby,1,0,2,0,0.836589,169,201,33969,1,0.01614231,Sudden_Movement,0.95,Noise,0.946513,0.003735,0.946513,0.049752,0,Sudden Movement
6850,Baby,1,0,2,0,0.819071,135,171,23085,1,0.01002041,Sudden_Movement,0.95,Noise,0.946513,0.003735,0.946513,0.049752,0,Sudden Movement
6851,Baby,1,0,2,0,0.811864,168,209,35112,1,0.00713885,Sudden_Movement,0.95,Noise,0.958954,0.003554,0.958954,0.037492,0,Sudden Movement
6852,Baby,1,0,2,0,0.800939,122,163,19886,1,0.01014104,Sudden_Movement,0.95,Noise,0.958954,0.003554,0.958954,0.037492,0,Sudden Movement
6853,Baby,1,0,2,0,0.80294,137,184,25208,1,0.01468553,Sudden_Movement,0.95,Noise,0.958954,0.003554,0.958954,0.037492,0,Sudden Movement
6854,Baby,1,0,2,0,0.820392,133,188,25004,1,0.00297258,Sudden_Movement,0.95,Noise,0.958954,0.003554,0.958954,0.037492,0,Sudden Movement
6855,Baby,1,0,2,0,0.829405,136,180,24480,1,0.00355185,Sudden_Movement,0.95,Noise,0.958954,0.003554,0.958954,0.037492,0,Sudden Movement
6856,Baby,1,0,2,0,0.816858,140,183,25620,1,0.00364261,Normal_Movement,0.794109,Noise,0.975553,0.001361,0.975553,0.023086,0,Normal Condition
6857,Baby,1,0,2,0,0.803179,135,176,23760,1,0.01456369,Restless_Movement,0.9,Noise,0.975553,0.001361,0.975553,0.023086,0,Restless Movement
6858,Baby,1,0,1,0,0.771406,129,169,21801,1,0.01142781,Normal_Movement,0.793856,Noise,0.975553,0.001361,0.975553,0.023086,0,Normal Condition
6859,Baby,1,0,2,0,0.774149,146,173,25258,1,0.03741679,Sudden_Movement,0.95,Noise,0.975553,0.001361,0.975553,0.023086,0,Sudden Movement
6860,Baby,1,0,2,0,0.745464,207,286,59202,1,0.00801913,Sudden_Movement,0.95,Noise,0.975553,0.001361,0.975553,0.023086,0,Sudden Movement
6861,Baby,1,0,1,0,0.761493,168,176,29568,1,0.01680777,Sudden_Movement,0.95,Noise,0.975553,0.001361,0.975553,0.023086,0,Sudden Movement
6862,Baby,1,0,1,0,0.824788,158,185,29230,1,0.0099203,Sudden_Movement,0.95,Noise,0.967989,0.002603,0.967989,0.029408,0,Sudden Movement
6863,Baby,1,0,2,0,0.824034,152,190,28880,1,0.00734238,Sudden_Movement,0.95,Noise,0.967989,0.002603,0.967989,0.029408,0,Sudden Movement
6864,Baby,1,0,1,0,0.838183,154,199,30646,1,0.00900724,Sudden_Movement,0.95,Noise,0.967989,0.002603,0.967989,0.029408,0,Sudden Movement
6865,Baby,1,0,2,0,0.854317,152,185,28120,1,0.00491252,Sudden_Movement,0.95,Noise,0.967989,0.002603,0.967989,0.029408,0,Sudden Movement
6866,Baby,1,0,2,0,0.836897,160,198,31680,1,0.01162387,Sudden_Movement,0.95,Noise,0.999,0.000419,0.999,0.000581,0,Sudden Movement
6867,Baby,1,0,2,0,0.823938,132,176,23232,1,0.00278394,Sudden_Movement,0.95,Noise,0.999,0.000419,0.999,0.000581,0,Sudden Movement
6868,Baby,1,0,2,0,0.819476,161,192,30912,1,0.02378087,Sudden_Movement,0.95,Noise,0.999,0.000419,0.999,0.000581,0,Sudden Movement
6869,Baby,1,0,2,0,0.810225,131,177,23187,1,0.0717568,Sudden_Movement,0.95,Noise,0.999,0.000419,0.999,0.000581,0,Sudden Movement
6870,Baby,1,0,1,0,0.797094,130,174,22620,1,0.05647885,Sudden_Movement,0.95,Noise,0.999,0.000419,0.999,0.000581,0,Sudden Movement
6871,Baby,1,0,1,0,0.830189,134,182,24388,1,0.00189268,Sudden_Movement,0.95,Noise,0.998598,0.000283,0.998598,0.001119,0,Sudden Movement
6872,Baby,1,0,1,0,0.808306,135,180,24300,1,0.0088501,Sudden_Movement,0.95,Noise,0.998598,0.000283,0.998598,0.001119,0,Sudden Movement
6873,Baby,1,0,1,0,0.793712,134,176,23584,1,0.03242273,Sudden_Movement,0.95,Noise,0.998598,0.000283,0.998598,0.001119,0,Sudden Movement
6874,Baby,1,0,1,0,0.807765,137,188,25756,1,0.01197764,Sudden_Movement,0.95,Noise,0.998598,0.000283,0.998598,0.001119,0,Sudden Movement
6875,Baby,1,0,1,0,0.846906,153,184,28152,1,0.00960815,Sudden_Movement,0.95,Noise,0.998598,0.000283,0.998598,0.001119,0,Sudden Movement
6876,Baby,1,0,1,0,0.770536,142,189,26838,1,0.00276879,Sudden_Movement,0.95,Noise,0.995489,0.002253,0.995489,0.002258,0,Sudden Movement
6877,Baby,1,0,1,0,0.830231,137,182,24934,1,0.00330112,Sudden_Movement,0.95,Noise,0.995489,0.002253,0.995489,0.002258,0,Sudden Movement
6878,Baby,1,0,1,0,0.799211,134,183,24522,1,0.00375199,Sudden_Movement,0.95,Noise,0.995489,0.002253,0.995489,0.002258,0,Sudden Movement
6879,Baby,1,0,1,0,0.812883,142,191,27122,1,0.00604676,Sudden_Movement,0.95,Noise,0.995489,0.002253,0.995489,0.002258,0,Sudden Movement
6880,Baby,1,0,1,0,0.814049,139,186,25854,1,0.00359848,Sudden_Movement,0.95,Noise,0.975809,0.001367,0.975809,0.022824,0,Sudden Movement
6881,Baby,1,0,1,0,0.803062,134,182,24388,1,0.00129587,Sudden_Movement,0.95,Noise,0.975809,0.001367,0.975809,0.022824,0,Sudden Movement
6882,Baby,1,0,1,0,0.849091,161,209,33649,1,0.08646252,Sudden_Movement,0.95,Noise,0.975809,0.001367,0.975809,0.022824,0,Sudden Movement
6883,Baby,1,0,1,0,0.787062,259,198,51282,1,0.06141036,Sudden_Movement,0.95,Noise,0.975809,0.001367,0.975809,0.022824,0,Sudden Movement
6884,"Baby,Empty Seat",1,1,1,1,0.707686,194,204,39576,1,0.0934119,Sudden_Movement,0.95,Noise,0.975809,0.001367,0.975809,0.022824,0,Sudden Movement
6885,"Baby,Empty Seat",1,1,1,1,0.725112,286,236,67496,1,0.08358503,Sudden_Movement,0.95,Noise,0.998734,0.000204,0.998734,0.001062,0,Sudden Movement
6886,"Baby,Empty Seat",1,1,1,1,0.865252,145,171,24795,1,0.01485729,Sudden_Movement,0.95,Noise,0.998734,0.000204,0.998734,0.001062,0,Sudden Movement
6887,"Baby,Empty Seat",1,1,1,1,0.892824,143,176,25168,1,0.03069199,Sudden_Movement,0.95,Noise,0.998734,0.000204,0.998734,0.001062,0,Sudden Movement
6888,"Baby,Empty Seat",1,1,1,1,0.804611,136,181,24616,1,0.01709943,Sudden_Movement,0.95,Noise,0.998734,0.000204,0.998734,0.001062,0,Sudden Movement
6889,"Baby,Empty Seat",1,1,1,1,0.831869,146,197,28762,1,0.0137748,Sudden_Movement,0.95,Noise,0.998734,0.000204,0.998734,0.001062,0,Sudden Movement
6890,Baby,1,0,1,0,0.834756,138,177,24426,1,0.13172766,Sudden_Movement,0.95,Noise,0.987634,0.001191,0.987634,0.011175,0,Sudden Movement
6891,Baby,1,0,1,0,0.84219,138,187,25806,1,0.05454738,Sudden_Movement,0.95,Noise,0.987634,0.001191,0.987634,0.011175,0,Sudden Movement
6892,Baby,1,0,2,0,0.86191,131,180,23580,1,0.02099735,Sudden_Movement,0.95,Noise,0.987634,0.001191,0.987634,0.011175,0,Sudden Movement
6893,Baby,1,0,2,0,0.780977,170,184,31280,1,0.03250037,Sudden_Movement,0.95,Noise,0.987634,0.001191,0.987634,0.011175,0,Sudden Movement
6894,Baby,1,0,1,0,0.794915,162,214,34668,1,0.0476115,Sudden_Movement,0.95,Noise,0.987634,0.001191,0.987634,0.011175,0,Sudden Movement
6895,Baby,1,0,1,0,0.667352,161,211,33971,1,0.14927231,Sudden_Movement,0.95,Noise,0.998624,0.001219,0.998624,0.000157,0,Sudden Movement
6896,Baby,1,0,1,0,0.494364,128,183,23424,1,0.0796541,Sudden_Movement,0.95,Noise,0.998624,0.001219,0.998624,0.000157,0,Sudden Movement
6897,Baby,1,0,1,0,0.809444,180,207,37260,1,0.02513131,Sudden_Movement,0.95,Noise,0.998624,0.001219,0.998624,0.000157,0,Sudden Movement
6898,Baby,1,0,3,0,0.755622,174,191,33234,1,0.07266818,Sudden_Movement,0.95,Noise,0.998624,0.001219,0.998624,0.000157,0,Sudden Movement
6899,Baby,1,0,2,0,0.717246,177,234,41418,1,0.12701169,Sudden_Movement,0.95,Noise,0.998624,0.001219,0.998624,0.000157,0,Sudden Movement
6900,Baby,1,0,2,0,0.760415,129,165,21285,1,0.0175103,Sudden_Movement,0.95,Noise,0.997729,0.000209,0.997729,0.002061,0,Sudden Movement
6901,Baby,1,0,2,0,0.772664,123,160,19680,1,0.01145231,Sudden_Movement,0.95,Noise,0.997729,0.000209,0.997729,0.002061,0,Sudden Movement
6902,Baby,1,0,1,0,0.786098,119,160,19040,1,0.07890085,Sudden_Movement,0.95,Noise,0.997729,0.000209,0.997729,0.002061,0,Sudden Movement
6903,Baby,1,0,1,0,0.780028,126,162,20412,1,0.00862134,Sudden_Movement,0.95,Noise,0.997729,0.000209,0.997729,0.002061,0,Sudden Movement
6904,Baby,1,0,1,0,0.706342,122,150,18300,1,0.4874741,Sudden_Movement,0.95,Noise,0.997729,0.000209,0.997729,0.002061,0,Sudden Movement
6905,Baby,1,0,1,0,0.749234,127,159,20193,1,0.00680037,Sudden_Movement,0.95,Noise,0.998629,0.000546,0.998629,0.000825,0,Sudden Movement
6906,Baby,1,0,1,0,0.757541,135,158,21330,1,0.00693712,Sudden_Movement,0.95,Noise,0.998629,0.000546,0.998629,0.000825,0,Sudden Movement
6907,Baby,1,0,2,0,0.757082,119,157,18683,1,0.00277215,Sudden_Movement,0.95,Noise,0.998629,0.000546,0.998629,0.000825,0,Sudden Movement
6908,Baby,1,0,1,0,0.830427,281,184,51704,0,0,Sudden_Movement,0.95,Noise,0.998629,0.000546,0.998629,0.000825,0,Sudden Movement
6909,None,0,0,0,0,0,0,0,0,1,0.09734551,Sudden_Movement,0.95,Noise,0.998629,0.000546,0.998629,0.000825,0,No Baby Detected
6910,Baby,1,0,2,0,0.765857,187,104,19448,1,0.05027831,Sudden_Movement,0.95,Noise,0.980677,0.004533,0.980677,0.01479,0,Sudden Movement
6911,Baby,1,0,2,0,0.805632,252,451,113652,1,0.01465536,Sudden_Movement,0.95,Noise,0.980677,0.004533,0.980677,0.01479,0,Sudden Movement
6912,Baby,1,0,2,0,0.744007,119,142,16898,1,0.02047408,Sudden_Movement,0.95,Noise,0.980677,0.004533,0.980677,0.01479,0,Sudden Movement
6913,Baby,1,0,1,0,0.781884,208,190,39520,1,0.06824158,Sudden_Movement,0.95,Noise,0.980677,0.004533,0.980677,0.01479,0,Sudden Movement
6914,Baby,1,0,2,0,0.778698,299,211,63089,1,0.04112391,Sudden_Movement,0.95,Noise,0.980677,0.004533,0.980677,0.01479,0,Sudden Movement
6915,Baby,1,0,1,0,0.809018,163,215,35045,1,0.12538807,Sudden_Movement,0.95,Noise,0.990296,0.002893,0.990296,0.006811,0,Sudden Movement
6916,Baby,1,0,2,0,0.632413,189,226,42714,1,0.04067434,Sudden_Movement,0.95,Noise,0.990296,0.002893,0.990296,0.006811,0,Sudden Movement
6917,Baby,1,0,2,0,0.84808,173,176,30448,1,0.03800195,Sudden_Movement,0.95,Noise,0.990296,0.002893,0.990296,0.006811,0,Sudden Movement
6918,Baby,1,0,3,0,0.753884,276,199,54924,1,0.17669702,Sudden_Movement,0.95,Noise,0.990296,0.002893,0.990296,0.006811,0,Sudden Movement
6919,Baby,1,0,2,0,0.674294,151,196,29596,1,0.00824,Sudden_Movement,0.95,Noise,0.973445,0.004995,0.973445,0.02156,0,Sudden Movement
6920,Baby,1,0,1,0,0.80026,126,166,20916,1,0.00620147,Sudden_Movement,0.95,Noise,0.973445,0.004995,0.973445,0.02156,0,Sudden Movement
6921,Baby,1,0,2,0,0.715992,126,153,19278,1,0.00927259,Sudden_Movement,0.95,Noise,0.973445,0.004995,0.973445,0.02156,0,Sudden Movement
6922,Baby,1,0,1,0,0.709593,132,147,19404,1,0.00647176,Sudden_Movement,0.95,Noise,0.973445,0.004995,0.973445,0.02156,0,Sudden Movement
6923,Baby,1,0,1,0,0.676796,131,164,21484,1,0.00454668,Sudden_Movement,0.95,Noise,0.973445,0.004995,0.973445,0.02156,0,Sudden Movement
6924,Baby,1,0,2,0,0.738805,127,170,21590,1,0.00442255,Sudden_Movement,0.95,Noise,0.996338,0.001,0.996338,0.002662,0,Sudden Movement
6925,Baby,1,0,1,0,0.732989,126,152,19152,1,0.00684862,Sudden_Movement,0.95,Noise,0.996338,0.001,0.996338,0.002662,0,Sudden Movement
6926,Baby,1,0,2,0,0.753477,128,146,18688,1,0.00363566,Sudden_Movement,0.95,Noise,0.996338,0.001,0.996338,0.002662,0,Sudden Movement
6927,Baby,1,0,2,0,0.706911,120,157,18840,1,0.01952081,Normal_Movement,0.79515,Noise,0.996338,0.001,0.996338,0.002662,0,Normal Condition
6928,Baby,1,0,2,0,0.658569,128,162,20736,1,0.00554081,Normal_Movement,0.795054,Noise,0.996338,0.001,0.996338,0.002662,0,Normal Condition
6929,Baby,1,0,1,0,0.740808,119,164,19516,1,0.00325086,Normal_Movement,0.795091,Noise,0.997522,0.000823,0.997522,0.001655,0,Normal Condition
6930,Baby,1,0,2,0,0.740397,123,160,19680,1,0.00434229,Normal_Movement,0.795068,Noise,0.997522,0.000823,0.997522,0.001655,0,Normal Condition
6931,Baby,1,0,1,0,0.766135,136,157,21352,1,0.0261131,Normal_Movement,0.794988,Noise,0.997522,0.000823,0.997522,0.001655,0,Normal Condition
6932,Baby,1,0,1,0,0.792316,130,164,21320,1,0.00849642,Normal_Movement,0.79429,Noise,0.997522,0.000823,0.997522,0.001655,0,Normal Condition
6933,Baby,1,0,1,0,0.800617,126,158,19908,1,0.00539087,Normal_Movement,0.794047,Noise,0.997522,0.000823,0.997522,0.001655,0,Normal Condition
6934,Baby,1,0,1,0,0.779378,129,162,20898,1,0.00476967,Normal_Movement,0.793883,Noise,0.858147,0.001422,0.858147,0.140431,0,Normal Condition
6935,Baby,1,0,1,0,0.785306,134,162,21708,1,0.00621725,Normal_Movement,0.793701,Noise,0.858147,0.001422,0.858147,0.140431,0,Normal Condition
6936,Baby,1,0,1,0,0.767421,122,161,19642,1,0.00973229,Normal_Movement,0.793605,Noise,0.858147,0.001422,0.858147,0.140431,0,Normal Condition
6937,Baby,1,0,1,0,0.742572,139,196,27244,1,0.00374203,Normal_Movement,0.793518,Noise,0.858147,0.001422,0.858147,0.140431,0,Normal Condition
6938,Baby,1,0,1,0,0.786529,139,178,24742,1,0.00603229,Normal_Movement,0.793532,Noise,0.858147,0.001422,0.858147,0.140431,0,Normal Condition
6939,Baby,1,0,1,0,0.774934,134,171,22914,1,0.00386652,Normal_Movement,0.793503,Noise,0.980803,0.004449,0.980803,0.014748,0,Normal Condition
6940,Baby,1,0,1,0,0.78382,147,178,26166,1,0.00469618,Low_Movement,0.9,Noise,0.980803,0.004449,0.980803,0.014748,0,Low Movement Condition
6941,Baby,1,0,1,0,0.746444,134,183,24522,1,0.01359203,Low_Movement,0.9,Noise,0.980803,0.004449,0.980803,0.014748,0,Low Movement Condition
6942,Baby,1,0,1,0,0.715093,147,182,26754,1,0.00681885,Low_Movement,0.9,Noise,0.980803,0.004449,0.980803,0.014748,0,Low Movement Condition
6943,Baby,1,0,1,0,0.752482,141,166,23406,1,0.00377913,Low_Movement,0.9,Noise,0.980803,0.004449,0.980803,0.014748,0,Low Movement Condition
6944,Baby,1,0,1,0,0.78354,138,187,25806,1,0.00634215,Normal_Movement,0.793339,Noise,0.945234,0.008241,0.945234,0.046525,0,Normal Condition
6945,Baby,1,0,1,0,0.793684,131,164,21484,1,0.00779017,Low_Movement,0.9,Noise,0.945234,0.008241,0.945234,0.046525,0,Low Movement Condition
6946,Baby,1,0,1,0,0.782967,125,161,20125,1,0.00508338,Low_Movement,0.9,Noise,0.945234,0.008241,0.945234,0.046525,0,Low Movement Condition
6947,Baby,1,0,2,0,0.767955,124,155,19220,1,0.00395164,Low_Movement,0.9,Noise,0.945234,0.008241,0.945234,0.046525,0,Low Movement Condition
6948,Baby,1,0,2,0,0.768763,130,164,21320,1,0.00159935,Low_Movement,0.9,Noise,0.945234,0.008241,0.945234,0.046525,0,Low Movement Condition
6949,Baby,1,0,2,0,0.795232,139,175,24325,1,0.00918468,Normal_Movement,0.793183,Noise,0.957865,0.006293,0.957865,0.035842,0,Normal Condition
6950,Baby,1,0,1,0,0.806069,146,190,27740,1,0.00848617,Low_Movement,0.9,Noise,0.957865,0.006293,0.957865,0.035842,0,Low Movement Condition
6951,Baby,1,0,1,0,0.781941,128,170,21760,1,0.01271654,Normal_Movement,0.793175,Noise,0.957865,0.006293,0.957865,0.035842,0,Normal Condition
6952,Baby,1,0,1,0,0.711025,132,174,22968,1,0.003001,Normal_Movement,0.793102,Noise,0.957865,0.006293,0.957865,0.035842,0,Normal Condition
6953,Baby,1,0,1,0,0.792221,126,162,20412,1,0.00700827,Low_Movement,0.9,Noise,0.957865,0.006293,0.957865,0.035842,0,Low Movement Condition
6954,Baby,1,0,1,0,0.818922,148,185,27380,1,0.01271852,Normal_Movement,0.793203,Noise,0.883632,0.006712,0.883632,0.109657,0,Normal Condition
6955,Baby,1,0,1,0,0.746465,139,175,24325,1,0.00441253,Normal_Movement,0.793206,Noise,0.883632,0.006712,0.883632,0.109657,0,Normal Condition
6956,Baby,1,0,1,0,0.81318,122,166,20252,1,0.01460111,Normal_Movement,0.793055,Noise,0.883632,0.006712,0.883632,0.109657,0,Normal Condition
6957,Baby,1,0,1,0,0.810305,126,160,20160,1,0.0056456,Normal_Movement,0.792956,Noise,0.883632,0.006712,0.883632,0.109657,0,Normal Condition
6958,Baby,1,0,1,0,0.793116,126,167,21042,1,0.00484002,Normal_Movement,0.793193,Noise,0.883632,0.006712,0.883632,0.109657,0,Normal Condition
6959,Baby,1,0,1,0,0.699408,129,165,21285,1,0.00845222,Normal_Movement,0.793197,Noise,0.998403,0.0011,0.998403,0.000497,0,Normal Condition
6960,Baby,1,0,1,0,0.739895,129,174,22446,1,0.00456733,Normal_Movement,0.793107,Noise,0.998403,0.0011,0.998403,0.000497,0,Normal Condition
6961,Baby,1,0,1,0,0.800092,137,167,22879,1,0.00315326,Normal_Movement,0.793297,Noise,0.998403,0.0011,0.998403,0.000497,0,Normal Condition
6962,Baby,1,0,1,0,0.766601,126,172,21672,1,0.00558766,Normal_Movement,0.793402,Noise,0.998403,0.0011,0.998403,0.000497,0,Normal Condition
6963,Baby,1,0,1,0,0.708929,128,167,21376,1,0.00273477,Normal_Movement,0.793449,Noise,0.998403,0.0011,0.998403,0.000497,0,Normal Condition
6964,Baby,1,0,1,0,0.62719,129,166,21414,1,0.00412297,Normal_Movement,0.793441,Noise,0.999706,0.000128,0.999706,0.000166,0,Normal Condition
6965,Baby,1,0,1,0,0.770269,118,165,19470,1,0.0163035,Normal_Movement,0.793471,Noise,0.999706,0.000128,0.999706,0.000166,0,Normal Condition
6966,Baby,1,0,1,0,0.74101,125,163,20375,1,0.00946584,Normal_Movement,0.79334,Noise,0.999706,0.000128,0.999706,0.000166,0,Normal Condition
6967,Baby,1,0,1,0,0.769891,115,160,18400,1,0.01511464,Normal_Movement,0.793355,Noise,0.999706,0.000128,0.999706,0.000166,0,Normal Condition
6968,Baby,1,0,1,0,0.657375,129,163,21027,1,0.01203751,Normal_Movement,0.793274,Noise,0.999706,0.000128,0.999706,0.000166,0,Normal Condition
6969,Baby,1,0,1,0,0.720894,127,184,23368,1,0.04623245,Sudden_Movement,0.95,Noise,0.987988,0.00176,0.987988,0.010252,0,Sudden Movement
6970,Baby,1,0,1,0,0.719612,139,157,21823,1,0.00536003,Sudden_Movement,0.95,Noise,0.987988,0.00176,0.987988,0.010252,0,Sudden Movement
6971,Baby,1,0,1,0,0.74902,147,151,22197,1,0.00689498,Sudden_Movement,0.95,Noise,0.987988,0.00176,0.987988,0.010252,0,Sudden Movement
6972,None,0,0,0,0,0,0,0,0,1,0.02060884,Sudden_Movement,0.95,Noise,0.987988,0.00176,0.987988,0.010252,0,No Baby Detected
